gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	direction	significant_fdr
Rnf216	463.20135267300464	0.2520363193628681	0.11061750797353993	2.2784487191951204	0.02269985651608976	0.04215687638702384	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ehmt1	188.84048030886527	-0.34702721447388485	0.15236953544874354	-2.277536736276415	0.022754193473957355	0.042250834155032876	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ap4e1	48.7019311000278	-0.351515799032765	0.15436200277489762	-2.2772171435568374	0.022773261887707612	0.04227928383364474	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Arhgef5	10.622705979734048	-0.6886190855314182	0.3024619266319145	-2.2767132815676443	0.022803352878015173	0.04232818454935404	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Hgs	74.03909518685025	0.2671059504489381	0.1173438029848099	2.2762680572361784	0.02282997072869111	0.04237062330634054	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ippk	23.935053552349665	0.8101492792273683	0.35607045007619403	2.2752499654324247	0.022890939065612903	0.042476789412329546	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Flywch1	4.6528215535154835	-1.1334308299558309	0.4985372198886246	-2.2735129589903926	0.022995286091215175	0.04266340155430319	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ubl3	2257.9009298685364	0.41428725375036796	0.18233132648697115	2.2721671680481723	0.023076415471260724	0.042806883474881804	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Fam20b	90.50737793367985	-0.45437703399001633	0.19999996571342568	-2.271885559425947	0.02309342332130633	0.0428313919719955	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Dync1h1	687.7678728945967	0.24488694799393246	0.10781916861176928	2.2712746828507933	0.023130354846321803	0.042892838798010716	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Pcsk4	4.823073097456815	-1.1055520128897471	0.48695102531132084	-2.270355652671515	0.02318601291136591	0.04298898614719897	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Lrrc56	8.98073094272524	-0.9415383763453521	0.41472300582835425	-2.2702824852090226	0.02319044905359554	0.0429901473830741	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Parvg	434.1601773473463	-0.2033639281860294	0.08957914050533673	-2.2702152201819112	0.023194527981423227	0.042990646146908625	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ubn2	278.6255438409065	0.2456296998298434	0.10823764682690629	2.2693555064316446	0.023246715609814058	0.04308029872575822	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cwc22	64.60079537291764	0.27181805389034247	0.11980983226570042	2.268745801158754	0.02328378861041538	0.04314191636780413	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cbx5	7.862225570362926	-1.3862641610887216	0.6111463213055497	-2.2683015715898303	0.023310832208283096	0.04318493361324355	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Jmjd7	15.957521161778855	-0.7638509443064939	0.3369043054897806	-2.267263824948844	0.023374113934370565	0.04329505936235021	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Rnf187	91.52842618243182	-0.6577399034422006	0.2901706429797018	-2.2667348312289857	0.02340642928208799	0.04333449531397528	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Pias4	193.91848860457708	0.3743029844966762	0.16513326098102918	2.2666722759122213	0.02341025324532609	0.04333449531397528	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Hltf	208.95020913532966	-0.3405501554522336	0.15024382538638564	-2.2666499243907867	0.02341161970985422	0.04333449531397528	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Usp24	448.441802520524	0.2706031602114922	0.11938701515936968	2.2666046206973527	0.023414389572169566	0.04333449531397528	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Trib3	17.20881361138519	-0.7654838883755054	0.3377232529624232	-2.2666010754689636	0.02341460633900277	0.04333449531397528	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Mkln1	370.68607218833193	0.3349501838553855	0.14781126675333717	2.2660666619841634	0.023447302051393122	0.04338420256541802	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Gpr65	433.2180690574803	0.43852093043120477	0.19351892477833704	2.2660364144411256	0.02344915379710072	0.04338420256541802	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
St6galnac6	60.92254088489604	1.3543351503114902	0.5977156209247984	2.265852025443193	0.023460444782944886	0.043397976873893455	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cdh23	90.74234733010783	0.4391485898049206	0.19390899788582205	2.264714864152416	0.023530182734447045	0.04351984625069668	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Pcdhga10	6.921007401767261	-0.9452931389647077	0.41763009869475803	-2.263469855068118	0.023606740833162103	0.04365428770262228	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Phf19	2.714727531874125	1.8583966626931074	0.8212867799105246	2.2627865298106604	0.023648851668746702	0.043724994630532164	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Sgf29	70.71760956535879	-0.3901500712856045	0.17258378309045716	-2.260641552173609	0.023781462484390937	0.04396297881288783	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Klhl24	233.6255410428375	-0.2680830156135284	0.11864167119370811	-2.2596024897173357	0.023845932945950086	0.04407493978085189	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Pink1	21.057841979396972	-1.2422497512261965	0.5498494276656649	-2.2592544226153937	0.023867563253892186	0.04410769468668841	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Zfp811	5.759574522469758	1.751797715280544	0.775513059811667	2.258888735807966	0.02389030685236236	0.04414249590994873	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
H2-M2	18.429617094672977	1.6929447573887153	0.7494986031117924	2.2587697300033556	0.023897712376066197	0.04414894997569269	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Itgal	131.89191307297986	-0.7391100549454969	0.3273257385476414	-2.2580260819847546	0.023944033403792576	0.04422728317701677	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Dll1	7.18408249351642	-1.543644121200502	0.6839800477996991	-2.2568554830894016	0.024017106496566677	0.04435499667876569	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Igflr1	38.38280783179283	-0.4672866246719929	0.20711719359961228	-2.256145984554648	0.024061490067801245	0.04442969300033861	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Zfp91	648.2553663253424	0.29480701368505036	0.13068329363141254	2.2558890696200447	0.024077579234243047	0.0444505552308388	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Fbxl3	11.12988060040537	0.627218484125459	0.2780421236531493	2.2558397838591486	0.02408066679600475	0.0444505552308388	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Pcdhga7	32.236710694950666	-0.5219576076535015	0.23140310901226646	-2.255620548407727	0.024094405207072237	0.04446864055554516	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ogt	655.512368222292	-0.24673546437840826	0.10939666692839554	-2.2554203094679877	0.024106959137570622	0.04448175962271684	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Pgap6	82.93456275186325	-0.4878285082540985	0.21629534697801947	-2.2553814266918697	0.024109397540990448	0.04448175962271684	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Prkci	66.8664986052494	-0.43583594133266373	0.19327440435669943	-2.255011173276222	0.024132627462624952	0.04451733991961091	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ptger3	6.940237507542083	-1.087681328435478	0.482422327507184	-2.2546247684178358	0.024156891427133353	0.04455481576720705	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Adat2	12.832291831529698	0.5729379709943827	0.2541472012434609	2.2543548313386124	0.02417385444276116	0.04457881574311438	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Peds1	927.1549081971995	0.5692064165675084	0.2525321356516907	2.2539959720318374	0.024196421376071798	0.044613140328038266	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Snx32	5.6160791209401895	-1.1818683146642075	0.5243663663695839	-2.2538980195217233	0.02420258430962064	0.044617213094226324	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Clec2d	379.1862809392127	-0.4985344156138043	0.22121459900450263	-2.253623485327282	0.024219864585330604	0.04464177588710724	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Snx30	578.1534097639028	0.296815363243711	0.13172910450062075	2.2532253928919124	0.024244941107856542	0.04468069826246174	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dis3l	57.28784234577427	-0.36246000260941297	0.1608732337807358	-2.253078365437922	0.024254208307880512	0.044687137980276646	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Sri	580.1532067820244	-0.29610221283234417	0.13142316502685225	-2.2530442998526543	0.024256355913611704	0.044687137980276646	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Stk11	336.4956233898596	0.266475842052079	0.11827826789599204	2.252956919240688	0.024261865426434517	0.04468999175185881	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Guf1	16.964044720895863	-0.6472942802246111	0.28734376066093514	-2.252682566469284	0.024279170937827575	0.0447107836076122	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Vash1	26.084529551284128	0.7443271061634883	0.3304225382900889	2.252652346342122	0.024281077804630236	0.0447107836076122	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Trim32	2.0930572527545586	-2.4878454476546215	1.1045494530003428	-2.2523622105798546	0.024299391755299393	0.04473720616198374	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Rad17	43.92404341262074	-0.3048076826630121	0.1354103628643379	-2.2509922890346763	0.02438602576826296	0.04488938250719074	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Eif2b5	168.7523637725171	-0.37125734251486864	0.16496188127381958	-2.2505644312980406	0.024413138347925266	0.044931961037023106	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ankrd23	24.4950797440281	-0.5660487126781665	0.25154033109577817	-2.2503298386080046	0.02442801515279027	0.044952009619061546	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Klhdc8b	113.85148941797088	-0.578476413878891	0.25717957030866645	-2.2493093568225686	0.024492820935964256	0.045063915121705635	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Arl4d	21.998448127144457	0.6149798933282355	0.27348270900294286	2.248697534006137	0.02453174618777653	0.04512817476082008	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Rab34	97.05373441548808	0.683745052033505	0.3040816110104866	2.2485577137051056	0.024540649323911205	0.045137194290303835	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Sdhaf1	82.15252601973236	0.7608266820179042	0.3383790843290151	2.24844476876157	0.024547843200628347	0.045143067580816536	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Zfhx2	22.87568226604961	0.595082544783121	0.26467954095354035	2.2483133476779633	0.024556216190238633	0.045151106972568474	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Pik3cb	400.20609549433266	0.39108425172672107	0.1739831301725841	2.2478285759014773	0.02458712296409926	0.04520056948955622	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Aldoa	106.4445615294668	-0.6225342762752807	0.27696650730594835	-2.2476879328503223	0.024596096010093278	0.04520969984979517	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Lilrb4a	2361.409031798826	0.573941225549668	0.25537413841723455	2.24745242062042	0.02461112807606415	0.04522996241210226	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Msantd2	44.65186139672721	0.42946414609406175	0.19117623857245658	2.246430567422703	0.02467644223899773	0.04534261101202579	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Edem2	496.57233848652385	-0.20989123162135626	0.09350457178712542	-2.244716248732728	0.024786354255108695	0.04553715750808312	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Rdh11	33.2297055005874	-0.523185995393616	0.23309903844429242	-2.2444794233617165	0.024801571388234092	0.045557696816674834	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Surf6	20.52958054104318	0.4671627540070515	0.20820031881774617	2.243813826317889	0.024844382433365047	0.045628908101902864	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Zbtb48	59.14116225952635	-0.3088058788735468	0.13765821624743146	-2.2432796769535996	0.024878785069393387	0.045684655935400324	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Esr1	79.81022180338688	-0.317125088210489	0.1414041011432161	-2.242686638128693	0.024917028884582297	0.045747437997661344	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Crnkl1	221.29176682173505	-0.21463222882820643	0.09572397055250202	-2.2421993946697647	0.024948488266792822	0.045797745502275944	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Myg1	71.6550401295175	-0.2623803713752563	0.11706622680710835	-2.2412986096116696	0.02500673896967543	0.045897209260542866	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Dut	2.3549048469193306	2.8271549952582657	1.2616034307409807	2.2409220888039165	0.02503112216513712	0.0459344905694271	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
H2bc21	17.48910763248814	-0.7018326006613546	0.3135495844118525	-2.238346454765145	0.025198470910940504	0.04623407248114677	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
G6pc3	25.48817630785665	-0.46232512213560484	0.2065933603337392	-2.237850826322522	0.0252307846489242	0.04628583547040493	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cep135	90.7664203268019	0.3268294399947513	0.14605167679193856	2.2377657495870045	0.025236335045064125	0.046288492303072755	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Rgp1	81.40763149537491	-0.2692309113719082	0.1203256606341594	-2.237518663541631	0.025252460901491545	0.04631054263163182	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Unc119	28.69160693636463	-0.9869305000130336	0.4412183811374074	-2.2368299740116147	0.025297454706783188	0.046385518185138364	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Rsbn1l	74.0224639640363	0.3070046879206369	0.137273222627298	2.236449921148615	0.025322314204964474	0.04642355702499092	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Trim36	50.27321995868658	0.45756970979698947	0.2046282940001254	2.2361018647631843	0.02534509933716062	0.046457781176172906	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dnajc7	385.16007222045073	-0.36990978338714203	0.16545794959244461	-2.2356724732676936	0.02537323342809389	0.0465017973043059	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ankrd24	14.001389661155558	-0.5660403999393754	0.25319986443509834	-2.23554780016269	0.025381407175316343	0.046509223541128554	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Polg2	190.54435207788677	-0.5212346817825794	0.23319565259812444	-2.2351818139630772	0.025405414917901797	0.04654565707640913	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Uba1	231.20547716623858	0.304487993612809	0.13628923891970307	2.234130853076396	0.025474464478860766	0.04666458720445858	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Bicra	145.86448590770118	0.3168473735906252	0.14187560015345746	2.2332760055140723	0.02553074882355856	0.04676009896527102	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Krcc1	394.1130466725828	-0.33571688673751415	0.1503510665455981	-2.2328866329371784	0.02555642129454273	0.04679952253937361	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Slc25a45	655.8962341093059	-0.3395524083327922	0.15210698336467238	-2.232326227381188	0.02559340967021433	0.046859651909573016	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ogg1	40.21396849710442	-0.40106353382232646	0.17967926641258292	-2.2321080324392955	0.025607823683666795	0.04687843647736796	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Dhx34	209.77415252399535	0.376156365470239	0.168546726367659	2.231763105559886	0.025630623966157735	0.04691256461218555	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Atpsckmt	5.487030641688698	-0.954684780145653	0.42791241253869705	-2.2310284819310278	0.025679242433302732	0.046988819688963075	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Lck	2.023989976114967	3.0309644145278978	1.3585629118958136	2.2310077715122687	0.025680614234476717	0.046988819688963075	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ube4a	192.2276486278696	-0.28533327870619496	0.127943164905783	-2.2301564832815695	0.02573705610236595	0.04707615183082736	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Clptm1l	334.46764898910686	-0.2641877562392871	0.11846234826631404	-2.230141138561336	0.02573807446720716	0.04707615183082736	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Parp12	148.9015537133176	-0.2467090478007829	0.1106269398906271	-2.230099178777749	0.025740859340323007	0.04707615183082736	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cers6	368.6908438939793	0.410491260552023	0.18407792712050122	2.2299863268413866	0.025748350622526752	0.04708222142676906	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
BC024978	75.96961286274838	0.27640216266705997	0.12395595275191011	2.2298417827521457	0.02575794843189658	0.04709214032817904	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dusp9	2.810074117043	-1.592943054193571	0.7144480615600786	-2.229613515523016	0.025773111806604913	0.04711222964939735	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ano10	231.42167833336327	-0.1878645846284317	0.08426344825832044	-2.2294908232631148	0.025781265218524283	0.047119500603470685	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cul4b	128.0854626931695	0.1853629976152558	0.08314504187691725	2.2293932798741705	0.02578774897478384	0.04712371812655236	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Tox2	4.160494741482225	1.3962046209260401	0.6263561498431297	2.229090624041479	0.025807875631003358	0.047148170660780704	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Zfp94	1.9035885274564854	-1.9129059759336422	0.8581646437646654	-2.2290664033208745	0.025809486899294787	0.047148170660780704	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Aph1a	235.92982376053334	-0.17409301658476908	0.07811833543899915	-2.228580724440991	0.025841814750057892	0.04719958524435954	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Zfp763	1.9004697017567194	-2.1601575955949976	0.9693695377070909	-2.228414976505813	0.025852855307015712	0.04721210863964481	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Rab2a	467.9569034408528	-0.2902293657177479	0.13026121630653406	-2.2280566230455934	0.025876739362392178	0.04724807879696332	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Lax1	1.6530279957304328	3.1163694865379523	1.3987352228462033	2.227990999037428	0.025881115231721468	0.04724842327693659	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Scyl2	381.38530205477383	0.3177901633491311	0.14264987207582414	2.22776339526062	0.0258962970196866	0.04726629625276255	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dbr1	83.65365778968668	0.3004458595450774	0.13486705805883165	2.2277186428580436	0.02589928303179997	0.04726629625276255	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Hsf4	4.966711106910973	-1.4224227691071536	0.6386560319797586	-2.2272126119247795	0.025933067626800182	0.04732029998396075	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Tceal9	676.4576924874586	-0.39397169963942913	0.17696424755077356	-2.2262785002738648	0.025995532656612277	0.047426611236412765	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Sh3glb1	2308.6169560861713	0.34043465476240165	0.15294011815167766	2.2259342994934603	0.026018582499797004	0.04746099012733744	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ajuba	11.163349370292366	-0.8017137273542974	0.3602144806544421	-2.225656575209675	0.026037193537548266	0.0474872623044601	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ankrd13c	236.5738629309919	0.3026287125129213	0.13602894025636542	2.224737706127648	0.026098851432617212	0.047592023200654913	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Msn	5403.054462988079	0.4278047163730283	0.19235196627211382	2.2240724889072747	0.026143567520095466	0.04766586135025969	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Nsd1	1151.9743010586728	-0.23081280856921643	0.10379051702693443	-2.223833305593022	0.026159661667253534	0.04768749955626638	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Nhlrc2	183.3175074117688	0.22938003822292938	0.10325597512202392	2.221469875732198	0.0263191528581923	0.04797049278821546	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Atg9a	84.31571265421371	-0.3135731646624008	0.14117598440797907	-2.2211508988399737	0.026340742581046857	0.048002089677734616	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ndor1	84.77260821652419	-0.3701097299143139	0.16664314451697088	-2.2209718316772524	0.02635286931950682	0.048016434264704505	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cd37	1183.237887916651	-0.1859008972314658	0.083728711724104593	-2.2202765742297568	0.026399999096358606	0.04809454146001138	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
St3gal4	147.6129363489824	0.4985648433159192	0.22470109849050876	2.218791303937387	0.026500925906755558	0.048268825145437476	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Znhit6	17.516368230888983	-0.6744321157206696	0.30397037962532464	-2.2187428806450744	0.026504221960397964	0.048268825145437476	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Arl6ip5	871.6770482293293	0.23055751758681128	0.10394603716645773	2.2180500947582993	0.026551416973066528	0.048346972587394337	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dnajc27	11.754113019457437	1.6554163895453435	0.7464975156500746	2.2175778952241423	0.02658362645450075	0.048397812344721916	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Pex26	20.671587905352133	-0.8718716978113357	0.3932972079993884	-2.2168265629098785	0.02663494560192908	0.04848342090210803	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Epn2	19.012015903314644	-0.8271689587754087	0.37321064057086145	-2.216359526915349	0.026666889227565535	0.04853173660478636	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Eif2s1	240.74775664377472	0.3487436954761784	0.1573531060233646	2.216312752189303	0.026670090277054255	0.04853173660478636	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Gstcd	66.72140905798292	0.4992993153895341	0.22545158212921465	2.21466316924477	0.026783192655502337	0.048729691377731116	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cutc	45.96698476320788	-0.6198992217146335	0.28003868023272627	-2.2136199942074644	0.026854930728746357	0.04885233569936706	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ttll12	29.771486794915884	-0.535885255573453	0.24220358717460913	-2.212540540066912	0.02692933828276033	0.04897979580636163	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Tob1	396.04400669244575	-0.663667280665802	0.30012925656160877	-2.21127153103639	0.02701703954898626	0.04913138989053359	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Masp1	15.648406712897678	0.6022861018482673	0.27239532939798977	2.2110735275063496	0.02703074579353728	0.049148394381932754	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Golga3	94.53198578262574	-0.2580245064949062	0.11675690103707491	-2.2099293849275194	0.027110063493903724	0.049284671574868634	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Trim12a	62.71533458376781	0.3142043735886061	0.14219407209118265	2.209686866461782	0.027126901869371958	0.04930733902931591	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Zfp707	28.619993410014835	-0.60585940116643755	0.27428828682482675	-2.2088416832519266	0.027185654613766843	0.049406172759179426	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ppp1r9b	173.8942811142143	-0.8500873971281425	0.3849439928801139	-2.2083404673180387	0.027220548388295376	0.04946162125821659	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Mcm9	161.6742785050952	-0.24073403622090264	0.1090610944796897	-2.207331930505559	0.027290878098506038	0.049581431084131725	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Tfe3	693.1124389413218	0.19075030224137543	0.08642727282486813	2.2070614518625646	0.027309766407968578	0.04960775984345097	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ift80	3.352740813728594	-1.1637265654403295	0.5272902676010728	-2.206994205932812	0.027314464137069075	0.04960830731091058	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Paxbp1	393.7826329657573	0.22755762647680283	0.10312665126043584	2.20658407594492	0.02734313047876364	0.04965212630317374	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Fcrls	6015.6473670893865	-0.2653522036071926	0.12025806486041406	-2.206523145996006	0.02734739143692173	0.04965212630317374	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cryz	9.147829571622458	-0.6503120667798123	0.2947701180319755	-2.206166863593918	0.027372318478177133	0.04968938894912336	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Rbfox1	5.428102324813778	-1.7054812476854342	0.7733321424745643	-2.205367078404515	0.027428346276352888	0.04978308820691105	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Itm2c	4453.659097400437	0.1992422754414185	0.09035471414473414	2.2051121220112933	0.02744622766325944	0.04980753183535212	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Map2k4	77.88767240313427	-0.49892937845954854	0.22627832030624048	-2.2049367247569616	0.027458535001932044	0.04982185382887944	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
