pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction
HALLMARK_NOTCH_SIGNALING	0.19787234042553192	0.25417201540436457	0.1429011493869481	0.4360901865629716	1.1979548037714942	25	Hes1;Fzd5;Cul1;Ppard;Arrb1	Enriched in Kdm6b-high
HALLMARK_ESTROGEN_RESPONSE_LATE	0.20121951219512196	0.25417201540436457	0.13802224249664274	0.30736530578055177	1.121567555969904	117	Sult2b1;Aff1;Car2;Klf4;Myb;Jak1;Il17rb;Itpk1;Elovl5;Pdcd4;Btg3;Bcl2;Cd9;Xbp1;Tob1;Slc22a5;Areg;Rabep1;Sfn;Ovol2;Cd44;Tspan13;Nrip1;Abhd2;Gla;Rbbp8;Igfbp4;Id2;Dynlt3;Ncor2;Il6st	Enriched in Kdm6b-high
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.28817204301075267	0.35467328370554174	0.11623414877971643	0.3364627593786418	1.093589175809028	59	Pnrc1;Antxr2;Stx5a;Tnfrsf12a;Cpeb2;Errfi1;Ctnnb1;Chka;Nfil3;Mvk;Cd9	Enriched in Kdm6b-high
HALLMARK_HEDGEHOG_SIGNALING	0.3445692883895131	0.4134831460674157	0.09624060232812902	-0.41804210148606835	-1.0892309542384429	20	Thy1;Pml;Crmp1;Cdk6;Dpysl2;Myh9;L1cam;Nrp1;Adgrg1;Ptch1	Enriched in Kdm6b-low
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.3572815533980582	0.4182808430026047	0.09624060232812902	-0.2870483501382641	-1.0388491789031968	104	Ifit1bl1;H2ax;Ddit4;Bag3;Cks1b;Nhp2;Khsrp;Mthfd2;Lsm4;Aldh18a1;Eif4ebp1;Banf1;Edem1;Nfyb;Psat1;Exosc4;Dkc1;Eif4e;Eif2s1;Chac1	Enriched in Kdm6b-low
HALLMARK_APICAL_JUNCTION	0.39923224568138194	0.45626542363586503	0.08916471178206781	-0.28003711738169196	-1.0198489309902714	107	Plcg1;Thy1;Rac2;Cnn2;Tubg1;Cap1;Hadh;Pfn1;Cdh1;Arpc2;Fyb;Ywhah;Cd86;Insig1;Vasp;Gnai2;Tial1;Nf2;Myh9;Actg1;Map4k2;Sympk;Cercam;Arhgef6;Itgb1;Actn4;Rhof	Enriched in Kdm6b-low
HALLMARK_KRAS_SIGNALING_DN	0.4873417721518987	0.5440094200765381	0.0833634065110386	0.3087096352031444	0.9860059753711379	52	Skil;Nr4a2;Mfsd6;Mthfr;Zbtb16;Il5	Enriched in Kdm6b-high
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.5574712643678161	0.6081504702194357	0.07130529873400379	-0.26790199662165415	-0.9540210252233761	91	Plcg1;Cfl1;Raf1;Lck;Actr3;Cdk1;Sla;Tiam1;Actr2;Cdk2;Pfn1;Csnk2b;Stat2	Enriched in Kdm6b-low
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.651031894934334	0.6944340212632896	0.06266182309324915	-0.290435062604931	-0.8962577654729792	42	Lsp1;Txn1;Glrx;Prdx4;Prdx1;Ptpa;Ndufs2;Gsr;Lamtor5;Cat;Atox1	Enriched in Kdm6b-low
HALLMARK_PEROXISOME	0.7307692307692307	0.7625418060200668	0.058345277674361214	-0.2598870484088807	-0.8945042062277203	79	Top2a;Acsl5;Fdps;Smarcc1;Ech1;Prdx1;Fis1;Ywhah;Atxn1;Idi1;Ercc1;Idh2;Slc25a19;Aldh9a1;Cat;Msh2;Eci2;Ctbp1;Hsd17b4	Enriched in Kdm6b-low
HALLMARK_ADIPOGENESIS	0.8217054263565892	0.8391885205343889	0.053238649475589886	-0.2306106106650395	-0.8801964186030382	159	Ucp2;Tkt;Cdkn2c;Ak2;Hadh;Ndufb7;Uqcr10;Ech1;Taldo1;Idh3a;Tank;Dnajc15;Ndufab1;Rtn3;Nmt1;Sdhb;Ubc;Aifm1;Atp5o;Dhcr7;Prdx3;Pqlc3;Etfb;Ddt;Scarb1;Cox7b;Reep5;Cat;Esyt1;Samm50;Mdh2;Slc1a5;Pfkl;Ndufs3;Uqcrc1;Cyc1;Slc25a1;Slc19a1;Acaa2;Slc25a10;Coq3;Acadl;Ptcd3;Cmpk1;Phyh;Uqcrq;Sdhc;Aldoa	Enriched in Kdm6b-low
HALLMARK_BILE_ACID_METABOLISM	0.981203007518797	0.981203007518797	0.043712583357955095	-0.2122098983549392	-0.6993991601685934	61	Lck;Acsl5;Atxn1;Idi1;Idh2;Slc29a1;Abca3;Aldh9a1;Abca2;Cat;Pex16;Gclm;Hsd17b4;Dhcr24;Pex26;Phyh	Enriched in Kdm6b-low
