gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	direction	significant_fdr
Prkcq	62.069287897560756	-0.42410384764692294	0.14400617211621744	-2.9450393786223135	0.0032291356191248826	0.010823154972752535	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Spryd3	6.965286699791279	0.7116233213766285	0.24169859119373335	2.9442592853436507	0.0032372866344417446	0.010846377273703611	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dnajb13	3.8104803965607896	-1.2507302308337882	0.4249265633052286	-2.9434032579774905	0.003246252637159609	0.01087231158810119	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Limd2	191.38048253032673	-0.25509793661586344	0.08669158907723673	-2.94259154009263	0.0032547754365998844	0.010896742518307235	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Fbxo22	14.986584929852057	0.4932122658918752	0.1677635680133837	2.9399247508405884	0.003282919647338597	0.010986821241489262	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Prpf31	4.122957598620983	-1.10182181988547	0.37485942475232525	-2.9392933647418857	0.003289615414951418	0.011005078416835965	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Supt6	20.079728578641387	0.4460283928131127	0.15186574201645606	2.9369914958488885	0.003314131918285386	0.011082916840945324	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Prpf4b	43.15974478512912	0.3686146584883907	0.12555212091922993	2.9359492758033734	0.0033252869224930067	0.011115357284811325	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Golph3l	2.3003543662034573	-1.9089546556751733	0.650221867875234	-2.9358512070859293	0.003326338321818538	0.011115357284811325	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Pfkfb1	1.4824658868784513	-2.3293186096258918	0.793448982088984	-2.935687942397111	0.0033280893618224784	0.011117021392352796	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Fancl	6.910428871150794	-0.8086018523518896	0.27555310257044113	-2.9344683286415996	0.0033411964973969043	0.011156603434288797	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Spata24	4.626534231173679	-0.9375077850692309	0.3197420833679007	-2.932075049972444	0.0033670536845007855	0.011234710246779607	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Gclc	9.830372610207062	0.7133676439329406	0.2432983927208654	2.9320688721169748	0.0033671206657108856	0.011234710246779607	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Nudt18	12.808387798158014	0.5591944715553692	0.1907930763114284	2.9308949903538704	0.0033798701039280026	0.011273010361672645	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
St6gal1	9.843263844402472	-0.8332058792932913	0.28433648041761606	-2.9303516666926783	0.0033857859669889244	0.011288497970359166	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Arl4d	3.497960416722489	1.4472100201635882	0.49391251304990785	2.930093856555834	0.003388596374128281	0.011289184392552103	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Tmem94	8.69112714578236	-0.7437197606533373	0.25382420875994277	-2.9300584222709785	0.0033889828118362727	0.011289184392552103	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Sf3b3	46.837151597731136	-0.335167956067126	0.11439247089494245	-2.929982659216644	0.0033898091999277277	0.011289184392552103	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Itgb2	94.89452655314238	-0.31680703738663746	0.10813094500007805	-2.929846191452491	0.0033912981895886356	0.011289905267553612	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Fbxo33	14.10157369465956	0.49612101945014775	0.1694373491281496	2.928049937059151	0.0034109525686779932	0.01135107696523299	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Sf3a1	31.438211657986923	-0.38295969426870785	0.1308004838254364	-2.927815578876588	0.003413524518217063	0.011355376650026915	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Recql	7.553193545665525	-0.9239790108502882	0.31568211246979894	-2.9269286232956406	0.003423274350562979	0.011383541993326366	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Shoc2	20.631728188361187	0.4385928335965755	0.14996057753602302	2.924720888669679	0.0034476529858094586	0.011460313709292437	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Adss	22.154417080387518	-0.43943322708181226	0.15028080926655785	-2.924080787337095	0.0034547507167108304	0.011479606126838383	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Slc25a45	13.186413055185113	-0.6180711424004304	0.21160184166607718	-2.920915704390658	0.0034900424353906598	0.011592533315906378	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Tpgs1	5.560750533073325	-0.8125634285597488	0.27819943652008894	-2.920794659844946	0.003491398612481193	0.011592697788148632	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Zfp688	9.110380183310534	-0.6614495377339513	0.22650173586230474	-2.920284629235957	0.0034971182393059874	0.011607344937943404	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Spacdr	31.268987280969256	-0.36612462587932965	0.12542070860580762	-2.9191720406399955	0.0035096247192840774	0.011643662800653027	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Irgm2	3.4457740145904237	-1.1830019896258515	0.4052656488670474	-2.919077876284428	0.0035106850757153796	0.011643662800653027	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Apeh	32.33697037933658	-0.40543674162072296	0.13899823675125095	-2.916848091722819	0.003535879342667286	0.0117228406308461	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Trgc4	5.436608024681886	1.187613543017512	0.4073736250323746	2.9152931609726345	0.0035535456934468876	0.011777010605999547	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cep78	6.4689590383443445	-0.9118532708559471	0.31305577655345246	-2.9127501843118155	0.0035826108503407917	0.011868903459381443	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Psme1	78.10679248679757	-0.3566433397949836	0.12247522406430573	-2.911963154341548	0.0035916499943902027	0.011894407894822651	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Srsf7	154.60166898190076	-0.20663446218070297	0.07097178573716184	-2.911501521829487	0.003596961552680589	0.011907553319172457	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Lsm12	15.87247744534192	-0.5415864582933275	0.18603060705308136	-2.911276089846834	0.0035995579757575986	0.011911703976471994	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Hmgxb4	6.617212661060592	-0.9578481913911103	0.3291912258670052	-2.9097014626328024	0.0036177414067539216	0.011967413035317223	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Phldb3	7.483792435405625	0.7140162276870137	0.24543141464681428	2.909229157622352	0.0036232117398342888	0.01198104157875878	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ints11	13.304446153883813	-0.6694991547808345	0.23017754823772588	-2.908620584008394	0.0036302714548997633	0.01199991369145704	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Hspb1	2.4443371910889518	-2.419491848957645	0.8319563468543721	-2.9081956740948565	0.003635208006146526	0.012011756212488633	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
G3bp2	56.30007886010144	0.28192880799959236	0.09699312150648241	2.90668867668879	0.003652765376560764	0.012065277148491102	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dgcr8	6.132580458496568	-0.888614828754062	0.30581528550942283	-2.905724046048973	0.0036640443078759526	0.012098027949190715	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ccnf	1.6040197009735115	-2.3731469676029153	0.8170042364983408	-2.904693588584268	0.003676127893402078	0.012133410219591977	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cdadc1	9.746158292868406	0.5736139176303455	0.19749850998912408	2.9043961782898187	0.003679622185587305	0.012140426935861127	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Slc25a32	5.6204420177977035	-0.9302384863349593	0.3203450229183526	-2.9038643330883036	0.003685878397876554	0.012156547637903638	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Plekha5	6.042885130167386	1.0947106344975588	0.3770619141131491	2.903264937463445	0.003692940811164843	0.012175314335434591	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Calm3	30.218931256937566	-1.4111649111559776	0.4861324012758095	-2.902840681782383	0.003697947061456996	0.012187290612647277	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Rnf20	36.29907909991195	0.3279739211691218	0.11300451231068445	2.9023081863087	0.0037042392815217584	0.012203494580639079	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Hlf	12.449026820655947	2.7128767438960484	0.9350288924379586	2.9013827977257445	0.0037151972731742657	0.012235052044395726	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Bscl2	19.128991864278717	-0.4572247269235192	0.15767536447440064	-2.89978544490856	0.0037341816878413586	0.012293009252144167	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Rer1	45.43985394426206	-0.3527724764856166	0.12169239738467819	-2.8988867346452065	0.00374490151155277	0.012323726339204812	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Gabbr1	26.52234921626616	0.4889064896046716	0.16868122358050075	2.898404927513155	0.003750660021692403	0.012338100004618094	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Tcf25	31.45904411200543	0.35901665164510477	0.12390235506248601	2.897577301610181	0.003760570512293262	0.012366116228712313	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Slc28a2	18.154103002147057	-0.4524819511418492	0.15619141576464904	-2.8969706749035047	0.0037678497351083056	0.012385462337858795	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Lpin2	19.460889355257315	0.46839909125280066	0.16183477296279877	2.8943043740078798	0.0037999961154169554	0.01248650575406638	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Prps2	10.037813355694073	-0.7706069863201347	0.26631137476832095	-2.8936315130757313	0.00380814778062949	0.012508658685577502	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Rnf122	3.917436492402891	1.25439180516587	0.43362138089895025	2.892827384492347	0.0038179105851763656	0.01253608538552358	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Hint1	7.757439422701918	-0.812857109135232	0.28123645848745493	-2.8902977711600326	0.0038487707218644207	0.0126327391211177	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ccdc25	23.77735548571604	-0.4407852772349528	0.15257762160598495	-2.8889248147623685	0.0038656148844166353	0.01268333404384038	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cry1	7.094210406379881	0.7049729835871145	0.24405279252527162	2.888608551832549	0.003869504444751213	0.0126914023784964	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cnnm4	4.848490516298796	0.9273009795969297	0.3210564587101967	2.8882800966603908	0.0038735477146262416	0.012699968708116785	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Irf3	12.006331787099667	-0.6250490770081332	0.21646648989424422	-2.887509643240873	0.0038830470291157946	0.012723867571658757	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Glrx3	19.47403770796493	-0.479346715604764	0.16601003199689082	-2.887456317180528	0.003883705295767799	0.012723867571658757	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Csrnp1	4.796382429829006	0.9919442243063329	0.34365519171932535	2.8864520257749717	0.003896121398830433	0.012759833536516649	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Tmem30a	42.609950991360805	0.34499033916418165	0.11953702166775579	2.8860543315447202	0.0039010480694752206	0.012771254048850243	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dph3	23.624120557584984	0.41936438218233885	0.14531422866818391	2.885914105080044	0.0039027865559971117	0.012772232506383761	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Krtcap2	11.370788510706339	-0.600155557117835	0.20798696147252324	-2.885544136367031	0.003907376697502638	0.012782539107759366	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Sec23ip	14.584169677918528	-0.5349507139186072	0.18540710596969615	-2.885276220243911	0.003910703749676347	0.012788707580954128	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Pds5b	17.962812744518633	-0.5103995232477148	0.17700133521478859	-2.8835913730727074	0.003931685656543446	0.012848607573212363	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Usp22	15.390148941367547	0.5012738773859898	0.1738377727688049	2.883572824259879	0.003931917218357931	0.012848607573212363	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Fbxo21	12.31094332512866	0.5460193682730122	0.18943249596844183	2.8823954701202656	0.003946640576448754	0.012891971721006385	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Jade2	25.203405181312625	0.4618378678197447	0.1602354535239622	2.8822452064310458	0.0039485232917930956	0.01289337454721691	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Fam8a1	12.958105244421592	0.5467415578971405	0.18976969204578012	2.8810794389930523	0.00396315740148408	0.012936398994101088	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dnaja3	5.9930043846891365	-0.8221688981639885	0.2854526234257772	-2.880228909081185	0.003973865327464636	0.012966580796346544	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Coro1c	17.984167769212974	0.43964607302896447	0.1527550360024034	2.8781118091716937	0.004000633176225018	0.01304912409539278	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Tcf20	7.413727642899457	0.7308506925593016	0.2539919619790031	2.8774559905943766	0.004008958258197491	0.013071472865390716	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cpm	3.6127698678405085	-1.2013337161371993	0.4177197424122055	-2.8759323397066643	0.004028360513749805	0.013128371871369284	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Haus1	2.792009234932803	-1.5138636981864253	0.5264050362079256	-2.875853371563227	0.004029368418140054	0.013128371871369284	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Rbbp8	26.573223397140165	0.4835311087160334	0.16821893318958253	2.8744154985877506	0.004047760688066662	0.013183455515612123	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Lypla2	23.130433249522014	-0.38375835494154087	0.13364748654966588	-2.8714221632513017	0.004086294018514913	0.013304073589821766	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Usp48	43.17856807835733	0.30411659848824174	0.10591709440274788	2.8712702156636185	0.00408825889586866	0.013305588013259996	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Arid5b	19.720355787697592	0.47405636800550455	0.16516663804011394	2.87017023310949	0.004102508673586418	0.01334706892264712	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Fam193b	57.93874009997887	0.3079828825109529	0.10732726817036597	2.869567890445848	0.004110330835946362	0.013367615533913536	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Tbc1d20	9.831153870975305	0.5741278649332894	0.2001687691004785	2.868218990971039	0.004127897073582455	0.013419825150906393	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cry2	6.140967516884095	1.1860596496245972	0.4136636059884053	2.8672081189995757	0.004141105922977169	0.01345783580536756	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cisd1	3.9150822914762666	-1.2450286927206609	0.43441117812604135	-2.866014401589419	0.004156753351754137	0.013503740657913843	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Tcf3	9.431516783813493	-0.6221527043821148	0.21714752952309546	-2.8651152778412965	0.004168574600352988	0.01353718662310824	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Plaat3	85.868051027914575	-0.30121943746236646	0.10519784890100148	-2.863361186651592	0.004191724383345613	0.013607383362254767	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cc2d1b	13.958719367347438	-0.5078560336337996	0.17737392378716893	-2.8631944470212902	0.004193931003986072	0.01360956688638055	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Raly	85.3926419370579	-0.31073468724477354	0.10853523886329552	-2.8629843219505537	0.004196713285215099	0.013613616185165763	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Trpv2	16.51312688318249	-0.5292781478755348	0.18492742679254356	-2.8620857222508858	0.004208630609639938	0.013647284637692079	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Prdm11	6.177654319215113	0.7282477371530196	0.25447014712974986	2.861819924133179	0.0042121615306704545	0.013653743916736672	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Shkbp1	10.091199047148653	-0.6815414725486754	0.23821597666743852	-2.8610233540302863	0.004222759443493444	0.013683097802291391	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Kpna4	26.966399558707394	0.3697172541887057	0.1292840484436609	2.859728316365497	0.004240040817049504	0.013734078907945674	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ptbp1	120.03863670025105	0.2136677334883712	0.07474776685829153	2.8585166148635213	0.004256268186685552	0.013781609982581832	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Sike1	19.27358893034749	0.4251693981648506	0.14881985620337237	2.8569399877918706	0.004277467036939493	0.01384519793933863	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ccm2	36.73133746705111	0.3541468186649037	0.12397623269778307	2.856570255108555	0.0042824521896810625	0.01385627856559095	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Noct	4.5804642523536465	-1.2344103578794423	0.4323297233401452	-2.855252117162997	0.0043002677132217785	0.01390884985479534	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Efnb1	2.3487199320693573	1.9532905306906967	0.6841616602543308	2.855013141140617	0.004303504822461157	0.013914247370581409	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Ints1	29.425502450714852	-0.3554797234582554	0.12453680927964882	-2.854414895599434	0.004311618197703213	0.01393421287735269	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Trbv26	10.67791820936776	-2.052183239368808	0.7189728967831751	-2.854326287612059	0.004312821073175213	0.01393421287735269	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Plekhg2	9.177102284833856	-0.7013839082227482	0.24581257150426764	-2.8533280618260455	0.0043263932742416715	0.013971888332191285	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Vps18	10.547666894789655	0.65791731910548	0.23058627560385647	2.8532371121504707	0.004327631778275659	0.013971888332191285	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Cenpt	6.643168193838918	-0.7977174882682277	0.27970701354004945	-2.8519752800335403	0.004344847931271027	0.014022368441701185	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ets2	36.85585085323398	0.5017873511121468	0.1759997825399916	2.8510680176444425	0.004357264760355417	0.014057328346863004	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Mgst2	9.936607045140583	-0.7656108720567619	0.2685772595703587	-2.850616888717625	0.0043634508955489966	0.014072168791461542	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Paip2	94.08834520047884	0.26768629920923576	0.09391748597949218	2.850228542826282	0.004368782489668861	0.014081635634738689	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Id3	9.125988643746009	-1.307494233006039	0.45874223821317306	-2.850171891951356	0.00436956074193368	0.014081635634738689	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Arhgap39	8.55498511790579	-0.7077093761988911	0.2483173972066482	-2.8500193065810033	0.0043716575378737865	0.014083277297028409	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
BC005537	94.75024578939842	0.24824766105723772	0.0871083357071447	2.8498726217412536	0.004373674109777497	0.014084659419944086	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Vipas39	8.083368304082482	-0.7606411129606891	0.26713259406118994	-2.847429066579779	0.004407391505331187	0.014188090506276592	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cnot7	29.768358468058462	0.3905387029109731	0.1372768303763272	2.844898894011176	0.00444255219291041	0.014296091061117575	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Eri1	26.385637925530585	-0.45657962743609837	0.16050643297294745	-2.844618866541334	0.004446459192972673	0.014300652127361538	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Snx13	13.105564329501926	0.5895982687184358	0.2072717637901631	2.844566273461786	0.004447193329507494	0.014300652127361538	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Smim14	16.892188057645	0.4584052576139616	0.1613329406215574	2.8413618189062455	0.004492131455382379	0.014439924011649445	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
L3mbtl3	9.619862217895763	-0.7512107902192612	0.26447325284337025	-2.8404036406061555	0.004505648283729459	0.014478128059850692	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cd55	7.581921764672774	0.9491232281627612	0.3341830648173245	2.8401296417626165	0.004509520299563081	0.014482237020513258	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
S1pr4	34.77948109446925	0.4165359197548228	0.14666333490640804	2.8400821515522723	0.004510191714120619	0.014482237020513258	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Nabp2	14.21039842013837	-0.5827130709374273	0.2052137414893816	-2.8395421608137226	0.004517832452007456	0.014501522979091951	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Klhl7	4.1757064074952295	1.0981852843213977	0.38684235422105334	2.838844486231882	0.004527721740543294	0.01452800986694398	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Acat1	23.71052111958099	-0.4955697649885978	0.1746100980466278	-2.8381506598562303	0.004537575926181856	0.014554365009792274	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Mcts2	17.089452019023017	0.501093288901721	0.1765708460820604	2.837916337948794	0.004540908308422613	0.014559789849051472	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Taf6l	2.8097269344869793	-1.4610412152148442	0.514998140779506	-2.8369834753255585	0.004554196899650875	0.014596984468091021	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Prrc2c	129.99448766290712	0.3087390204393546	0.10883082191026726	2.836871164070734	0.0045557991424869295	0.014596984468091021	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Prr14	16.453123058770387	0.4896613297866604	0.17272443514299202	2.8349279555106857	0.004583602099476249	0.014679907406160521	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Hsdl1	2.6531650679639642	1.3104354798050684	0.46226224559833706	2.834831293887918	0.004584989114345221	0.014679907406160521	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dpp4	3.112107960221901	-1.238162350288762	0.4368150106068856	-2.8345233570809083	0.00458941028933353	0.01468451442312157	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Itga5	2.3303902885368375	1.7773723580024248	0.6270495792330505	2.834500519362988	0.0045897383335568205	0.01468451442312157	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Tmem258	36.83321951060171	-0.43597724784528336	0.15382051250296164	-2.834324504261999	0.004592267352113728	0.014687309281886442	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Chd9	11.362004331854992	0.5697178917068692	0.20106438379522026	2.8335097492309456	0.004603990357620868	0.014715219581640184	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Tjp3	1.7715690789971452	-2.157596780259219	0.7614805763539914	-2.833423264175568	0.0046052363272633045	0.014715219581640184	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Med28	14.462225195524564	-0.5443269570097966	0.19211275062422406	-2.833372356812015	0.004605969880321775	0.014715219581640184	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Zfp513	11.76787017142684	0.5989504562302574	0.21141221000928842	2.8330930186290684	0.004609996906215453	0.014722783496019978	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Irak1	55.2314847837344	0.33351420408540794	0.11774211540195789	2.8325820624746654	0.00461737125974372	0.014741028361441626	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Dcaf13	17.943739673582638	-0.4521152168927717	0.1596257011450589	-2.832346004744654	0.004620781759397577	0.014746609988983922	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Ddost	58.155836024805375	-0.46952695692400614	0.16586775476957616	-2.830730768474403	0.00464417953867364	0.014815951408526623	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Marcksl1	9.767920316268059	-1.750545961779275	0.6185573120499186	-2.8300465093168325	0.00465412379958307	0.0148423387310931	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Dhdds	6.168379125306284	-0.8123135589672361	0.2870463375502417	-2.829903930842026	0.004656198302005869	0.01484361887725335	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Uevld	2.7302921381164547	-1.4032797382835642	0.496009221811289	-2.829140420331649	0.004667321555618331	0.014873430888229273	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Znhit2	5.459593688619451	-0.8410560441244528	0.2972946357422758	-2.8290320207915314	0.004668902730356011	0.014873430888229273	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Cd38	5.754187482040089	-0.9369371311790323	0.33139470933898285	-2.8272543428586894	0.004694902193771193	0.014950887388061027	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Abtb3	3.9449304931430995	0.9536253989480902	0.3373694393834686	2.826650216720308	0.004703767647959462	0.014973744733654952	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-high	TRUE
Penk	13.294691755914148	-3.5826443809476283	1.2692673927152633	-2.8226080662826325	0.004763476520053677	0.01515456499782638	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Sars2	5.283668453734333	-0.9037894263031476	0.3202004602727555	-2.822573788723711	0.004763985773099388	0.01515456499782638	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
Flnb	10.125073757507744	-0.8299477698773718	0.2940572265737729	-2.822402222681492	0.004766535427097719	0.015157240971043356	Kdm6b-high vs Kdm6b-low	Higher in Kdm6b-low	TRUE
