"gene","lineage","rho","p_val","p_adj","abs_rho","detected_frac","n_cells"
"Tnfrsf4","slingPseudotime_1",0.635302490113793,0,0,0.635302490113793,0.438576081898557,4298
"Ctla4","slingPseudotime_1",0.572343039697814,0,0,0.572343039697814,0.530711959050721,4298
"Foxp3","slingPseudotime_1",0.550257981961705,0,0,0.550257981961705,0.257328990228013,4298
"Il2ra","slingPseudotime_1",0.535134932794185,4.14642221757166e-317,1.3600264873635e-314,0.535134932794185,0.332014890646812,4298
"Tnfrsf9","slingPseudotime_1",0.502464489293755,8.66095535491173e-274,2.27263468512884e-271,0.502464489293755,0.24662633783155,4298
"S100a4","slingPseudotime_1",0.486048795128102,9.67447661087534e-254,2.11548555224474e-251,0.486048795128102,0.389483480688692,4298
"S100a10","slingPseudotime_1",0.481645299892833,1.51303535947203e-248,2.83586055946758e-246,0.481645299892833,0.584457887389483,4298
"Itgav","slingPseudotime_1",0.460333796899502,1.86250860745e-224,3.054514116218e-222,0.460333796899502,0.368078175895765,4298
"Arl5a","slingPseudotime_1",0.453043944140018,1.33485803415809e-216,1.9459263786838e-214,0.453043944140018,0.325500232666356,4298
"Dusp4","slingPseudotime_1",0.45282374446525,2.2895636150678e-216,3.00390746296895e-214,0.45282374446525,0.314564913913448,4298
"Ikzf2","slingPseudotime_1",0.450359503128169,9.33799122554198e-214,1.11376768071919e-211,0.450359503128169,0.360400186133085,4298
"Lrrc32","slingPseudotime_1",0.448771608684631,4.37551821627274e-212,4.78389991645819e-210,0.448771608684631,0.237319683573755,4298
"S100a6","slingPseudotime_1",0.4453148625515,1.76862412885631e-208,1.78494989004576e-206,0.4453148625515,0.389716147045137,4298
"Icos","slingPseudotime_1",0.443350240944159,1.90058921567673e-206,1.7811236078342e-204,0.443350240944159,0.544206607724523,4298
"Tnfrsf18","slingPseudotime_1",0.440760493964774,8.63172839133272e-204,7.54988509961902e-202,0.440760493964774,0.305956258724988,4298
"S100a11","slingPseudotime_1",0.428096745901977,3.99627360875815e-191,3.27694435918168e-189,0.428096745901977,0.515355979525361,4298
"Vim","slingPseudotime_1",0.423174313731685,2.40201437480346e-186,1.85378991749538e-184,0.423174313731685,0.361563517915309,4298
"Ttc39c","slingPseudotime_1",0.422607599793734,8.42700162428577e-186,6.14234785059052e-184,0.422607599793734,0.280362959516054,4298
"Klrg1","slingPseudotime_1",0.409601229930097,1.41815426711809e-173,9.79272841294173e-172,0.409601229930097,0.109818520241973,4298
"Klf2","slingPseudotime_1",-0.406910588936385,4.1109295534843e-171,2.6967697870857e-169,0.406910588936385,0.309213587715216,4298
"Glrx","slingPseudotime_1",0.40671628954613,6.17828038858625e-171,3.85995422372627e-169,0.40671628954613,0.208003722661703,4298
"Stx11","slingPseudotime_1",0.406026245494968,2.61978297413953e-170,1.56234330094139e-168,0.406026245494968,0.242903676128432,4298
"Izumo1r","slingPseudotime_1",0.399978371221595,7.14395752549396e-165,4.0751618580209e-163,0.399978371221595,0.297347603536529,4298
"Odc1","slingPseudotime_1",0.397368440363002,1.46201335861138e-162,7.99233969374222e-161,0.397368440363002,0.466728711028385,4298
"Maf","slingPseudotime_1",0.388185900195309,1.35496612028291e-154,7.11086219924469e-153,0.388185900195309,0.27826896230805,4298
"Lamc1","slingPseudotime_1",0.386092073140338,8.1896672248612e-153,4.13263207654534e-151,0.386092073140338,0.16426244765007,4298
"Areg","slingPseudotime_1",0.385580314604182,2.22164006910998e-152,1.0795525076564e-150,0.385580314604182,0.148441135411819,4298
"Ly6a","slingPseudotime_1",0.383740384163758,7.91632478893906e-151,3.70936361538859e-149,0.383740384163758,0.42671009771987,4298
"Sdcbp2","slingPseudotime_1",0.382230384014308,1.46103753653198e-149,6.60993533768949e-148,0.382230384014308,0.231270358306189,4298
"Rab11fip1","slingPseudotime_1",0.379763560301228,1.65477258177645e-147,7.23687209096903e-146,0.379763560301228,0.257561656584458,4298
"Il1rl1","slingPseudotime_1",0.374442348316617,3.88516805091057e-143,1.64430338154667e-141,0.374442348316617,0.106095858538855,4298
"Ifi27l2a","slingPseudotime_1",0.373154680755486,4.31307313031844e-142,1.76835998343056e-140,0.373154680755486,0.334574220567706,4298
"Ass1","slingPseudotime_1",0.370337680752205,8.03869464659439e-140,3.19599011403995e-138,0.370337680752205,0.333643555141926,4298
"Neb","slingPseudotime_1",0.367252600213488,2.32133112710747e-137,8.95760717283822e-136,0.367252600213488,0.0995812005583993,4298
"Bcl2l1","slingPseudotime_1",0.367228141940402,2.42737253908452e-137,9.09917934651113e-136,0.367228141940402,0.288971614704514,4298
"Ccr8","slingPseudotime_1",0.365294386443245,8.19545656737527e-136,2.98678861566565e-134,0.365294386443245,0.140763145649139,4298
"Ncmap","slingPseudotime_1",0.363574958015681,1.8355669143321e-134,6.50882105838842e-133,0.363574958015681,0.0874825500232666,4298
"Lmnb1","slingPseudotime_1",0.360254022440732,7.04931098470497e-132,2.4338673715613e-130,0.360254022440732,0.401582131223825,4298
"Rgs16","slingPseudotime_1",0.357248963103897,1.44635103309804e-129,4.86567321903752e-128,0.357248963103897,0.28641228478362,4298
"Bhlhe40","slingPseudotime_1",0.355711843391304,2.15427725749856e-128,7.06602940459526e-127,0.355711843391304,0.535597952536063,4298
"Gm2a","slingPseudotime_1",0.355255581557304,4.78892611299424e-128,1.53245635615816e-126,0.355255581557304,0.269194974406701,4298
"Sema4b","slingPseudotime_1",0.349005212793366,2.37460580359063e-123,7.41781622454979e-122,0.349005212793366,0.184039087947883,4298
"Hopx","slingPseudotime_1",0.347314145550992,4.24307592550068e-122,1.29463153819928e-120,0.347314145550992,0.425081433224756,4298
"Ucp2","slingPseudotime_1",0.346632935836676,1.34857276945085e-121,4.02119880345344e-120,0.346632935836676,0.602605863192182,4298
"Ly6e","slingPseudotime_1",0.33563161249916,1.16998805874406e-113,3.41116518460491e-112,0.33563161249916,0.563750581665891,4298
"Jak2","slingPseudotime_1",0.332437234053099,2.0565864356484e-111,5.86574218167542e-110,0.332437234053099,0.514657980456026,4298
"Ccr2","slingPseudotime_1",0.331106111963343,1.74082467835647e-110,4.85949357022063e-109,0.331106111963343,0.134015821312238,4298
"Fam110a","slingPseudotime_1",0.330874790866118,2.52047430235937e-110,6.88929642644894e-109,0.330874790866118,0.162401116798511,4298
"Cmtm7","slingPseudotime_1",0.330676652285221,3.45973347261264e-110,9.26361288993424e-109,0.330676652285221,0.257794322940903,4298
"S1pr1","slingPseudotime_1",-0.329042519370922,4.67374484823707e-109,1.22639064817741e-107,0.329042519370922,0.223127035830619,4298
"Samsn1","slingPseudotime_1",0.328307547806081,1.49938998892837e-108,3.85725424602749e-107,0.328307547806081,0.217775709632387,4298
"Sla","slingPseudotime_1",0.326852090469985,1.49384545888351e-107,3.76908700395223e-106,0.326852090469985,0.26198231735691,4298
"Il10","slingPseudotime_1",0.324371911583001,7.29479888986912e-106,1.80580681952987e-104,0.324371911583001,0.0765472312703583,4298
"Rgs2","slingPseudotime_1",0.323909951247711,1.49900687495187e-105,3.64203151840159e-104,0.323909951247711,0.452070730572359,4298
"Itgae","slingPseudotime_1",0.321722099308478,4.4642219699154e-104,1.06491985900527e-102,0.321722099308478,0.135411819450907,4298
"Cd5","slingPseudotime_1",0.321632085307314,5.13009108037248e-104,1.20190705311584e-102,0.321632085307314,0.549092601209865,4298
"Fgl2","slingPseudotime_1",0.319375104388125,1.64927322988331e-102,3.79622189053842e-101,0.319375104388125,0.1810144253141,4298
"Rbpj","slingPseudotime_1",0.315634919419436,4.85730250740684e-100,1.09875532581341e-98,0.315634919419436,0.280362959516054,4298
"Ddit4","slingPseudotime_1",0.315247633128555,8.71044660916139e-100,1.93696711037623e-98,0.315247633128555,0.239181014425314,4298
"Actg1","slingPseudotime_1",0.311687235506373,1.79533791809387e-97,3.92580558089859e-96,0.311687235506373,0.586086551884597,4298
"N4bp1","slingPseudotime_1",0.311390489647693,2.7898482335417e-97,6.00046046296182e-96,0.311390489647693,0.263378315495579,4298
"Cd4","slingPseudotime_1",0.308787858813033,1.30356007581698e-95,2.75850132172883e-94,0.308787858813033,0.448348068869242,4298
"Nt5e","slingPseudotime_1",0.304854034245867,4.0420685891726e-93,8.41776823649912e-92,0.304854034245867,0.347836202885063,4298
"Mxi1","slingPseudotime_1",0.298110946306542,6.1435533348689e-89,1.25942843364812e-87,0.298110946306542,0.251977664029781,4298
"Dgat1","slingPseudotime_1",0.297506771347675,1.43768907516586e-88,2.90192010248864e-87,0.297506771347675,0.249185667752443,4298
"Ikzf4","slingPseudotime_1",0.29739422077225,1.68404052571528e-88,3.34766843899765e-87,0.29739422077225,0.0972545369939507,4298
"Nfkb1","slingPseudotime_1",0.295060259395651,4.40324227814642e-87,8.62246846108673e-86,0.295060259395651,0.430898092135877,4298
"Gramd3","slingPseudotime_1",-0.294327353329073,1.21937158826062e-86,2.35266988793813e-85,0.294327353329073,0.502326663564449,4298
"Got1","slingPseudotime_1",0.294193153919106,1.46890689561123e-86,2.79305195223468e-85,0.294193153919106,0.29455560725919,4298
"Ky","slingPseudotime_1",0.293207026133291,5.75201558738902e-86,1.0780920643792e-84,0.293207026133291,0.044206607724523,4298
"Gadd45b","slingPseudotime_1",0.292576761839361,1.37239772450794e-85,2.53603635852736e-84,0.292576761839361,0.327826896230805,4298
"Pdcd1","slingPseudotime_1",0.29224582421289,2.16469234656823e-85,3.944550498191e-84,0.29224582421289,0.261284318287576,4298
"Rln3","slingPseudotime_1",0.29177085919737,4.15896391605402e-85,7.47474062720942e-84,0.29177085919737,0.0635179153094463,4298
"Swap70","slingPseudotime_1",0.287096655489012,2.40355037177821e-82,4.26142984834191e-81,0.287096655489012,0.176128431828758,4298
"Nfkb2","slingPseudotime_1",0.284596469773382,6.86523013024263e-81,1.20095759078378e-79,0.284596469773382,0.370404839460214,4298
"Mmd","slingPseudotime_1",0.283703769894641,2.25342041991143e-80,3.89011525121552e-79,0.283703769894641,0.201023731968357,4298
"Map2k3","slingPseudotime_1",0.279264756404344,7.78979694508471e-78,1.32730046648716e-76,0.279264756404344,0.316658911121452,4298
"Id2","slingPseudotime_1",0.275967914604127,5.58314447267011e-76,9.39113531813229e-75,0.275967914604127,0.456258724988367,4298
"Actn1","slingPseudotime_1",-0.272059571391772,8.19088410893799e-74,1.36030885454768e-72,0.272059571391772,0.130293159609121,4298
"Tgfb1","slingPseudotime_1",0.270552889749078,5.4825625718161e-73,8.9914026177784e-72,0.270552889749078,0.307119590507213,4298
"Vamp8","slingPseudotime_1",0.270259550312557,7.92715960291774e-73,1.2840041233368e-71,0.270259550312557,0.356910190786412,4298
"Nrip1","slingPseudotime_1",0.269204283912822,2.97532567716676e-72,4.76052108346681e-71,0.269204283912822,0.264076314564914,4298
"Gpr65","slingPseudotime_1",0.268432023463111,7.80305045143092e-72,1.23344604726233e-70,0.268432023463111,0.194043741275012,4298
"Il12rb1","slingPseudotime_1",0.266163563012788,1.30097729795132e-70,2.03200263680016e-69,0.266163563012788,0.168450442066077,4298
"Smco4","slingPseudotime_1",0.265333458809752,3.61801843110883e-70,5.58451786072327e-69,0.265333458809752,0.117263843648208,4298
"Klf3","slingPseudotime_1",-0.2645287943222,9.7172328831957e-70,1.48244297008753e-68,0.2645287943222,0.128199162401117,4298
"Ccr4","slingPseudotime_1",0.263963069146958,1.94228185582316e-69,2.92905033889653e-68,0.263963069146958,0.108422522103304,4298
"Itm2c","slingPseudotime_1",0.26281321335005,7.89531127930738e-69,1.17711913618765e-67,0.26281321335005,0.363890181479758,4298
"Coq8a","slingPseudotime_1",0.262488165425572,1.17216989145619e-68,1.72796280628149e-67,0.262488165425572,0.0953932061423918,4298
"Gzmb","slingPseudotime_1",0.259784573588972,3.06954089589941e-67,4.47470850602225e-66,0.259784573588972,0.194276407631456,4298
"Syngr2","slingPseudotime_1",0.258949837198074,8.34701683715876e-67,1.20343803190685e-65,0.258949837198074,0.158678455095393,4298
"Crem","slingPseudotime_1",0.258526638801136,1.38416355522181e-66,1.97393759179458e-65,0.258526638801136,0.486970684039088,4298
"Isg20","slingPseudotime_1",0.25779073688746,3.32794861579307e-66,4.6949124558285e-65,0.25779073688746,0.157049790600279,4298
"Hilpda","slingPseudotime_1",0.255291448309436,6.41071034682364e-65,8.94771486705597e-64,0.255291448309436,0.164029781293625,4298
"Ubash3b","slingPseudotime_1",0.254767964928339,1.18631657223429e-64,1.63836562396988e-63,0.254767964928339,0.166589111214518,4298
"Rgs1","slingPseudotime_1",0.253428612099257,5.69191956392648e-64,7.77895673736619e-63,0.253428612099257,0.552349930200093,4298
"Nfkbia","slingPseudotime_1",0.251366194466557,6.25267690304339e-63,8.45722896576591e-62,0.251366194466557,0.327361563517915,4298
"M6pr","slingPseudotime_1",0.251293968086589,6.79737791394961e-63,9.10016308479784e-62,0.251293968086589,0.295951605397859,4298
"Satb1","slingPseudotime_1",-0.249257500357164,7.08462139412242e-62,9.3889123930188e-61,0.249257500357164,0.399255467659376,4298
"Zdhhc2","slingPseudotime_1",0.248073283384984,2.74150861809065e-61,3.59685930693494e-60,0.248073283384984,0.152629129827827,4298
"Pmaip1","slingPseudotime_1",0.243509631480081,4.71377954556637e-59,6.12324630077533e-58,0.243509631480081,0.329688227082364,4298
"Rora","slingPseudotime_1",0.242204569233829,2.0140888833313e-58,2.59067119110849e-57,0.242204569233829,0.11447184737087,4298
"Coro2a","slingPseudotime_1",0.241813407472776,3.10728817539545e-58,3.95802144283382e-57,0.241813407472776,0.172638436482085,4298
"Serpinb6a","slingPseudotime_1",0.241474485867197,4.52128217027255e-58,5.70377135326691e-57,0.241474485867197,0.12214983713355,4298
"Cysltr2","slingPseudotime_1",0.241355794737136,5.15516196440603e-58,6.44149761647687e-57,0.241355794737136,0.117263843648208,4298
"Rel","slingPseudotime_1",0.239305505133662,4.91594518688362e-57,6.08464158980313e-56,0.239305505133662,0.392275476966031,4298
"Cpd","slingPseudotime_1",0.236911670298436,6.65746285679551e-56,8.16316940945394e-55,0.236911670298436,0.113075849232201,4298
"Acot7","slingPseudotime_1",0.234900735062566,5.81069502642065e-55,7.05891840246657e-54,0.234900735062566,0.200558399255468,4298
"Angptl2","slingPseudotime_1",0.234594243013887,8.06965567770694e-55,9.71320022857937e-54,0.234594243013887,0.0570032573289902,4298
"Creb3l2","slingPseudotime_1",0.234324571406251,1.07690346878767e-54,1.28445213731765e-53,0.234324571406251,0.0828292228943695,4298
"Slc16a3","slingPseudotime_1",0.233724466820367,2.04401640405488e-54,2.41599056046847e-53,0.233724466820367,0.0842252210330386,4298
"Ptger2","slingPseudotime_1",0.232528753681269,7.28886220520132e-54,8.53838144037869e-53,0.232528753681269,0.21312238250349,4298
"H1f0","slingPseudotime_1",0.232204275147062,1.02792685899683e-53,1.19348676018039e-52,0.232204275147062,0.148673801768264,4298
"Crmp1","slingPseudotime_1",0.23208674005538,1.1640907246966e-53,1.33972546561574e-52,0.23208674005538,0.109818520241973,4298
"Gpr55","slingPseudotime_1",0.232073860051357,1.18006313072402e-53,1.34629811087819e-52,0.232073860051357,0.0839925546765938,4298
"Nfil3","slingPseudotime_1",0.231995176999837,1.28248570187451e-53,1.45053555246497e-52,0.231995176999837,0.168683108422522,4298
"Igfbp4","slingPseudotime_1",-0.231573100146486,2.00320320238522e-53,2.2463270098542e-52,0.231573100146486,0.0381572824569567,4298
"Lpcat1","slingPseudotime_1",0.230495233691762,6.23078996207234e-53,6.92779358494822e-52,0.230495233691762,0.135411819450907,4298
"Ero1a","slingPseudotime_1",0.229850109301673,1.22543612278966e-52,1.35106906983196e-51,0.229850109301673,0.242671009771987,4298
"Zc3h12d","slingPseudotime_1",0.228402983824029,5.54518373102586e-52,6.06273421258827e-51,0.228402983824029,0.1810144253141,4298
"Ap3b1","slingPseudotime_1",0.228188455934724,6.92979369767708e-52,7.51395812508457e-51,0.228188455934724,0.354816193578409,4298
"Eea1","slingPseudotime_1",0.22748115450498,1.44270094859423e-51,1.55149479061937e-50,0.22748115450498,0.157282456956724,4298
"Dapl1","slingPseudotime_1",-0.226843372432738,2.78868388789085e-51,2.97459614708357e-50,0.226843372432738,0.0456026058631922,4298
"Snx9","slingPseudotime_1",0.226829485093658,2.82892736550168e-51,2.99318766414371e-50,0.226829485093658,0.102373196835738,4298
"Slc66a2","slingPseudotime_1",0.225316514964248,1.33977619292765e-50,1.40622909209686e-49,0.225316514964248,0.0972545369939507,4298
"Bach2","slingPseudotime_1",-0.224570082152338,2.87356936276728e-50,2.99216111424657e-49,0.224570082152338,0.128431828757562,4298
"Ell2","slingPseudotime_1",0.223852419538879,5.96898757113787e-50,6.16638716010464e-49,0.223852419538879,0.203350395532806,4298
"Pfn1","slingPseudotime_1",0.223716640569094,6.85237476934058e-50,7.0236841385741e-49,0.223716640569094,0.270358306188925,4298
"Tspan32","slingPseudotime_1",0.223548538974446,8.12821759755695e-50,8.2668383627866e-49,0.223548538974446,0.222894369474174,4298
"Crip1","slingPseudotime_1",0.222180615805681,3.24454319262908e-49,3.2744928220995e-48,0.222180615805681,0.183108422522103,4298
"Socs2","slingPseudotime_1",0.221959058130482,4.05640087493618e-49,4.0625938533712e-48,0.221959058130482,0.0625872498836668,4298
"Cd80","slingPseudotime_1",0.221793136138156,4.7940681006615e-49,4.76501314247567e-48,0.221793136138156,0.0602605863192182,4298
"Cdk6","slingPseudotime_1",0.2216648748511,5.45451993246515e-49,5.38069936195058e-48,0.2216648748511,0.18008375988832,4298
"Spty2d1","slingPseudotime_1",0.221086579369205,9.75081498860402e-49,9.54706661570782e-48,0.221086579369205,0.332480223359702,4298
"Asb2","slingPseudotime_1",0.220944907207779,1.12392212548696e-48,1.09228579899177e-47,0.220944907207779,0.0793392275476966,4298
"Cd6","slingPseudotime_1",0.220635545158754,1.53216923021322e-48,1.47809266914687e-47,0.220635545158754,0.250814332247557,4298
"Gata3","slingPseudotime_1",0.220585039967437,1.61159756288272e-48,1.54336934489206e-47,0.220585039967437,0.160074453234062,4298
"Hivep1","slingPseudotime_1",0.218745849920597,1.00656405725592e-47,9.56965248637513e-47,0.218745849920597,0.220335039553281,4298
"Il1r2","slingPseudotime_1",0.218634458732979,1.1240685338359e-47,1.06099130675733e-46,0.218634458732979,0.0609585853885528,4298
"Sytl1","slingPseudotime_1",0.217554160018777,3.26930350038312e-47,3.06380442321618e-46,0.217554160018777,0.174965100046533,4298
"Phlda1","slingPseudotime_1",0.21722047840142,4.54113967203674e-47,4.22551436149802e-46,0.21722047840142,0.161703117729176,4298
"Ets2","slingPseudotime_1",0.216530251957279,8.94550999060646e-47,8.26514725892654e-46,0.216530251957279,0.218008375988832,4298
"Pdia3","slingPseudotime_1",0.216317240819121,1.10221531933223e-46,1.01126328598873e-45,0.216317240819121,0.359702187063751,4298
"Tnfrsf8","slingPseudotime_1",0.2161023827082,1.36023985994902e-46,1.23932965017578e-45,0.2161023827082,0.044206607724523,4298
"Gna15","slingPseudotime_1",0.214754948213988,5.061036802013e-46,4.57936571326969e-45,0.214754948213988,0.145416472778036,4298
"Mapkapk2","slingPseudotime_1",0.213973696752225,1.07972846870832e-45,9.70276541743368e-45,0.213973696752225,0.205677059097255,4298
"Serpina3g","slingPseudotime_1",0.212974689063768,2.83279197810116e-45,2.52831501718961e-44,0.212974689063768,0.194741740344346,4298
"Gem","slingPseudotime_1",0.211771173149381,8.99589864384607e-45,7.97474258157165e-44,0.211771173149381,0.238250348999535,4298
"Snx20","slingPseudotime_1",0.211042287473501,1.80496756522385e-44,1.58934056749912e-43,0.211042287473501,0.240344346207538,4298
"Ccr5","slingPseudotime_1",0.211006735773907,1.86720245806147e-44,1.63317974998443e-43,0.211006735773907,0.294090274546301,4298
"Psmb9","slingPseudotime_1",0.20965277881568,6.75878982276667e-44,5.8725379122317e-43,0.20965277881568,0.321079571893904,4298
"Sv2c","slingPseudotime_1",0.209521598391066,7.65227571811665e-44,6.60512219879542e-43,0.209521598391066,0.037691949744067,4298
"Slamf1","slingPseudotime_1",0.209436774880951,8.29159064850491e-44,7.11017446460029e-43,0.209436774880951,0.234527687296417,4298
"Casp3","slingPseudotime_1",0.20933444387096,9.13392055217621e-44,7.7816258210748e-43,0.20933444387096,0.16333178222429,4298
"Dgat2","slingPseudotime_1",0.209081594968844,1.15981139906576e-43,9.81724229402758e-43,0.209081594968844,0.0339692880409493,4298
"Pycard","slingPseudotime_1",0.208546429725245,1.92083309715334e-43,1.61546988683665e-42,0.208546429725245,0.298976268031643,4298
"Rgs9","slingPseudotime_1",0.207344322644898,5.93517641297227e-43,4.95984169033096e-42,0.207344322644898,0.0539785946952071,4298
"Flnb","slingPseudotime_1",0.207267102422849,6.37972323677695e-43,5.29759296623504e-42,0.207267102422849,0.103536528617962,4298
"Podnl1","slingPseudotime_1",0.207163353842579,7.0295330503311e-43,5.80047003901535e-42,0.207163353842579,0.116333178222429,4298
"Txn1","slingPseudotime_1",0.206685100336882,1.09853954714783e-42,9.0080242866122e-42,0.206685100336882,0.351558864588181,4298
"Bmyc","slingPseudotime_1",0.206553774876826,1.2415719319198e-42,1.01176545011104e-41,0.206553774876826,0.0907398790134946,4298
"Ldha","slingPseudotime_1",0.206410499088428,1.41880794401358e-42,1.14905927317643e-41,0.206410499088428,0.22126570497906,4298
"Zfp36l1","slingPseudotime_1",0.205612199624372,2.97867785764743e-42,2.39756156394689e-41,0.205612199624372,0.264076314564914,4298
"Cd200r1","slingPseudotime_1",0.202362008816075,5.90949969229459e-41,4.72759975383567e-40,0.202362008816075,0.0828292228943695,4298
"Kdm2b","slingPseudotime_1",0.201808164564708,9.78223163605596e-41,7.77835630697298e-40,0.201808164564708,0.201954397394137,4298
"Nfkbie","slingPseudotime_1",0.200678547747713,2.72196628296143e-40,2.15133720677433e-39,0.200678547747713,0.165425779432294,4298
"Relb","slingPseudotime_1",0.199709358758737,6.51740861464559e-40,5.12026353438025e-39,0.199709358758737,0.151698464402047,4298
"Tnfrsf13b","slingPseudotime_1",0.199697173573061,6.58915676988178e-40,5.14581766790768e-39,0.199697173573061,0.0281526291298278,4298
"Tdrp","slingPseudotime_1",-0.19842236172561,2.06332947941357e-39,1.60182738283468e-38,0.19842236172561,0.0348999534667287,4298
"Arhgap31","slingPseudotime_1",0.198180504818397,2.55997872785439e-39,1.97570122996762e-38,0.198180504818397,0.132154490460679,4298
"Ergic1","slingPseudotime_1",0.197985641233083,3.04519663895089e-39,2.33643157327694e-38,0.197985641233083,0.158213122382503,4298
"Ramp1","slingPseudotime_1",0.197726505706236,3.83472033755202e-39,2.92508900166759e-38,0.197726505706236,0.108189855746859,4298
"Wls","slingPseudotime_1",0.197650845933685,4.10146286493701e-39,3.11047357155917e-38,0.197650845933685,0.0816658911121452,4298
"Ltb4r1","slingPseudotime_1",0.197507074708204,4.6601759989223e-39,3.51387983367015e-38,0.197507074708204,0.0460679385760819,4298
"Serinc3","slingPseudotime_1",0.197034789862827,7.08426615360373e-39,5.31117553915891e-38,0.197034789862827,0.474406700791066,4298
"Furin","slingPseudotime_1",0.196927024806893,7.79351765585209e-39,5.80971316163519e-38,0.196927024806893,0.23708701721731,4298
"Glcci1","slingPseudotime_1",0.196844808672143,8.38169032906659e-39,6.2128687636923e-38,0.196844808672143,0.15565379246161,4298
"Adap1","slingPseudotime_1",0.19567458729218,2.35263115813721e-38,1.73407420195282e-37,0.19567458729218,0.105630525825966,4298
"Rilpl2","slingPseudotime_1",0.195631774618391,2.44285660535896e-38,1.79051836102288e-37,0.195631774618391,0.12214983713355,4298
"Ptger4","slingPseudotime_1",0.194393563354199,7.22678184294365e-38,5.26752098774559e-37,0.194393563354199,0.356677524429967,4298
"Sh3bgrl","slingPseudotime_1",0.194383487729651,7.29062699802958e-38,5.28469758089216e-37,0.194383487729651,0.135877152163797,4298
"Uap1","slingPseudotime_1",0.194153315339706,8.91193042190817e-38,6.42442456788105e-37,0.194153315339706,0.19683573755235,4298
"Pou6f1","slingPseudotime_1",-0.193241336011581,1.96977467202401e-37,1.41221003808498e-36,0.193241336011581,0.119125174499767,4298
"Acot11","slingPseudotime_1",0.193121359395551,2.18575655190362e-37,1.55853945440084e-36,0.193121359395551,0.0716612377850163,4298
"Sell","slingPseudotime_1",-0.192492942876346,3.76518115263643e-37,2.67022576878864e-36,0.192492942876346,0.179851093531875,4298
"Ube2l6","slingPseudotime_1",0.192341355631025,4.29176284569101e-37,3.02730798577775e-36,0.192341355631025,0.068869241507678,4298
"Tiam1","slingPseudotime_1",0.192192217874023,4.88113020235634e-37,3.42462183181365e-36,0.192192217874023,0.118194509073988,4298
"Prdm1","slingPseudotime_1",0.191452565291127,9.2257176753368e-37,6.43837318619249e-36,0.191452565291127,0.0614239181014425,4298
"Hnrnpll","slingPseudotime_1",0.191031040833379,1.32451638758418e-36,9.19452645772723e-36,0.191031040833379,0.286179618427175,4298
"Pgk1","slingPseudotime_1",0.190769655055368,1.65677301122305e-36,1.14404536353929e-35,0.190769655055368,0.169148441135412,4298
"Stat1","slingPseudotime_1",0.189916532427024,3.43196580500877e-36,2.35745504511597e-35,0.189916532427024,0.251046998604002,4298
"Dot1l","slingPseudotime_1",0.189893678013203,3.49941219751838e-36,2.39126500163756e-35,0.189893678013203,0.247789669613774,4298
"Ltb","slingPseudotime_1",0.189668132808484,4.23984094858048e-36,2.88221312152207e-35,0.189668132808484,0.485807352256864,4298
"Rab3ip","slingPseudotime_1",-0.189421573193365,5.22817276306295e-36,3.53575395110237e-35,0.189421573193365,0.308282922289437,4298
"Adam8","slingPseudotime_1",0.189100387768022,6.86601469338942e-36,4.61959552703944e-35,0.189100387768022,0.0765472312703583,4298
"Havcr2","slingPseudotime_1",0.188777928169136,9.0222441729647e-36,6.03937977292331e-35,0.188777928169136,0.0749185667752443,4298
"Fam124b","slingPseudotime_1",0.188421654560576,1.21930512666785e-35,8.12044835628534e-35,0.188421654560576,0.0565379246161005,4298
"Cd44","slingPseudotime_1",0.188098913397841,1.60093340282668e-35,1.06082051742859e-34,0.188098913397841,0.210097719869707,4298
"Ms4a4b","slingPseudotime_1",-0.187903286435996,1.88778039134011e-35,1.244606971577e-34,0.187903286435996,0.390646812470917,4298
"Tcf7","slingPseudotime_1",-0.184821831168871,2.47184466233202e-34,1.6215300984898e-33,0.184821831168871,0.11447184737087,4298
"Hmgcr","slingPseudotime_1",0.18479094254156,2.53582787009712e-34,1.65522694804349e-33,0.18479094254156,0.187063750581666,4298
"Tff1","slingPseudotime_1",0.184096525821173,4.49896966645288e-34,2.92210307048821e-33,0.184096525821173,0.0463006049325268,4298
"Tox","slingPseudotime_1",0.183910085046307,5.24560292094964e-34,3.39026159225908e-33,0.183910085046307,0.13075849232201,4298
"Penk","slingPseudotime_1",0.183682336385821,6.32637677219488e-34,4.06872859074494e-33,0.183682336385821,0.0609585853885528,4298
"Cyfip1","slingPseudotime_1",0.183317572783274,8.53570220514367e-34,5.46284941129195e-33,0.183317572783274,0.115867845509539,4298
"Bcl2l11","slingPseudotime_1",-0.183080710801191,1.03648771698009e-33,6.60131982853339e-33,0.183080710801191,0.34481154025128,4298
"Slc39a4","slingPseudotime_1",0.182759031858999,1.34865326040995e-33,8.54798588240506e-33,0.182759031858999,0.103071195905072,4298
"Lag3","slingPseudotime_1",0.182727323092831,1.38407376825107e-33,8.73031146127596e-33,0.182727323092831,0.134713820381573,4298
"Ifrd1","slingPseudotime_1",0.182485328679909,1.68661917760699e-33,1.05877720622984e-32,0.182485328679909,0.398557468590042,4298
"Pik3ip1","slingPseudotime_1",-0.181217502293259,4.73010316151575e-33,2.95518826090889e-32,0.181217502293259,0.0488599348534202,4298
"Cep85l","slingPseudotime_1",0.179974483327185,1.29052396584586e-32,8.02449025208423e-32,0.179974483327185,0.0611912517449977,4298
