"gene","lineage","rho","p_val","p_adj","abs_rho","detected_frac","n_cells"
"Ahcyl1","slingPseudotime_1",0.00874623121579918,0.566482529638185,0.625610335762036,0.00874623121579918,0.0711959050721266,4298
"Armc7","slingPseudotime_1",-0.0087239239169547,0.567472780588968,0.626176861339551,0.0087239239169547,0.0691019078641228,4298
"Cxcr5","slingPseudotime_1",0.00870203258685784,0.568445371029075,0.626722963689199,0.00870203258685784,0.0330386226151698,4298
"Dusp2","slingPseudotime_1",-0.00857037465358664,0.574311425056904,0.632658765469906,0.00857037465358664,0.180316426244765,4298
"Nln","slingPseudotime_1",0.00846561138805491,0.578999551423876,0.637288096869233,0.00846561138805491,0.0367612843182876,4298
"Mybbp1a","slingPseudotime_1",0.00843244338163864,0.580487545947073,0.638390327143806,0.00843244338163864,0.127501163331782,4298
"Rasl11b","slingPseudotime_1",-0.00839358428896319,0.582233130408121,0.639773758036394,0.00839358428896319,0.034434620753839,4298
"Mars1","slingPseudotime_1",0.00830573682410633,0.586188320749388,0.643580817425269,0.00830573682410633,0.130525825965565,4298
"Ank","slingPseudotime_1",-0.00828955227074077,0.586918360910585,0.643843553105926,0.00828955227074077,0.0248953001395998,4298
"Topbp1","slingPseudotime_1",0.00826377812536811,0.588081829144408,0.644472092109387,0.00826377812536811,0.0832945556072592,4298
"Etv3","slingPseudotime_1",-0.00825510116065132,0.588473754837687,0.644472092109387,0.00825510116065132,0.108189855746859,4298
"Clic4","slingPseudotime_1",0.00823728217937823,0.589278989880667,0.64481570869344,0.00823728217937823,0.0570032573289902,4298
"Washc2","slingPseudotime_1",0.00822363062799368,0.589896243397449,0.644953226114544,0.00822363062799368,0.103303862261517,4298
"Sult2b1","slingPseudotime_1",-0.00794733382361101,0.602452462266567,0.658132914649238,0.00794733382361101,0.0200093066542578,4298
"Pold1","slingPseudotime_1",-0.00793494157504894,0.603018433777314,0.658203149014838,0.00793494157504894,0.0670079106561191,4298
"Srgap2","slingPseudotime_1",0.00785190258509794,0.606817095986747,0.661798861126029,0.00785190258509794,0.0395532805956259,4298
"Stk3","slingPseudotime_1",0.00781510873568133,0.608503660058304,0.663087044847587,0.00781510873568133,0.0362959516053979,4298
"Frrs1","slingPseudotime_1",0.00777650999390518,0.610275196737217,0.6644656083977,0.00777650999390518,0.0411819450907399,4298
"Spata24","slingPseudotime_1",-0.00773325523150025,0.612263141808828,0.665478690300907,0.00773325523150025,0.0223359702187064,4298
"Mettl9","slingPseudotime_1",-0.00772623375602936,0.61258611160683,0.665478690300907,0.00772623375602936,0.0872498836668218,4298
"Stx7","slingPseudotime_1",-0.00772316411785364,0.612727330703884,0.665478690300907,0.00772316411785364,0.0460679385760819,4298
"Kit","slingPseudotime_1",-0.00756137198968899,0.62019084377728,0.67302761541422,0.00756137198968899,0.0228013029315961,4298
"Aoc2","slingPseudotime_1",-0.00752997081670505,0.621643963171022,0.674047008000315,0.00752997081670505,0.0381572824569567,4298
"Cdh1","slingPseudotime_1",0.0075082548403507,0.622649754538154,0.674580080886918,0.0075082548403507,0.0421126105165193,4298
"H2ac25","slingPseudotime_1",0.00732766528722639,0.631041033727324,0.683107125619017,0.00732766528722639,0.122847836202885,4298
"Ccl4","slingPseudotime_1",-0.00715869091395068,0.638935923880742,0.69108320868222,0.00715869091395068,0.0495579339227548,4298
"Xcl1","slingPseudotime_1",0.00709806437470371,0.641778603927691,0.693586102432562,0.00709806437470371,0.137040483946021,4298
"Reep4","slingPseudotime_1",0.00701111138861971,0.645864857905606,0.697427731335107,0.00701111138861971,0.0483946021405305,4298
"Sh3glb2","slingPseudotime_1",-0.00698047041646617,0.647307352310113,0.698410564334596,0.00698047041646617,0.126570497906003,4298
"Sac3d1","slingPseudotime_1",0.00685066404185854,0.653432933438075,0.704440434404893,0.00685066404185854,0.0374592833876222,4298
"Trbv14","slingPseudotime_1",0.00676112176643276,0.657672126698368,0.708428432042906,0.00676112176643276,0.0325732899022801,4298
"Ier5","slingPseudotime_1",0.00672178458609963,0.659537959637941,0.709855457789154,0.00672178458609963,0.30409492787343,4298
"Ifit1bl1","slingPseudotime_1",0.00670017708764328,0.660563744611901,0.710376748303946,0.00670017708764328,0.0348999534667287,4298
"Trbv4","slingPseudotime_1",-0.00662634016595612,0.664073850838547,0.713566660360503,0.00662634016595612,0.0397859469520707,4298
"Erf","slingPseudotime_1",-0.00660242486662111,0.665212337485886,0.714205062832637,0.00660242486662111,0.100977198697068,4298
"Mthfd1","slingPseudotime_1",-0.00655080702770147,0.667672231201397,0.716259989645326,0.00655080702770147,0.0530479292694276,4298
"Pik3ap1","slingPseudotime_1",-0.00640860499293907,0.674467412660025,0.722958533831661,0.00640860499293907,0.0898092135877152,4298
"Scpep1","slingPseudotime_1",-0.00629000823826052,0.680155003678961,0.728459889654528,0.00629000823826052,0.0293159609120521,4298
"Cyth3","slingPseudotime_1",0.00625216159463744,0.681973884559663,0.729812183150308,0.00625216159463744,0.106095858538855,4298
"Marcksl1","slingPseudotime_1",0.00622487035890266,0.683286628559499,0.730621073080735,0.00622487035890266,0.042577943229409,4298
"Phyhd1","slingPseudotime_1",-0.00613862024288677,0.687441652994599,0.73446534912778,0.00613862024288677,0.0234993020009307,4298
"Plekhm3","slingPseudotime_1",-0.00605988085622206,0.691243115378322,0.737925929516972,0.00605988085622206,0.0297812936249418,4298
"Egr3","slingPseudotime_1",-0.005968163977681,0.695680943283665,0.74205967283591,0.005968163977681,0.0318752908329456,4298
"Lsm3","slingPseudotime_1",0.00567773183930738,0.709802084847442,0.75640888260075,0.00567773183930738,0.127733829688227,4298
"Klre1","slingPseudotime_1",0.00566327545392228,0.710507629026753,0.75640888260075,0.00566327545392228,0.0437412750116333,4298
"Atf3","slingPseudotime_1",-0.00565599755564484,0.71086292091976,0.75640888260075,0.00565599755564484,0.0542112610516519,4298
"Khk","slingPseudotime_1",-0.00559919349445484,0.713638130065578,0.758746536990306,0.00559919349445484,0.0260586319218241,4298
"Il6st","slingPseudotime_1",-0.00554544255281227,0.716267669687473,0.760925653951388,0.00554544255281227,0.121219171707771,4298
"Smc2","slingPseudotime_1",-0.00545464978360861,0.720716959695861,0.765032889256448,0.00545464978360861,0.026291298278269,4298
"Cables1","slingPseudotime_1",0.00541577031287669,0.722625148587915,0.765977456345832,0.00541577031287669,0.0732899022801303,4298
"Trbv13-3","slingPseudotime_1",-0.00541272957779098,0.722774459570229,0.765977456345832,0.00541272957779098,0.0223359702187064,4298
"Mbd3","slingPseudotime_1",0.00536232529022062,0.725251023996156,0.767981713868407,0.00536232529022062,0.172173103769195,4298
"Stk38l","slingPseudotime_1",-0.00522032404377698,0.732243500988168,0.774760865561675,0.00522032404377698,0.0386226151698464,4298
"Jmjd1c","slingPseudotime_1",0.00519529382462488,0.733478374555291,0.775442084944836,0.00519529382462488,0.320614239181014,4298
"Xdh","slingPseudotime_1",-0.00512981093829034,0.736712248077337,0.77823387236511,0.00512981093829034,0.0495579339227548,4298
"Tsr1","slingPseudotime_1",-0.00510640718222309,0.737869178074611,0.778319387740035,0.00510640718222309,0.184969753373662,4298
"Whrn","slingPseudotime_1",-0.00510417278314302,0.737979663375461,0.778319387740035,0.00510417278314302,0.0323406235458353,4298
"Plcg2","slingPseudotime_1",-0.00504026402085276,0.7411420701728,0.781026824149971,0.00504026402085276,0.0218706375058167,4298
"Repin1","slingPseudotime_1",0.00486294292906688,0.749939244100859,0.789663152696892,0.00486294292906688,0.0379246161005119,4298
"Gna12","slingPseudotime_1",-0.00482079244190631,0.752035235729191,0.791235147776021,0.00482079244190631,0.0272219637040484,4298
"Trp53inp2","slingPseudotime_1",0.00473124799827725,0.756494012030168,0.795288576749663,0.00473124799827725,0.0677059097254537,4298
"Gclm","slingPseudotime_1",-0.00470449574899433,0.757827695043328,0.796052790950237,0.00470449574899433,0.0283852954862727,4298
"Homer1","slingPseudotime_1",-0.00466013838018515,0.760040635105424,0.797738650606653,0.00466013838018515,0.139599813866915,4298
"Fnip1","slingPseudotime_1",0.00449028468339735,0.768532469787398,0.806006874789021,0.00449028468339735,0.0884132154490461,4298
"Clec2d","slingPseudotime_1",0.00425825329318063,0.780177706531237,0.817566414511967,0.00425825329318063,0.258492322010237,4298
"Hspa8","slingPseudotime_1",0.00418968470635846,0.783628629755499,0.820450362956979,0.00418968470635846,0.241740344346208,4298
"Mycbp","slingPseudotime_1",-0.00417872804334925,0.784180453618942,0.820450362956979,0.00417872804334925,0.0416472778036296,4298
"Stoml1","slingPseudotime_1",-0.00406541283587375,0.789893802012091,0.825769456764831,0.00406541283587375,0.0549092601209865,4298
"Epn1","slingPseudotime_1",-0.00401601308767579,0.792388093666849,0.827717499116964,0.00401601308767579,0.16472778036296,4298
"Irs2","slingPseudotime_1",0.00399032226412964,0.793686116287284,0.82841383020598,0.00399032226412964,0.218473708701722,4298
"Ifng","slingPseudotime_1",-0.00396367948363302,0.795032839936791,0.829159845784634,0.00396367948363302,0.177524429967427,4298
"Hectd2","slingPseudotime_1",0.00392133275994154,0.797174612758187,0.830150611008077,0.00392133275994154,0.0216379711493718,4298
"Abhd12","slingPseudotime_1",0.00391987636481777,0.797248300205928,0.830150611008077,0.00391987636481777,0.101209865053513,4298
"Rcc2","slingPseudotime_1",-0.00380243677091488,0.803196139069571,0.835680677604502,0.00380243677091488,0.269427640763146,4298
"Hspd1","slingPseudotime_1",-0.00364371268335589,0.81125294961163,0.84277316627316,0.00364371268335589,0.263610981852024,4298
"Numb","slingPseudotime_1",-0.00364283328982457,0.811297644057166,0.84277316627316,0.00364283328982457,0.0856212191717078,4298
"Spry2","slingPseudotime_1",-0.00350229657367163,0.818448110730502,0.849197051093346,0.00350229657367163,0.0351326198231736,4298
"Tmem176b","slingPseudotime_1",-0.00349585702091159,0.818776120147167,0.849197051093346,0.00349585702091159,0.0265239646347138,4298
"Ethe1","slingPseudotime_1",-0.00347430088223265,0.819874348627904,0.849664411848191,0.00347430088223265,0.0318752908329456,4298
"Prf1","slingPseudotime_1",-0.00339981093349588,0.823672121584899,0.852926458973471,0.00339981093349588,0.0549092601209865,4298
"Eno3","slingPseudotime_1",-0.00326721848455954,0.830442343346984,0.859258954630318,0.00326721848455954,0.0432759422987436,4298
"Prim2","slingPseudotime_1",0.0032521890299798,0.831210557635617,0.859376084805303,0.0032521890299798,0.0479292694276408,4298
"Ankrd40","slingPseudotime_1",-0.00320533023298127,0.833606726188018,0.861174822644629,0.00320533023298127,0.0709632387156817,4298
"B3gnt5","slingPseudotime_1",-0.0030683910694008,0.840618019554923,0.867734729863146,0.0030683910694008,0.036063285248953,4298
"Fkbp2","slingPseudotime_1",0.00303899452205566,0.842124793825301,0.868606705580813,0.00303899452205566,0.059097254536994,4298
"Smc1a","slingPseudotime_1",-0.00291084482637595,0.848700026034351,0.874701048041688,0.00291084482637595,0.197766402978129,4298
"Tmem65","slingPseudotime_1",-0.00287954403642377,0.850307656936503,0.875670051727387,0.00287954403642377,0.150069799906933,4298
"Selenon","slingPseudotime_1",0.00282425803427384,0.853148701716701,0.877861273419586,0.00282425803427384,0.0265239646347138,4298
"Rcbtb2","slingPseudotime_1",0.00281210234963275,0.853773616526975,0.877861273419586,0.00281210234963275,0.0821312238250349,4298
"Efhd2","slingPseudotime_1",-0.00279277194414538,0.854767567235096,0.87819502600818,0.00279277194414538,0.107957189390414,4298
"Pitrm1","slingPseudotime_1",0.00259382905554727,0.865010129540018,0.888022918588813,0.00259382905554727,0.0863192182410423,4298
"Pecam1","slingPseudotime_1",-0.0025454941118656,0.867502146295628,0.889884922548761,0.0025454941118656,0.138203815728246,4298
"Igsf8","slingPseudotime_1",-0.00251580486477242,0.869033496657771,0.890759334074215,0.00251580486477242,0.0539785946952071,4298
"Cinp","slingPseudotime_1",0.00247449996042122,0.87116479029084,0.892246842202641,0.00247449996042122,0.0586319218241042,4298
"H3c1","slingPseudotime_1",-0.0022235705855662,0.884132059263933,0.904821577031419,0.0022235705855662,0.161237785016287,4298
"Lpar6","slingPseudotime_1",0.00214685173443567,0.88810302431117,0.908177059934727,0.00214685173443567,0.0937645416472778,4298
"Mdm1","slingPseudotime_1",-0.00202146800745375,0.894598884572821,0.914107271463817,0.00202146800745375,0.0221033038622615,4298
"Evi2a","slingPseudotime_1",0.00197349415597272,0.897086200756949,0.9159354827962,0.00197349415597272,0.0618892508143322,4298
"Timm8a1","slingPseudotime_1",-0.00188432329133082,0.901712140859251,0.919308412704954,0.00188432329133082,0.0546765937645416,4298
"Tuba1c","slingPseudotime_1",-0.00188280176265157,0.901791103011643,0.919308412704954,0.00188280176265157,0.192647743136342,4298
"Gan","slingPseudotime_1",-0.00185823248882751,0.903066298519949,0.919893620852618,0.00185823248882751,0.034434620753839,4298
"Atp6ap2","slingPseudotime_1",0.00175656569221806,0.908345634547397,0.924553508554061,0.00175656569221806,0.165425779432294,4298
"Sbno2","slingPseudotime_1",-0.00169081981876381,0.911761845882158,0.927311272711156,0.00169081981876381,0.215914378780828,4298
"Atp6v1c1","slingPseudotime_1",-0.00164049920888176,0.914377652704154,0.929251340315918,0.00164049920888176,0.0653792461610051,4298
"Mef2a","slingPseudotime_1",-0.00154756061549939,0.919211279457658,0.933440556229448,0.00154756061549939,0.112843182875756,4298
"Nme2","slingPseudotime_1",-0.00134674348882867,0.929665504022699,0.942699559378379,0.00134674348882867,0.17287110283853,4298
"Smyd2","slingPseudotime_1",-0.00134481074996282,0.929766181277151,0.942699559378379,0.00134481074996282,0.0476966030711959,4298
"Trbv26","slingPseudotime_1",-0.00129500250484261,0.932361098663496,0.94460058798958,0.00129500250484261,0.0388552815262913,4298
"Man2a2","slingPseudotime_1",0.0012380639962623,0.935328368508842,0.946875632317593,0.0012380639962623,0.204746393671475,4298
"Pcna","slingPseudotime_1",-0.00119436834273308,0.937606117073219,0.948449672783395,0.00119436834273308,0.200791065611913,4298
"Cldnd2","slingPseudotime_1",0.00111537453367519,0.941725155933379,0.951882438046682,0.00111537453367519,0.0483946021405305,4298
"Ptpn12","slingPseudotime_1",-0.00063990878765458,0.966546794201452,0.976219702842421,0.00063990878765458,0.0888785481619358,4298
"Tmx4","slingPseudotime_1",-0.000598334996096287,0.968719040236232,0.977661062146105,0.000598334996096287,0.0553745928338762,4298
"Il7r","slingPseudotime_1",-0.000412253065794601,0.97844450510755,0.985987031378961,0.000412253065794601,0.274313634248488,4298
"Rnf213","slingPseudotime_1",-0.000411729267522901,0.978471886322719,0.985987031378961,0.000411729267522901,0.30409492787343,4298
"Nasp","slingPseudotime_1",-0.000395930520850965,0.979297767334602,0.986061911544894,0.000395930520850965,0.162866449511401,4298
"Ifit3b","slingPseudotime_1",0.000313332599337666,0.983615922540606,0.989591236861366,0.000313332599337666,0.0286179618427175,4298
"Adgrg1","slingPseudotime_1",-0.00030003028142598,0.984311405567136,0.989591236861366,0.00030003028142598,0.023033969288041,4298
"Gusb","slingPseudotime_1",0.000285501930298544,0.985071002697386,0.989596596890483,0.000285501930298544,0.0304792926942764,4298
"Ttyh3","slingPseudotime_1",0.000255177232992005,0.986656535321288,0.989697206731823,0.000255177232992005,0.0476966030711959,4298
"Tnf","slingPseudotime_1",-0.000254731572017424,0.986679837199104,0.989697206731823,0.000254731572017424,0.0709632387156817,4298
"Wdr90","slingPseudotime_1",0.000223469287090151,0.988314447605993,0.990579492176519,0.000223469287090151,0.0386226151698464,4298
"Noc2l","slingPseudotime_1",0.000137846036493869,0.992791659352316,0.994307371809343,0.000137846036493869,0.255002326663564,4298
"Ptch1","slingPseudotime_1",1.66552393634656e-05,0.999129040988456,0.999140179810761,1.66552393634656e-05,0.0339692880409493,4298
"Myc","slingPseudotime_1",-1.64422329859903e-05,0.999140179810761,0.999140179810761,1.64422329859903e-05,0.141461144718474,4298
"S100a4","slingPseudotime_2",0.552236635466908,5.13959100939576e-263,6.83565604249636e-260,0.552236635466908,0.337371290127196,3302
"Bhlhe40","slingPseudotime_2",0.543082519062157,9.59173119606591e-253,6.37850124538383e-250,0.543082519062157,0.525136281041793,3302
"Klf2","slingPseudotime_2",-0.482855516053439,1.70259810780813e-192,7.54818494461603e-190,0.482855516053439,0.335554209569958,3302
"Cxcr6","slingPseudotime_2",0.478528320295067,1.29395690789384e-188,4.30240671874702e-186,0.478528320295067,0.349182313749243,3302
"S100a11","slingPseudotime_2",0.469873004690065,5.11408203400722e-181,1.36034582104592e-178,0.469873004690065,0.4633555420957,3302
"Rbpj","slingPseudotime_2",0.458681583692438,1.63153240011117e-171,3.6165634869131e-169,0.458681583692438,0.267413688673531,3302
"S100a10","slingPseudotime_2",0.44717956136496,4.1436937351014e-162,7.87301809669267e-160,0.44717956136496,0.525136281041793,3302
"S100a6","slingPseudotime_2",0.441154334244601,2.52024506543148e-157,4.18990742127983e-155,0.441154334244601,0.335857056329497,3302
"Furin","slingPseudotime_2",0.430070435606919,8.97938921076388e-149,1.32695418336844e-146,0.430070435606919,0.269836462749849,3302
"Stx11","slingPseudotime_2",0.422849936838778,2.26364642232508e-143,3.01064974169236e-141,0.422849936838778,0.193216232586311,3302
"Pdcd1","slingPseudotime_2",0.400211412286301,2.85865751396865e-127,3.45637681234391e-125,0.400211412286301,0.246214415505754,3302
"Il2ra","slingPseudotime_2",0.39403488885086,4.32999205996948e-123,4.79907453313284e-121,0.39403488885086,0.222895215021199,3302
"Thy1","slingPseudotime_2",0.392337672964716,5.88346385310592e-122,6.0192360958699e-120,0.392337672964716,0.725620835857056,3302
"S1pr1","slingPseudotime_2",-0.382999515272379,7.69342717899472e-116,7.30875582004498e-114,0.382999515272379,0.245608721986675,3302
"Ttc39c","slingPseudotime_2",0.381568144240899,6.39998153623342e-115,5.6746502954603e-113,0.381568144240899,0.208661417322835,3302
"Sell","slingPseudotime_2",-0.380657104677267,2.45120972751088e-114,2.03756808599342e-112,0.380657104677267,0.164445790430042,3302
"Rab11fip1","slingPseudotime_2",0.375349309071218,5.62742097435504e-111,4.40262935052483e-109,0.375349309071218,0.208661417322835,3302
"Tnfsf11","slingPseudotime_2",0.372759600183882,2.33053585240033e-109,1.7220070464958e-107,0.372759600183882,0.142337976983646,3302
"Nfkb1","slingPseudotime_2",0.363045101713959,2.00921306961294e-103,1.40644914872906e-101,0.363045101713959,0.403694730466384,3302
"Dusp4","slingPseudotime_2",0.357358126800368,4.82362862731544e-100,3.20771303716477e-98,0.357358126800368,0.22228952150212,3302
"Tnfrsf4","slingPseudotime_2",0.356310734902327,1.98810620024795e-99,1.2591339268237e-97,0.356310734902327,0.265596608116293,3302
"Ptger2","slingPseudotime_2",0.354546597934517,2.13382881046409e-98,1.2899965081442e-96,0.354546597934517,0.198364627498486,3302
"Rorc","slingPseudotime_2",0.353310719556001,1.11514073865996e-97,6.44842253225106e-96,0.353310719556001,0.0654149000605694,3302
"Icos","slingPseudotime_2",0.342582241477216,1.40522475770022e-91,7.78728719892203e-90,0.342582241477216,0.473652331920048,3302
"Ucp2","slingPseudotime_2",0.340349185904983,2.44130718792593e-90,1.29877542397659e-88,0.340349185904983,0.5557238037553,3302
"Tmem176a","slingPseudotime_2",0.338948611687687,1.44568912786667e-89,7.39525592331799e-88,0.338948611687687,0.0717746820109025,3302
"Ero1a","slingPseudotime_2",0.338491988437376,2.57662075271967e-89,1.26922429671006e-87,0.338491988437376,0.243185947910357,3302
"Rora","slingPseudotime_2",0.333160804312033,2.04164881305246e-86,9.69783186199919e-85,0.333160804312033,0.1114476075106,3302
"Il1r1","slingPseudotime_2",0.330395966303671,6.17826760133821e-85,2.83348134819994e-83,0.330395966303671,0.0581465778316172,3302
"Fam110a","slingPseudotime_2",0.32664528109198,5.96176846186298e-83,2.64305068475926e-81,0.32664528109198,0.124772864930345,3302
"Gramd3","slingPseudotime_2",-0.322422396760613,9.46981933774168e-81,4.06285797393433e-79,0.322422396760613,0.525439127801333,3302
"Blk","slingPseudotime_2",0.322292669385751,1.10509303179797e-80,4.59304291341033e-79,0.322292669385751,0.0493640218049667,3302
"Id2","slingPseudotime_2",0.322249140199363,1.16383662799255e-80,4.69061428857605e-79,0.322249140199363,0.437310720775288,3302
"Podnl1","slingPseudotime_2",0.322105826551305,1.38013413820511e-80,5.3987600112141e-79,0.322105826551305,0.118413082980012,3302
"Rgs1","slingPseudotime_2",0.320087211252112,1.50786671150882e-79,5.72989350373351e-78,0.320087211252112,0.524530587522714,3302
"Lmnb1","slingPseudotime_2",0.319551272288965,2.83613151964289e-79,1.04779303364584e-77,0.319551272288965,0.347365233192005,3302
"Il17a","slingPseudotime_2",0.319262041443362,3.98619989145377e-79,1.43287725827933e-77,0.319262041443362,0.0457298606904906,3302
"Itgav","slingPseudotime_2",0.318862376599243,6.37629264301529e-79,2.23170242505535e-77,0.318862376599243,0.269836462749849,3302
"Dgat1","slingPseudotime_2",0.31683583245662,6.82691667055202e-78,2.32815363380364e-76,0.31683583245662,0.225317989097517,3302
"Il23r","slingPseudotime_2",0.315209472502034,4.51623113857682e-77,1.50164685357679e-75,0.315209472502034,0.0460327074500303,3302
"Acot7","slingPseudotime_2",0.312273953508606,1.32701379377903e-75,4.30470328225881e-74,0.312273953508606,0.18503937007874,3302
"Ly6g5b","slingPseudotime_2",0.312240262885401,1.37920266898795e-75,4.36747511846185e-74,0.312240262885401,0.0769230769230769,3302
"Rgs16","slingPseudotime_2",0.309670432092948,2.57656392891279e-74,7.96937215221862e-73,0.309670432092948,0.213506965475469,3302
"Tnfrsf9","slingPseudotime_2",0.30680164984525,6.53742525957703e-73,1.97608536255397e-71,0.30680164984525,0.132949727437916,3302
"Cd44","slingPseudotime_2",0.306550723669418,8.65956649598185e-73,2.55938298659019e-71,0.306550723669418,0.217141126589945,3302
"Zbtb16","slingPseudotime_2",0.305978489677696,1.64236944241626e-72,4.74858990959484e-71,0.305978489677696,0.102665051483949,3302
"Ctla4","slingPseudotime_2",0.302754653525446,5.88695332565611e-71,1.6658825368346e-69,0.302754653525446,0.397334948516051,3302
"Tmem176b","slingPseudotime_2",0.300635668096657,6.03775090940587e-70,1.67296014781454e-68,0.300635668096657,0.0735917625681405,3302
"Il12rb1","slingPseudotime_2",0.299728583694913,1.62579074429164e-69,4.41286059164874e-68,0.299728583694913,0.146274984857662,3302
"Cpd","slingPseudotime_2",0.299344727489892,2.46970050601974e-69,6.5694033460125e-68,0.299344727489892,0.102362204724409,3302
"Odc1","slingPseudotime_2",0.299322932840377,2.52898200617525e-69,6.59518836904525e-68,0.299322932840377,0.399757722592368,3302
"Ccr2","slingPseudotime_2",0.297971280089777,1.09666591948752e-68,2.80493398638154e-67,0.297971280089777,0.100545124167171,3302
"Actn1","slingPseudotime_2",-0.297489444448887,1.8465827036895e-68,4.63387735076798e-67,0.297489444448887,0.147183525136281,3302
"Bcl2l1","slingPseudotime_2",0.296703847316593,4.3091613019453e-68,1.06133046881245e-66,0.296703847316593,0.220775287704422,3302
"Scart1","slingPseudotime_2",0.296452207609675,5.64979594030321e-68,1.36622338192787e-66,0.296452207609675,0.0405814657783162,3302
"Vim","slingPseudotime_2",0.295573568682851,1.45165442954707e-67,3.44767927017429e-66,0.295573568682851,0.281344639612356,3302
"Hilpda","slingPseudotime_2",0.295383660881795,1.7793197986911e-67,4.15174619694591e-66,0.295383660881795,0.147486371895821,3302
"Samsn1","slingPseudotime_2",0.294580310942522,4.2016663603667e-67,9.63485561946158e-66,0.294580310942522,0.174136886735312,3302
"Prelid2","slingPseudotime_2",0.293659946652873,1.12064104158685e-66,2.52619082256018e-65,0.293659946652873,0.0608721986674743,3302
"Nfkb2","slingPseudotime_2",0.291220660777213,1.48259169025185e-65,3.28641158005828e-64,0.291220660777213,0.332222895215021,3302
"Sla","slingPseudotime_2",0.289820796979285,6.45185939455428e-65,1.40671688438643e-63,0.289820796979285,0.211689884918231,3302
"Txn1","slingPseudotime_2",0.288641208535112,2.2133085149174e-64,4.74790374974216e-63,0.288641208535112,0.340096910963053,3302
"Ell2","slingPseudotime_2",0.283351131228433,5.18197364627359e-62,1.09397221421331e-60,0.283351131228433,0.198667474258025,3302
"Zdhhc2","slingPseudotime_2",0.282441741127285,1.3081504343371e-61,2.71850012135679e-60,0.282441741127285,0.12961841308298,3302
"Tgfb1","slingPseudotime_2",0.281585502980275,3.11843895351611e-61,6.38080585873297e-60,0.281585502980275,0.272259236826166,3302
"Ramp1","slingPseudotime_2",0.280271364413689,1.17593990848387e-60,2.3696970883084e-59,0.280271364413689,0.107510599636584,3302
"Ccr8","slingPseudotime_2",0.280150202238521,1.32854133193664e-60,2.63725368876975e-59,0.280150202238521,0.0775287704421563,3302
"Gadd45b","slingPseudotime_2",0.2797036201588,2.08188380931387e-60,4.07191980351095e-59,0.2797036201588,0.283464566929134,3302
"Ltb4r1","slingPseudotime_2",0.278678603170441,5.81901839818072e-60,1.12163687964933e-58,0.278678603170441,0.0487583282858873,3302
"Areg","slingPseudotime_2",0.278240906269824,9.01335349209024e-60,1.71253716349715e-58,0.278240906269824,0.0793458509993943,3302
"Gpr65","slingPseudotime_2",0.276163148329626,7.11661003612351e-59,1.33311145747102e-57,0.276163148329626,0.168685645063598,3302
"Ybx3","slingPseudotime_2",0.273045081491985,1.52890863833271e-57,2.8242340124757e-56,0.273045081491985,0.306178073894609,3302
"Il1r2","slingPseudotime_2",0.27288867694945,1.78131735966406e-57,3.24541381966191e-56,0.27288867694945,0.0493640218049667,3302
"Serpinb1a","slingPseudotime_2",0.271260692445616,8.68693549770896e-57,1.56130056918283e-55,0.271260692445616,0.0439127801332526,3302
"Ly6a","slingPseudotime_2",0.27038161434947,2.03455794575127e-56,3.60794942379891e-55,0.27038161434947,0.35221078134464,3302
"Bcl2a1b","slingPseudotime_2",0.268019636277864,1.97118096008795e-55,3.44956668015391e-54,0.268019636277864,0.113264688067838,3302
"Dap","slingPseudotime_2",0.265685754209112,1.81765900480177e-54,3.13959282647578e-53,0.265685754209112,0.252877044215627,3302
"Fgl2","slingPseudotime_2",0.263771115716644,1.10608553863791e-53,1.88601764921592e-52,0.263771115716644,0.132041187159297,3302
"Smco4","slingPseudotime_2",0.262960467403704,2.3653581987592e-53,3.98218532196169e-52,0.262960467403704,0.0905511811023622,3302
"Pdia3","slingPseudotime_2",0.259408645310358,6.40648856446488e-52,1.06507872384229e-50,0.259408645310358,0.337976983646275,3302
"AA467197","slingPseudotime_2",0.259351627800347,6.75210220153436e-52,1.10867850963465e-50,0.259351627800347,0.0869170199878861,3302
"Plscr1","slingPseudotime_2",0.255863469172384,1.63916146391462e-50,2.65863993537372e-49,0.255863469172384,0.149303452453059,3302
"Nr4a3","slingPseudotime_2",0.255550116160455,2.1778002719274e-50,3.48972814658247e-49,0.255550116160455,0.383403997577226,3302
"Hk2","slingPseudotime_2",0.255234768988301,2.89752407707153e-50,4.58774645536326e-49,0.255234768988301,0.0741974560872199,3302
"Trgv6","slingPseudotime_2",0.254652530895661,4.90382743722579e-50,7.67304763707094e-49,0.254652530895661,0.0275590551181102,3302
"Smox","slingPseudotime_2",0.254288815428455,6.80740643032527e-50,1.05277332003868e-48,0.254288815428455,0.177771047849788,3302
"Serpinb6a","slingPseudotime_2",0.254160987462062,7.63818148019501e-50,1.16767601938613e-48,0.254160987462062,0.102362204724409,3302
"Maf","slingPseudotime_2",0.253565016848194,1.30547443272367e-49,1.973046585821e-48,0.253565016848194,0.191399152029073,3302
"Rab3ip","slingPseudotime_2",-0.253053650692226,2.06542749986082e-49,3.08653772451112e-48,0.253053650692226,0.315566323440339,3302
"Map2k3","slingPseudotime_2",0.252304649365189,4.0366580774888e-49,5.96528360340012e-48,0.252304649365189,0.273773470623864,3302
"Hnrnpll","slingPseudotime_2",0.252194138962983,4.45529693631644e-49,6.51158783000095e-48,0.252194138962983,0.26832222895215,3302
