"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.07880993238446e-41,0.954023713564331,0.598,0.486,1.72996723261586e-36,"0","Gramd3"
2.48419256404963e-25,0.640476803629043,0.729,0.709,4.73362893079658e-21,"0","Rsrp1"
5.12450428246769e-14,0.72638313972214,0.116,0.13,9.76474291024218e-10,"0","Dpysl2"
6.02282685420054e-13,0.528868677624932,0.107,0.117,1.14764965706791e-08,"0","Ctsa"
3.00743587355064e-12,0.593517260928997,0.14,0.164,5.73066905705075e-08,"0","Ilrun"
2.54619457113307e-11,0.520791576361989,0.145,0.196,4.85177375529406e-07,"0","Tbc1d14"
1.22334508207382e-10,0.688575697931138,0.127,0.152,2.33108405389167e-06,"0","Dctn1"
1.24692473088336e-10,0.647732760345764,0.121,0.136,2.37601507469824e-06,"0","Eps15"
1.5432081477197e-10,0.663710302241017,0.092,0.105,2.94058312547989e-06,"0","Gde1"
2.92934730050513e-10,1.08519975254824,0.183,0.11,5.58187128111252e-06,"0","Pou6f1"
3.2827454987665e-10,0.516250247503239,0.1,0.129,6.25527154789957e-06,"0","Mlf2"
3.63605458023443e-10,0.519931850223289,0.125,0.172,6.9285020026367e-06,"0","Rab24"
3.81421547372004e-10,0.85753856074893,0.445,0.398,7.26798758517354e-06,"0","Sorl1"
6.54087239579968e-10,0.652674224810743,0.094,0.115,1.24636323501963e-05,"0","Washc2"
6.83442829145477e-10,0.679296506450491,0.129,0.113,1.30230031093671e-05,"0","Sptbn1"
9.04642570034265e-10,0.50724117456506,0.167,0.196,1.72379641720029e-05,"0","Arf3"
1.47775578734625e-09,0.560831237717128,0.113,0.119,2.81586365278828e-05,"0","Mecp2"
2.77116317376838e-09,0.686527964930253,0.088,0.101,5.28045142761566e-05,"0","Purb"
5.58985688663139e-09,0.510526498740694,0.111,0.148,0.000106514722974761,"0","Fxr2"
9.21420901400548e-09,0.528446164043641,0.093,0.107,0.000175576752761874,"0","Acsbg1"
1.68659349288734e-08,0.649757114476213,0.172,0.18,0.000321380390069683,"0","Epn1"
1.97577946281902e-08,0.661856190483873,0.144,0.159,0.000376484776640165,"0","R3hdm2"
2.51962691522613e-08,0.519456865765038,0.115,0.133,0.000480114908696339,"0","Rabep1"
4.8278477528287e-08,0.567872859230746,0.095,0.116,0.000919946389301508,"0","Trim44"
5.90875957554967e-08,0.700313580172028,0.156,0.157,0.00112591413712099,"0","Atp6v1b2"
6.56316129952251e-08,0.524724107861436,0.075,0.103,0.00125061038562401,"0","Fars2"
1.13162275130735e-07,0.592307746328236,0.096,0.123,0.00215630715261616,"0","Rassf2"
1.53202189327412e-07,0.595128202225243,0.087,0.11,0.00291926771763383,"0","Samd4b"
1.92476081521451e-07,0.608998864454155,0.092,0.116,0.00366763173339125,"0","Mafg"
3.10276639735387e-07,0.599688998897413,0.079,0.102,0.0059123213701578,"0","Trim41"
5.77674592342997e-07,0.590781552484221,0.113,0.134,0.0110075893570958,"0","Strn4"
5.91441889690154e-07,0.500833085089769,0.116,0.148,0.0112699252080459,"0","Ap1b1"
6.64751901669665e-07,0.519146330254828,0.119,0.151,0.0126668474863155,"0","Atxn7l3"
6.86942735143885e-07,0.835921639774017,0.108,0.104,0.0130896938181667,"0","Camta2"
9.17000150848977e-07,0.600475535429926,0.077,0.104,0.0174734378744272,"0","Depdc5"
1.01251789048005e-06,0.573288873281011,0.098,0.129,0.0192935284030973,"0","Ttc4"
1.02748590013239e-06,0.570807260219246,0.135,0.173,0.0195787438270226,"0","Camk2g"
1.07207932308668e-06,0.690426286424705,0.113,0.105,0.0204284715014167,"0","Mgrn1"
1.09560224547481e-06,0.752581241545864,0.166,0.165,0.0208767007875226,"0","Ctnnb1"
1.10336853297241e-06,0.810662276403287,0.11,0.121,0.0210246873957893,"0","Rabl6"
1.18364326526633e-06,0.615113675095544,0.114,0.128,0.0225543224196499,"0","Pura"
1.5212208916487e-06,0.502054826311089,0.115,0.153,0.028986864090366,"0","Ing4"
2.26153136527433e-06,0.55715264525585,0.168,0.202,0.0430934801653023,"0","Lsm14b"
2.58628159348345e-06,0.570839566912552,0.107,0.131,0.0492815957638271,"0","Cds2"
3.0149217092659e-06,0.604010596175931,0.161,0.191,0.0574493331700618,"0","Mark3"
3.69240350470494e-06,0.664115719991761,0.09,0.104,0.0703587487821526,"0","Acap2"
3.72415710441371e-06,0.681261489115742,0.111,0.118,0.0709638136246033,"0","Pfdn2"
3.9836105671595e-06,0.550608027639588,0.084,0.112,0.0759076993572243,"0","Ankrd28"
4.79778820238466e-06,0.561405409924635,0.138,0.184,0.0914218541964397,"0","Snapc3"
5.00118102035439e-06,0.521542411449628,0.094,0.126,0.0952975043428529,"0","C2cd5"
5.86768048706828e-06,0.706593827715285,0.14,0.15,0.111808651681086,"0","Map7d1"
6.25188955092342e-06,0.548401860586241,0.137,0.168,0.119129755392846,"0","Ube3c"
6.46792589330285e-06,0.546451699953026,0.235,0.299,0.123246327896886,"0","Hdgfl2"
6.48890214905983e-06,0.986510025233039,0.141,0.129,0.123646030450335,"0","Pip5k1c"
6.59169210472853e-06,0.883099060856382,0.07,0.103,0.125604693055602,"0","Nup93"
6.62835963321762e-06,0.711282227811819,0.213,0.204,0.126303392810962,"0","Dlgap4"
7.13363717286971e-06,0.531567503018011,0.138,0.174,0.135931456329032,"0","Ap1ar"
7.48634207167734e-06,0.51871124011402,0.145,0.159,0.142652248175812,"0","Pnpla8"
9.00235356385486e-06,1.20723540461945,0.157,0.104,0.171539847159254,"0","Axin2"
1.06300145532592e-05,0.511161143342314,0.164,0.207,0.202554927312355,"0","Zfp445"
1.08824251219077e-05,0.639055649585109,0.119,0.131,0.207364610697951,"0","Extl3"
1.13468470598934e-05,0.649003184315084,0.084,0.112,0.216214170726268,"0","Cnot10"
1.14655354548259e-05,0.525362428742452,0.101,0.134,0.218475778091708,"0","Skic2"
1.16853021361191e-05,0.616924586811529,0.09,0.117,0.222663432203749,"0","Rnf34"
1.31531700077378e-05,0.524800314423532,0.16,0.189,0.250633654497443,"0","Kctd2"
1.37360475430674e-05,0.517615933662671,0.191,0.207,0.261740385933149,"0","Atp8a1"
1.52469399858481e-05,0.520689581987466,0.198,0.25,0.290530441430336,"0","Araf"
1.59320029078422e-05,0.843316024158432,0.103,0.105,0.303584315408932,"0","Farp1"
1.61100693993732e-05,0.505447567686925,0.098,0.121,0.306977372405056,"0","Slc16a1"
1.65726031706963e-05,0.795754440270947,0.138,0.124,0.315790953417617,"0","Mprip"
1.71283600580996e-05,0.52569124687344,0.164,0.205,0.326380900907088,"0","Gripap1"
