"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Fpr2",27.0869317850874,4.63260246006454,0.512953714618807,9.03122899403738,1.69754450510835e-19,1.61759015891775e-15
"Sparc",125.223172662292,-25.1617776773966,4.13157622222425,-6.09011581150272,1.12829036997603e-09,5.37573946775081e-06
"H1f5",34.6448282006944,-9.98630614351464,1.73281989181231,-5.76303757286062,8.26133944928968e-09,2.62407678707604e-05
"Gas6",66.1162113850842,-10.9471860532106,2.2202754360191,-4.93055315372882,8.19971012893996e-07,0.00195337594546672
"Spry1",30.0007455328148,-1.69508644028702,0.389668123443017,-4.35007725371434,1.36089578764736e-05,0.0247248868572784
"C5ar2",32.2968201030732,-1.90131839996363,0.450598316386987,-4.21954173111183,2.44799409049467e-05,0.0247248868572784
"Rnf150",16.0095184491269,-6.44697589259394,1.52415382622631,-4.22987219640169,2.33824114522772e-05,0.0247248868572784
"Klhl38",10.9665657510315,-3.33324902231038,0.79242306723453,-4.2064007979261,2.59469900905429e-05,0.0247248868572784
"Nckap5l",11.3154825301498,-3.47279026160279,0.804741041948158,-4.31541338216786,1.59304508548852e-05,0.0247248868572784
"Adamts1",97.9619172220245,-11.5101573928711,2.68843350796493,-4.28136212361969,1.85752798136659e-05,0.0247248868572784
"Ch25h",13.9479645246378,-8.66641560828531,2.09175622485586,-4.14312887195184,3.42599294982631e-05,0.0296784425626317
"Engase",26.9472488598617,-1.50812621173635,0.366955125313096,-4.10983825460831,3.95936349409409e-05,0.0314406456126855
"Slc40a1",6.90147650850181,-7.7001057808613,1.89704010656928,-4.05901053657037,4.92810902058079e-05,0.0361230391208572
"Emb",417.152996731524,1.1485018091629,0.286429001885823,4.00972597607527,6.07892525128324e-05,0.0413757705139128
"Il17a",37.3358590796263,3.78156930382569,0.973170616284574,3.88582355503414,0.000101983561744769,0.0520363176381913
"Tnfrsf11a",176.246780256289,-1.28908503724039,0.328915777332765,-3.91919490057244,8.88452495299473e-05,0.0520363176381913
"Ptgs2",372.555029051975,1.26274103501433,0.324247087536377,3.89437895836971,9.84506365783503e-05,0.0520363176381913
"Siglecf",44.9999826559666,-2.38615189227721,0.61241285900683,-3.89631252378814,9.76683447462983e-05,0.0520363176381913
"Tbc1d24",7.92935848312497,-5.55520679775397,1.43115071798296,-3.88163645376456,0.00010375590671903,0.0520363176381913
"Rhoc",27.9916402637329,-1.47494275287526,0.382510344553439,-3.85595520193625,0.000115278599344909,0.0549244886578821
"Npl",17.338566698921,-2.88723033087955,0.765019410456634,-3.7740615354533,0.00016061111654719,0.0661396533167297
"Frmd4a",196.130267040073,-1.09220028302644,0.29009674208463,-3.76495190941445,0.000166581139637057,0.0661396533167297
"Mt2",144.424106060787,-12.0652983209787,3.19756311824375,-3.77327917379954,0.000161115828258617,0.0661396533167297
"Rhob",578.449675082654,-1.46199343294856,0.387185336688266,-3.77595248170684,0.000159397379207145,0.0661396533167297
"Adam33",8.14640146484357,-3.26190549388714,0.87540062232454,-3.72618594355745,0.000194399019700902,0.0740971303491957
"Cd38",74.3740019142893,1.89945187098899,0.513201664124518,3.70118026454436,0.000214598947216658,0.0786505141549051
"Nagk",77.9800279045976,-1.22660515965267,0.334526538540024,-3.66669013766725,0.000245710236034903,0.0867175125620959
"Soga1",56.9508485591197,-5.50525065628916,1.50706813826221,-3.65295404800822,0.000259240637834298,0.0882251442115365
"Ctla4",374.200302036971,1.27282439119806,0.357787306901192,3.55748895124883,0.000374416844374954,0.0974780938960466
"Anxa3",1056.53111799265,-0.91302567355935,0.25685456907904,-3.55464057670079,0.000378496114403791,0.0974780938960466
"Trbv3",41.8058899706329,1.7747983698336,0.496864428904406,3.57199724228007,0.000354269142915902,0.0974780938960466
"Cdca3",5.57482556339078,-7.32309169672849,2.02873756257826,-3.60967915801874,0.000306575969375951,0.0974780938960466
