"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Sparc",319.317377111301,-23.9208367220925,3.9946879446287,-5.98816154194389,2.12226223948028e-09,3.32112817856269e-05
"Rp1",0.480292453144145,3.62238297684111,3.94830967720248,0.917451586372958,0.358906051295664,0.998571574907807
"Lypla1",127.829106531968,-0.379985963981589,0.357464180288892,-1.06300430905971,0.287779997214137,0.998571574907807
"Tcea1",262.97357301841,-0.0477991891272868,0.415508942165634,-0.115037690592547,0.908415247567235,0.998571574907807
"Atp6v1h",167.754207021828,-0.68014333084055,0.445949411127492,-1.52515804230113,0.127219682976942,0.998571574907807
"Oprk1",0.0632675383254486,0.400675604574109,4.07292600033505,0.0983753705667985,0.921634231241071,0.998571574907807
"Rb1cc1",238.894453951008,-0.40022202257522,0.483258127616901,-0.828174426261265,0.407571724699691,0.998571574907807
"Alkal1",0.252693585431577,0.487841642649525,4.07382679954315,0.119750216848746,0.904681019249157,0.998571574907807
"Pcmtd1",163.352503890024,-0.235753810794302,0.48722134693659,-0.483874141140585,0.628475193300815,0.998571574907807
"Sntg1",0.311185950413116,-0.0203234653297639,4.06719962498656,-0.00499691856896036,0.996013052414056,0.998571574907807
"Rrs1",69.3357889576927,0.384986564562344,0.621921588957697,0.619027497031512,0.535898244658262,0.998571574907807
"Adhfe1",0.252693585431577,0.487841642649525,4.07382679954315,0.119750216848746,0.904681019249157,0.998571574907807
"Vxn",1.26346792715789,-2.32947439967253,4.02351238146243,-0.578965386164869,0.562612529121236,0.998571574907807
"Mybl1",7.62850669598115,-2.23998565712237,1.4267044375478,-1.57004183779818,0.116405378239879,0.998571574907807
"Vcpip1",74.4595792451464,-0.406490170053225,0.417265368050522,-0.974176629976175,0.32996884626254,0.998571574907807
"Sgk3",20.9565177327618,-0.482591030503553,0.896510465423612,-0.538299383126021,0.590370377167555,0.998571574907807
"Mcmdc2",0.337088282623486,0.938776474669995,3.88433966396635,0.241682385137091,0.809026279627946,0.998571574907807
"Tcf24",0.284327354594302,0.163766815402636,4.06953355804539,0.0402421587306663,0.967900067028742,0.998571574907807
"Ppp1r42",0.506902255592673,0.860797698540252,3.51214099822222,0.245092010536015,0.806385188971755,0.998571574907807
"Cops5",182.20790440032,0.147464529976804,0.280894467304566,0.524981967042137,0.59959572690545,0.998571574907807
"Cspp1",147.713772234235,0.144535204507563,0.510703317142126,0.283012073068912,0.777167582227385,0.998571574907807
"Arfgef1",313.028055543621,-0.802963188265816,0.517809515754109,-1.55069222143673,0.120975459512142,0.998571574907807
"Cpa6",0.34281971957584,-0.267329804889236,4.06160332558225,-0.0658187871783154,0.947522098663155,0.998571574907807
"Slco5a1",1.90585200830897,2.33617820209551,1.77283790059929,1.31776187845814,0.187583373037147,0.998571574907807
"Prdm14",0.141371977443929,-0.0203234326926141,4.06719962537839,-0.00499691054400195,0.996013058816967,0.998571574907807
"Ncoa2",354.492819606984,-0.721691747357556,0.368004243431579,-1.96109626516232,0.0498677943398428,0.998571574907807
"Tram1",568.547045126392,-0.546175707045848,0.404527355087777,-1.35015765973932,0.17696541626936,0.998571574907807
"Lactb2",62.7460917272109,-1.07975013670029,0.558700773592703,-1.93260898809393,0.053284384357578,0.998571574907807
"Xkr9",0.0880613445830513,0.487841656040638,4.07382679962672,0.119750220133398,0.904681016647108,0.998571574907807
"Eya1",14.4393581376967,-0.683005769027611,1.03012374747533,-0.663032738252612,0.507309586915364,0.998571574907807
"Msc",0.726360214031594,1.11961925644455,2.70695867277959,0.413607812968527,0.679161350437814,0.998571574907807
"Kcnb2",0.79833682458587,1.05860064967047,3.16571776652213,0.33439514440147,0.738081402947155,0.998571574907807
"Terf1",163.849479956585,0.0812267997568483,0.415997076239488,0.195258102511486,0.845190895071991,0.998571574907807
"Rdh10",15.8419937096442,0.616859973434012,0.943346829775235,0.653905810634873,0.513172490139472,0.998571574907807
"Stau2",0.0316337691627243,0.670719154291441,4.07502996603644,0.16459244714311,0.86926477644263,0.998571574907807
"Ube2w",95.649247658075,-0.492389757912835,0.670384309619888,-0.73448878627846,0.462650892086601,0.998571574907807
"Eloc",152.499052749635,-0.954361116262138,0.510902313749554,-1.86799137639053,0.0617632729546341,0.998571574907807
"Tmem70",42.0767782166602,-0.181812088523678,0.478801642253551,-0.379723193237084,0.704150901763855,0.998571574907807
"Ly96",18.5004174295489,-2.41715018819733,1.09956422108253,-2.19828013848761,0.0279291488804068,0.998571574907807
