"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Hbb-bs",92.5224807249602,10.1096840875644,1.85104403263015,5.46161188461817,4.71830730059264e-08,0.000872886850609639
"Ace",131.693297674627,3.73306234753997,0.719756315948112,5.18656420905807,2.14209190951968e-07,0.00198143501630571
"Hba-a2",260.799051090927,11.6059407103256,2.83490558444602,4.09394258983535,4.24099362398929e-05,0.261527940146006
"Xkr4",1.36558021755079,-0.600863075859435,3.82900438523324,-0.156924102301031,0.875304664298333,0.999998723923996
"Rp1",0.723232720498006,-0.920758229069262,4.88231062812451,-0.188590669296059,0.850413646408222,0.999998723923996
"Lypla1",367.528241524083,-0.147035287532426,0.547211760941298,-0.268699063191734,0.788161272746449,0.999998723923996
"Tcea1",969.140579653042,-0.320212983099475,0.731657523902727,-0.437654192895373,0.661636980037829,0.999998723923996
"Rgs20",1.25589769784119,-3.6921348902136,4.8265781632857,-0.764959100486249,0.444295899449248,0.999998723923996
"Atp6v1h",1126.5999692884,0.197610365178243,0.480063460920441,0.411633838574922,0.680607825360599,0.999998723923996
"Oprk1",2.1271556232713,0.23171027877424,3.1980401696963,0.0724538362494188,0.942240742200391,0.999998723923996
"Npbwr1",1.13336988439501,-1.47841459352147,4.82620314205915,-0.306330784263402,0.759352802643255,0.999998723923996
"Rb1cc1",449.009813849358,0.352616166130684,0.503890099432294,0.699787843674557,0.484059807578107,0.999998723923996
"Alkal1",2.43860122748307,1.00165409466126,3.03667934241176,0.329851782725844,0.741511958030115,0.999998723923996
"St18",2.14604201986457,4.68014112311901,4.37562925543123,1.06959270310888,0.284802681085363,0.999998723923996
"Pcmtd1",738.618605005367,0.120196196846967,0.58125084584403,0.206788854943396,0.836174760499555,0.999998723923996
"Sntg1",0.152975062099793,-1.07617157067203,4.96995273047726,-0.216535574689196,0.82857029825903,0.999998723923996
"Rrs1",413.234129517627,0.123111397812598,0.588763465365666,0.209101625788103,0.834368905563906,0.999998723923996
"Adhfe1",37.4399980899848,-4.06978635339996,2.08837094329983,-1.94878518419209,0.0513210838247223,0.999998723923996
"Vxn",17.2078180157752,-0.756887194139198,2.69548110548546,-0.280798553029694,0.778864913508589,0.999998723923996
"Mybl1",3.09415952898543,-1.25689369171077,3.43215450028171,-0.366211279710048,0.71420742596807,0.999998723923996
"Vcpip1",280.924656620468,-0.185293286606809,0.657573116862767,-0.281783549015553,0.778109485982784,0.999998723923996
"Sgk3",689.656682211666,0.027624822022036,0.501301087711419,0.0551062479200896,0.956053818589888,0.999998723923996
"Mcmdc2",16.2068815580475,0.195259030527132,1.54231544657937,0.126601228665762,0.899256024432951,0.999998723923996
"Tcf24",0.796972511541808,-3.0314463582006,4.85051906381857,-0.624973599385073,0.531988385543083,0.999998723923996
"Ppp1r42",2.02131863118466,1.09559391602783,3.22383099820105,0.339842230141465,0.733975343543672,0.999998723923996
"Cops5",717.429906696948,-0.156443428399991,0.4991977988554,-0.313389659887718,0.753984639072067,0.999998723923996
"Cspp1",776.582744211775,-0.0754153507687056,0.530522299551113,-0.142153026993429,0.886959133930879,0.999998723923996
"Arfgef1",604.534192073473,0.10218786425976,0.450114358189495,0.227026448724702,0.820403175965716,0.999998723923996
"Cpa6",2.12091013909164,-0.78218495248709,3.87997416981653,-0.201595401993121,0.840233040107864,0.999998723923996
"Prex2",2.55893346569553,-3.19410999365962,3.63227115260594,-0.879369920213151,0.379200736004719,0.999998723923996
"Sulf1",2.36231153582829,4.81511741453283,4.35169164947315,1.1064932450156,0.268513086176291,0.999998723923996
"Slco5a1",14.138162650328,0.0451885435006056,1.6375944576397,0.0275944653389563,0.977985596005781,0.999998723923996
"Prdm14",1.06128004574043,-1.6758570413511,4.83901562122343,-0.346321891171618,0.729100818598697,0.999998723923996
"Ncoa2",568.274100942055,-0.0294282326266128,0.718334679843839,-0.0409673004135207,0.967321964456336,0.999998723923996
"Tram1",2284.51733007786,0.0361210916274353,0.518048192106078,0.069725350223863,0.944412264320655,0.999998723923996
"Lactb2",396.64457389241,-0.196683293120976,0.606113465387686,-0.324499131520156,0.745560179664697,0.999998723923996
"Xkr9",3.94836112234301,0.490117555836168,2.5639989210863,0.191153573351941,0.848405275932474,0.999998723923996
"Eya1",2.31111237153347,0.580079023350308,4.40041465743805,0.131823718560204,0.895123725569406,0.999998723923996
"Msc",1.01414197572728,-3.3485571231684,4.83769307736723,-0.692180564086291,0.48882394276321,0.999998723923996
"Trpa1",0.608600343620715,2.84688311125795,4.88056062818349,0.583310674355363,0.559684178007926,0.999998723923996
"Kcnb2",0.946647668863143,0.964572027663758,4.82414881666826,0.199946573855889,0.841522365151653,0.999998723923996
"Terf1",378.031863447313,-0.22980677925072,0.562594415750343,-0.408476822408951,0.682923643296333,0.999998723923996
"Sbspon",0.90830498364064,-1.36292035965249,4.85435593852362,-0.280762345594914,0.778892686230017,0.999998723923996
"Rdh10",105.453022147978,0.714255704640973,0.83338000042862,0.857058849832754,0.391412361609524,0.999998723923996
