"cluster","pathway","NES","pval","padj"
"B cells","GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY",2.37328570891517,3.31558920760724e-13,6.49523925770258e-10
"B cells","GOBP_B_CELL_MEDIATED_IMMUNITY",2.22125080770151,6.87025286389637e-09,2.6917650720746e-06
"B cells","GOBP_HUMORAL_IMMUNE_RESPONSE",2.16866499671445,1.6929379807509e-08,5.5274425071517e-06
"B cells","GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY",2.16845880474559,2.96923018966454e-12,2.90836097077641e-09
"B cells","GOBP_B_CELL_PROLIFERATION",2.05156534009743,2.4513046087219e-06,0.000375765476063067
"B cells","GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY",1.98902771450789,4.88839636195081e-12,3.19212282435388e-09
"B cells","GOBP_B_CELL_ACTIVATION",1.95488527123677,1.14545765252798e-09,5.60987885325579e-07
"B cells","GOBP_B_CELL_DIFFERENTIATION",1.87852646381082,5.28740604954118e-06,0.000690535230070078
"B cells","GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS",1.84373078562042,5.66171980671995e-07,0.000110913091013644
"B cells","GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY",1.8259221483635,1.6009938330534e-06,0.000285122447177418
"B cells","GOBP_ADAPTIVE_IMMUNE_RESPONSE",1.78063902364657,6.9806767968768e-08,1.70939323063521e-05
"B cells","GOBP_ACTIVATION_OF_IMMUNE_RESPONSE",1.68591031474432,6.45582417156971e-08,1.70939323063521e-05
"B cells","GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY",1.67501828757933,2.52308871676327e-07,5.49192310682139e-05
"B cells","GOBP_LEUKOCYTE_MEDIATED_IMMUNITY",1.54422679538669,0.000492958145817075,0.0438956821661659
"B cells","GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE",1.53931227517031,4.4587973356074e-06,0.000623913141461064
"B cells","GOBP_LYMPHOCYTE_DIFFERENTIATION",1.53733515900415,0.000141846630283507,0.0132322642250185
"B cells","GOBP_LYMPHOCYTE_ACTIVATION",1.52314845113872,2.49359427709029e-06,0.000375765476063067
"B cells","GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",1.44756571146987,2.19212297049571e-05,0.00238576049955617
"B cells","GOBP_REGULATION_OF_IMMUNE_RESPONSE",1.43750932742375,4.96714943970179e-05,0.0048653228761879
"B cells","GOBP_CELL_ACTIVATION",1.39637485233557,4.01301909750422e-05,0.0041376339010583
"B cells","GOBP_RESPONSE_TO_TYPE_II_INTERFERON",-2.02664960960186,2.09567800375399e-05,0.00238576049955617
"B cells","GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON",-2.19830053492904,6.75824192746741e-06,0.000827462245994291
"Macrophages","GOBP_HUMORAL_IMMUNE_RESPONSE",2.42718345393999,6.29281458236838e-12,4.12179355145129e-09
"Macrophages","GOBP_MYELOID_LEUKOCYTE_MIGRATION",2.25961336996626,1.79309903010807e-09,2.51674256725882e-07
"Macrophages","GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION",2.25748806502423,1.92335032813998e-09,2.51958892986337e-07
"Macrophages","GOBP_MACROPHAGE_ACTIVATION",2.23739337028442,6.34198811491996e-08,3.66529607229933e-06
"Macrophages","GOBP_INTERLEUKIN_6_PRODUCTION",2.22407243203229,2.10652830824551e-08,1.72472005237601e-06
"Macrophages","GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",2.21859090587071,5.51706424852665e-08,3.3878222651109e-06
"Macrophages","GOBP_REGULATION_OF_CHEMOTAXIS",2.20403294686416,4.29849914372376e-08,2.81551693913906e-06
"Macrophages","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",2.19251069230807,4.87117793971748e-07,1.91437293030897e-05
"Macrophages","GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS",2.18733745561061,5.1006785224116e-07,1.96526143069388e-05
"Macrophages","GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION",2.18250888981621,1.30876023038994e-07,6.76766803346376e-06
"Macrophages","GOBP_REGULATION_OF_MACROPHAGE_MIGRATION",2.18191742073656,2.80405828999508e-06,7.76052752090186e-05
"Macrophages","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION",2.17945517432984,1.26149491696365e-07,6.69956084279345e-06
"Macrophages","GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT",2.16583744442245,2.90482192902706e-07,1.2972670660314e-05
"Macrophages","GOBP_MONONUCLEAR_CELL_MIGRATION",2.16575174943792,1.52770131421131e-08,1.42949194401201e-06
"Macrophages","GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION",2.16428050961837,1.21877326791428e-06,3.80141185944693e-05
"Macrophages","GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION",2.16211685430713,9.19352949734825e-07,3.06191279021853e-05
