"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ppm1k",1.16548714473173e-05,0.461744306673894,0.009,0.01,0.22208357542863
"Ppm1l",2.71107226223775e-19,0.357858196316259,0.017,0.025,5.16594819569403e-15
"Ppm1m",0.011068934776414,0.615129470057333,0.098,0.088,1
"Ppm1n",0.0306670809216775,-0.143009449542718,0.001,0.002,1
"Ppme1",5.28624288956904e-17,-0.587836322748679,0.008,0.016,1.00729358260738e-12
"Ppox",0.00018656509233377,0.420655055331489,0.128,0.13,1
"Ppp1ca",1.68458513250027e-70,-0.245674909226353,0.069,0.111,3.20997696997927e-66
"Ppp1cb",2.51619905909578e-10,0.294430186261989,0.037,0.044,4.79461730710701e-06
"Ppp1cc",2.61497294550073e-46,0.202575868424194,0.055,0.074,4.98283094765164e-42
"Ppp1r10",0,-1.16971195950221,0.073,0.194,0
"Ppp1r11",2.6493272414382e-38,-0.0267861943294326,0.111,0.146,5.0482930585605e-34
"Ppp1r12a",1.22597065372638e-90,-0.0242297361719738,0.241,0.318,2.33608708067562e-86
"Ppp1r12b",5.07115521388138e-08,-0.292594459829216,0.01,0.016,0.000966308626005097
"Ppp1r12c",2.28122586014057e-84,0.890178271537482,0.178,0.122,4.34687587649786e-80
"Ppp1r13b",1.02011536448464e-19,0.165539029805207,0.017,0.021,1.94382982702548e-15
"Ppp1r13l",0.0104091142329479,0.65028252309805,0.012,0.01,1
"Ppp1r14a",0.312472580376231,-0.0563684066088159,0.001,0.001,1
"Ppp1r14b",1.32706803794763e-07,-0.671308452565269,0.001,0.003,0.0025287281463092
"Ppp1r14c",7.12129950311909e-06,0.968952124977493,0.001,0,0.135696362031934
"Ppp1r14d",0.00602813461134625,-1.32953336010165,0,0,1
"Ppp1r15a",6.50093112195277e-98,0.393513757488042,0.678,0.637,1.2387524252881e-93
"Ppp1r15b",0.0050402611886612,0.446206669092831,0.295,0.293,1
"Ppp1r16a",0.759697598722794,-0.10809601432771,0.013,0.014,1
"Ppp1r16b",7.95318752894493e-44,-0.656194706709215,0.002,0.005,1.51547988364046e-39
"Ppp1r17",1.27471945036312e-09,-5.97423024319819,0,0.001,2.42897791266693e-05
"Ppp1r18",2.73843193792254e-72,-0.00417481621346116,0.316,0.405,5.21808205771139e-68
"Ppp1r1a",4.68715417164086e-08,0.243241912390078,0.001,0.001,0.000893137227406167
"Ppp1r1b",0.00247850093443438,-1.03693251098504,0,0.001,1
"Ppp1r1c",1.2835910448309e-09,-1.85962069604406,0.001,0.004,2.44588273592528e-05
"Ppp1r2",2.08106005155336e-16,0.130647392296993,0.029,0.039,3.96545992823493e-12
"Ppp1r21",8.00195865109106e-97,-0.136646199793867,0.129,0.199,1.5247732209654e-92
"Ppp1r26",1.14882779168282e-09,-2.11796092662591,0,0.003,2.18909135705162e-05
"Ppp1r27",0.00116372175875924,-0.854453111598449,0.002,0.003,1
"Ppp1r32",0.00698158551469661,-1.396444894515,0,0,1
"Ppp1r35",0.417264163779271,0.716526356721186,0.012,0.01,1
"Ppp1r36",0.639380373057841,-3.21491435581624,0,0,1
"Ppp1r37",1.99466401861146e-50,-0.0296014684369541,0.033,0.045,3.80083228746413e-46
"Ppp1r3a",0.0469021165383984,-3.32986427140208,0,0,1
"Ppp1r3b",2.938543911349e-28,0.0506624781321772,0.059,0.08,5.59939542307552e-24
"Ppp1r3c",4.77613116322269e-10,-6.9744130906664,0,0.001,9.10091793152083e-06
"Ppp1r3d",0.611556821215222,0.565779256930195,0.039,0.035,1
"Ppp1r3e",0.729888170766446,0.876593989435502,0,0,1
"Ppp1r3f",0.556619426617775,0.443728662342092,0.002,0.003,1
"Ppp1r3g",0.4808645190101,1.00953715672163,0,0,1
"Ppp1r42",0.275367724561355,1.34791349310729,0,0,1
"Ppp1r7",2.57030865054393e-89,-0.518079782540987,0.031,0.066,4.89772313361145e-85
"Ppp1r8",3.41656862744322e-23,-0.127882104381035,0.024,0.037,6.51027151959306e-19
"Ppp1r9a",3.48064677563302e-133,-0.117246525470399,0.155,0.238,6.63237243096871e-129
