"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"4930517N10Rik",0.567487425537561,-3.27190941472477,0,0,1
"A1bg",0.993512935458898,1.6144862824496,0,0,1
"A1cf",0.649351034096898,4.78660555850919,0,0,1
"A2m",0.976007780371726,-3.48654769476502,0,0,1
"A2ml1",0.99638628884476,-2.03396152553158,0,0,1
"A3galt2",0.000613892439799578,0.117422666163134,0.004,0.005,1
"A4galt",0.212924161182807,-1.4692608516417,0,0,1
"A4gnt",0.15595384125628,3.08578707992515,0,0,1
"AA467197",1.98632812130925e-11,-0.51566587135435,0.1,0.1,3.78494823515478e-07
"AA986860",0.00068033429520253,-0.756027364802533,0,0.001,1
"AB124611",1.69409257097099e-51,-0.634468426378557,0.034,0.064,3.22809339398522e-47
"AF067061",0.409574172083209,3.78483119747363,0,0,1
"AF067063",0.318916787987563,-1.80259706511107,0,0,1
"AI182371",0.0178840014983604,-0.202936354476285,0.001,0.002,1
"AI429214",2.03757706882125e-08,-0.619155519725847,0.003,0.008,0.000388260310463889
"AI467606",8.57424938733204e-08,1.22190667024538,0.066,0.039,0.00163382322075612
"AI593442",1.69126881818254e-05,3.26266825471372,0,0,0.322271273304683
"AI597479",1.4813888155944e-54,-1.24373104841671,0.005,0.02,2.82278638811513e-50
"AI661453",0.0152088251798367,0.598408433110285,0.001,0.002,1
"AI837181",9.69998549453018e-20,0.0338551661769801,0.052,0.067,1.84833223598273e-15
"AI854703",0.415223405157958,6.57057493660023,0,0,1
"AI987944",4.06482949848474e-15,-0.704980229652258,0.001,0.004,7.74553260936267e-11
"AK157302",1,0.00940854880943398,0,0,1
"AU015836",0.314127077715317,3.88191669901047,0,0,1
"AU018091",1,0.00940854880943398,0,0,1
"AU021092",0.326727360219731,3.23933936665214,0,0,1
"AU022252",6.0233751324671e-38,-1.43477439905149,0.006,0.028,1.14775413149161e-33
"AU040320",5.41060370328747e-63,-0.04660814576311,0.084,0.125,1.03099053566143e-58
"AU041133",1.36488982455563e-36,-0.97215209012017,0.005,0.011,2.60079756069075e-32
"AV320801",0.99638628884476,-2.18363915443932,0,0,1
"AW146154",0.37854819766007,-1.06561754704541,0,0,1
"AW209491",6.43230055690251e-33,-1.85262109140928,0.002,0.014,1.22567487111777e-28
"AW551984",0.386614189835189,3.54757299616289,0,0,1
"AW554918",3.00166002753e-48,-0.152423989307665,0.019,0.032,5.71966318245841e-44
"AW822073",0.318916787987563,-3.24233314055741,0,0,1
"AY358078",0.318916787987563,-1.86254624990366,0,0,1
"AY761185",0.315760586850296,0.00940854880943398,0,0,1
"Aaas",6.10954488144784e-23,0.235424325758245,0.035,0.042,1.16417377715989e-18
"Aacs",0.121751163504877,0.429166357727784,0.034,0.036,1
"Aadac",0.994726698800063,3.47933320343452,0,0,1
"Aadacl2",0.99638628884476,-2.9858415152939,0,0,1
"Aadacl3",0.314197068254316,-0.221160943775825,0,0,1
"Aadacl4",0.315760586850296,3.13308291919599,0,0,1
"Aadat",0.567578545312913,1.95999995554805,0,0,1
"Aagab",3.03402882543464e-13,0.161758982436256,0.235,0.291,5.78134192686571e-09
"Aak1",2.58217328204545e-112,-1.47942200656256,0.008,0.036,4.9203311889376e-108
"Aamdc",9.00314260972908e-27,-0.816291643289917,0.007,0.021,1.71554882428388e-22
"Aamp",0.00334648990761249,0.425106374321625,0.274,0.296,1
"Aanat",0.988806167639082,1.72142615397133,0,0,1
"Aar2",0.745967863452274,0.564380794262343,0.007,0.007,1
"Aard",0.552170696161413,0.00940854880943398,0,0,1
"Aars",2.28315846465511e-39,0.180985649112809,0.082,0.12,4.35055845440031e-35
"Aarsd1",9.85307708150625e-52,-0.556912768874124,0.023,0.059,1.87750383788102e-47
"Aasdh",7.80325975674955e-15,0.0891599214654097,0.009,0.015,1.48691114664863e-10
"Aasdhppt",1.89257984079639e-18,0.286767742273969,0.04,0.043,3.60631088663751e-14
"Aass",0.320453109401208,-2.88572924532141,0,0,1
"Aatf",2.99775542320535e-25,0.00610741064936215,0.031,0.046,5.7122229589178e-21
"Aatk",5.64041837340122e-26,0.796231744978281,0.002,0.001,1.0747817210516e-21
"Abat",0.354045266990921,-0.570459128507103,0,0,1
"Abca1",4.7426158251284e-41,-0.151367991090607,0.48,0.545,9.03705445478217e-37
"Abca12",0.993512935458898,0.85059758764088,0,0,1
"Abca13",0.290460330253975,-1.2353189671047,0,0,1
"Abca14",0.0576166421904891,3.29257375444499,0,0,1
"Abca15",0.649351034152365,2.6681809424727,0,0,1
"Abca16",0.315760586850296,0.00940854880943398,0,0,1
"Abca17",1.53049777006541e-06,-1.01943515977095,0.002,0.004,0.0291636350085965
"Abca2",3.87530590660114e-13,-0.295386972542975,0.006,0.01,7.38439540502847e-09
