"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Itpr1",32.4655855360687,-19.9823098914823,4.13197880928491,-4.83601461037997,1.32468189386265e-06,0.0222705519996188
"Itgb1",488.169443751821,0.785179756790682,0.207317348857221,3.78733261407579,0.000152273199588516,0.426669505247021
"Il13",183.163470062714,2.54548215190643,0.661870606745182,3.84589091276331,0.000120115197089158,0.426669505247021
"Atp6v0a1",28.1450350789421,-7.26837028624614,1.90096774360079,-3.8235105833403,0.000131564941787908,0.426669505247021
"Cd74",1264.17101596944,-3.69260239479176,0.938094543599607,-3.93627957862616,8.27545587185246e-05,0.426669505247021
"Cd40lg",143.460340695562,1.4211400800704,0.362928648171338,3.91575613341904,9.01213090166004e-05,0.426669505247021
"H2-Aa",304.185242033927,-3.26539950316331,0.871169788006353,-3.74829286795641,0.000178042286211385,0.427606702255114
"Chn2",58.1797191360589,-8.33878960157198,2.25085061974682,-3.70472812740898,0.000211617582611686,0.444714349858458
"Repin1",35.2909754966597,-3.96060808593532,1.13690717501703,-3.48366882799909,0.000494591070974191,0.831506508521811
"Tff1",67.0080014755864,-4.11769249948913,1.17619251693553,-3.50086609139243,0.000463748801146486,0.831506508521811
"Xkr4",0.145864786486554,-0.107815452119873,4.17730052165734,-0.0258098385694064,0.979409014420544,0.999942692804785
"Rp1",0.257313387139883,-0.497696837492596,4.17456725934874,-0.11922118068119,0.905100126568391,0.999942692804785
"Lypla1",92.7128555910199,-0.15945268982586,0.394064835713116,-0.404635672546898,0.68574533304749,0.999942692804785
"Tcea1",195.022489613458,-0.450751649186771,0.347833995161599,-1.29588152813344,0.195016304105982,0.999942692804785
"Atp6v1h",160.394942034218,0.159928269635413,0.46931307703351,0.340770963908158,0.733276010949871,0.999942692804785
"Oprk1",0.0338328089692842,-0.0934727065943797,4.17736743410033,-0.0223759839346071,0.982148037598846,0.999942692804785
"Rb1cc1",203.194835423703,0.17840380117865,0.411742233074006,0.433290021882656,0.66480408617497,0.999942692804785
"Alkal1",0.135906032615357,-0.107815451863161,4.17730052165853,-0.0258098385079451,0.979409014469567,0.999942692804785
"St18",0.437594359459662,-0.950607399933746,4.17070327722386,-0.227924965346971,0.819704573946402,0.999942692804785
"Pcmtd1",140.379260848622,-0.0351590474327057,0.439356813542379,-0.0800239039181632,0.936218244357628,0.999942692804785
"Sntg1",0.313306982082514,-0.750524686412086,4.17227986357666,-0.17988359145417,0.857243957193735,0.999942692804785
"Rrs1",49.0142950353034,-0.172123589730791,0.632178399674763,-0.2722705961155,0.785413963361509,0.999942692804785
"Adhfe1",0.135906032615357,-0.107815451863161,4.17730052165853,-0.0258098385079451,0.979409014469567,0.999942692804785
"Vxn",0.679530163076783,-1.96073802406469,4.16269531452618,-0.471026072271609,0.637622116428313,0.999942692804785
"Mybl1",5.19023189900924,-0.705877064893876,1.26438950733371,-0.55827501003421,0.576656606718715,0.999942692804785
"Vcpip1",64.0090177989705,0.0972618228243301,0.342214849840187,0.284212747838824,0.776247346761535,0.999942692804785
"Sgk3",22.4338900199301,-0.384418854213313,1.0008780202911,-0.384081622755096,0.700917951751726,0.999942692804785
"Mcmdc2",0.788716394959324,1.21144450557525,2.16320212206078,0.560023722804583,0.575463256680341,0.999942692804785
"Tcf24",0.204415471078532,0.985124382613894,4.12581949437457,0.238770596715896,0.811283471262834,0.999942692804785
"Ppp1r42",0.271223700820695,-0.936665316385549,3.90264607193229,-0.240007753488592,0.810324245847994,0.999942692804785
"Cops5",130.500191291596,-0.27469246932647,0.331232078243659,-0.829305153000317,0.406931755757019,0.999942692804785
"Cspp1",120.907402892371,-0.0730168667797406,0.442708434660854,-0.164932178976162,0.868997364075578,0.999942692804785
"Arfgef1",258.489674817383,-0.258783531250843,0.481947314306609,-0.53695398556824,0.591299398961605,0.999942692804785
"Cpa6",0.184358600080602,-0.506675152197928,4.17447994410896,-0.121374436811692,0.903394463636807,0.999942692804785
"Slco5a1",1.07139912807466,-1.17578749095993,2.10255616598013,-0.559218112688002,0.576012873169265,0.999942692804785
"Prdm14",0.261758492465542,-0.668290757936235,4.1729859085867,-0.160146900223435,0.872765356876831,0.999942692804785
"Ncoa2",300.480913176202,0.145214655800916,0.343839359859513,0.422332847118633,0.672782085907704,0.999942692804785
"Tram1",484.942313632865,0.149167640578513,0.35706978675293,0.417754865050309,0.676126353829822,0.999942692804785
"Lactb2",59.5522278397053,0.131319020358675,0.591839909687479,0.221882671663724,0.82440522033164,0.999942692804785
"Xkr9",0.231259759555999,2.09786605625006,4.0860893734068,0.513416586015824,0.607659945946177,0.999942692804785
"Eya1",12.4987937274901,-0.837255822556419,0.853261530274442,-0.98124173286838,0.326473548692762,0.999942692804785
"Msc",0.388690020273661,-1.3828263440605,3.06871046170721,-0.45062131514721,0.65226250150212,0.999942692804785
"Trpa1",0.421255061434931,3.76151420267535,3.99612198230483,0.941291136589838,0.346555683647109,0.999942692804785
"Kcnb2",0.865383567205837,-2.16161471435866,2.94377731520573,-0.734299671103891,0.46276611831781,0.999942692804785
