"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","contrast"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.487518355359765,0.54168706151085,0.0647943366000727,-0.212809678273866,-0.990337082185606,193,"Tagln;Col6a2;Tpm1;Col5a1;Flna;Sgcb;Areg;Mest;Cxcl5;Fstl3;Thy1;Tgfbr3;Sdc1;Rgs4;Thbs1;Mmp14;Capg;Lox;Sntb1;Vcam1;Tfpi2;Glipr1;Vegfa;Fn1;Edil3;Col12a1;Slit2;Igfbp2;Prss2;Anpep;Pcolce2;Grem1;Fuca1","41BB-L vs B7H3"
"HALLMARK_ADIPOGENESIS",0.524229074889868,0.569814211836813,0.0613026075396207,-0.208353866684987,-0.969601392514477,193,"Cox8a;Ndufa5;Atp5o;Nabp1;Dgat1;Gpd2;Cd36;Aldoa;Uqcr11;Sdhc;Dld;Lama4;Cidea;Cox7b;Elovl6;Etfb;Suclg1;Ghitm;Scp2;Cyc1;Ndufab1;Ndufs3;Bcl2l13;Esyt1;Cdkn2c;Miga2;Rmdn3;Dnajc15;Ywhag;Mdh2;Itga7;Cox6a1;Qdpr;Immt;Itih5;Col4a1;Tst;Samm50;Tank;Uqcrc1;Map4k3;Sod1;C3;Ddt;Ephx2;Grpel1;Aco2;Uqcrq;Sdhb;Itsn1;Slc1a5","41BB-L vs B7H3"
"HALLMARK_MYOGENESIS",0.54625550660793,0.581122879370138,0.0593487680335629,-0.205736031737541,-0.957418962445855,193,"Tagln;Agrn;Ryr1;Ppfia4;Col6a2;Lsp1;Myl4;Tnnt3;Bdkrb2;Cd36;Actn2;Svil;Gsn;Mb;Myom1;Cox7a1;Mybph;Fdps;Dmpk;Atp2a1;Bag1;Pygm;Cav3;Smtn;Pick1;Ppp1r3c;Hspb2;Aplnr;Itga7;Igfbp7;Ankrd2;Cox6a2;Tcap;App;Myh1;Gaa;Pgam2;Ncam1","41BB-L vs B7H3"
"HALLMARK_TGF_BETA_SIGNALING",0.621931260229133,0.64784506273868,0.0583452776743612,-0.243602179834593,-0.907226905068772,53,"Cdh1;Id3;Hdac1;Ppp1ca;Thbs1;Map3k7;Nog","41BB-L vs B7H3"
"HALLMARK_APOPTOSIS",0.715942028985507,0.730553090801538,0.0462302524077616,-0.195230966094982,-0.885908773772912,155,"Isg20;H1f0;Tgfb2;Pmaip1;Bcl2l2;Top2a;Cyld;Satb1;Tgfbr3;Cd69;Ccnd2;Gsn;Egr3;Hgf;Ccna1;Fez1;Il1b;Tap1;Psen1;F2","41BB-L vs B7H3"
"HALLMARK_PROTEIN_SECRETION",0.958100558659218,0.958100558659218,0.0632191170859458,0.16374566132188,0.729448172203346,93,"Scamp1;Tom1l1;Rab2a;Rab22a;Mon2;Vps45;Tspan8;Egfr;Ap1g1;Zw10;Ykt6;Snap23;Vps4b;Kif1b;Gbf1;Arfgap3;Atp6v1h;Pam;Dst","41BB-L vs B7H3"
"HALLMARK_MYC_TARGETS_V1",1.03619405748373e-11,5.18097028741866e-10,0.875325132024659,-0.52448975975784,-2.2242661996292,183,"Fam120a;Abce1;Hnrnpc;Prps2;Cbx3;Psma7;Ran;Usp1;Eif3j1;Etf1;Hnrnpa2b1;Pgk1;Hnrnpr;Ube2e1;Srm;Pabpc1;Prdx3;Psma6;Snrpb2;Snrpg;Psma1;Cct3;Canx;Eif2s1;Mcm4;Cul1;Eif1ax;Tomm70a;Ywhaq;Xrcc6;Pwp1;Ddx18;Srsf3;Smarcc1;Nap1l1;Orc2;Prdx4;Ncbp1;Ndufab1;Txnl4a;Eif2s2;Lsm2;Eif4g2;H2az1;Stard7;Kpnb1;Ptges3;Mcm6;Uba2;Trim28;Psma2;Xpot;Hnrnpa1;Acp1;Impdh2;Iars;Hprt;Clns1a;Vdac1;Eef1b2;Serbp1;Aimp2;Eprs;Pa2g4;Xpo1;Ranbp1;Rrm1;Snrpa1","41BB-L vs CD28-41BB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",9.80885215546964e-09,2.45221303886741e-07,0.747739663149885,0.451574398126758,1.98960979612333,198,"Oasl1;Gbp4;Socs1;Rsad2;Isg15;Helz2;Gbp8;Serping1;Pfkp;Tap1;Tnfaip6;Nlrc5;Trafd1;Cd274;Dhx58;Trim25;Stat2;Irf7;Oas3;Cmpk2;Fgl2;Cxcl9;Ifit2;Ciita;Il18bp;Adar;Zbp1;Oas2;Il4ra;Xaf1;Tapbp;Ifit3;Pml;Rtp4;Trim14;H2-Eb1;H2-D1;Ube2l6;Cmtr1;Arl4a;Pim1;Cd74;Irf1;Lgals3bp;Batf2;Stat1;Sectm1a;Cdkn1a;Cd40;Ifi35;C1s1;Gbp3;Casp8;Psmb9;Herc6;Psmb10;Cd69;Ccl5;H2-DMa;Il15ra;Rnf31;Ifi44;Xcl1;Irf8;Nod1;Isg20;Upp1;Pnp2;Itgb7;Mvp;Usp18;Nmi;H2-M2;Nfkb1;Tnfaip2","41BB-L vs CD28-41BB"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",1.76846568510632e-08,2.94744280851053e-07,0.73376198835648,0.54448479594826,2.14052368427943,96,"Oasl1;Rsad2;Isg15;Helz2;Tap1;Uba7;Trafd1;Dhx58;Trim25;Stat2;Irf7;Oas1g;Tmem140;Cmpk2;Ifit2;Mov10;Adar;Oas1a;Il4ra;Ncoa7;Gbp2;Ifit3;Rtp4;Trim14;Ube2l6;Cmtr1;Cd74;Irf1;Lgals3bp;Batf2;Ifi35;C1s1;Gbp3;Casp8;Psmb9;Herc6;Tent5a;Rnf31;Ifi44;Isg20;Usp18;Nmi","41BB-L vs CD28-41BB"
"HALLMARK_PROTEIN_SECRETION",2.06088954123842e-05,0.000220548705985362,0.575610261071129,-0.498761238814781,-1.91691548013682,93,"Rer1;Arfgef1;Rab14;Stx12;Dnm1l;Lamp2;Stx7;Copb1;Ppt1;Atp6v1h;Sh3gl2;Arcn1;Scamp1;Vamp3;Mapk1;Gbf1;Egfr;Atp7a;Cltc;Vps4b;Rab2a;Golga4;Ocrl;Snx2;Dst;Sec31a;Dop1a;Ap1g1;Zw10;Tsg101;Tmed10;Cope;Rab22a;Sec24d;Gosr2;Tmed2","41BB-L vs CD28-41BB"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",2.20548705985362e-05,0.000220548705985362,0.575610261071129,-0.413455043748085,-1.75508016199327,186,"Slc25a5;Uqcrc2;Ndufv2;Acat1;Ndufb4;Etfdh;Decr1;Mpc1;Slc25a11;Dld;Prdx3;Abcb7;Glud1;Echs1;Fh1;Uqcrb;Idh3g;Timm9;Tomm70a;Atp6v1h;Ldhb;Phyh;Retsat;Mdh1;Ndufab1;Sucla2;Hadhb;Fdx1;Atp6v0b;Cyb5a;Uqcrfs1;Opa1;Mtrr;Lrpprc;Cox7a2l;Ndufs3;Atp6v1c1;Ndufa4;Vdac2;Pmpca;Ndufa6;Aco2;Vdac1;Eci1;Dlat;Ndufa5;Ech1;Aldh6a1;Idh3a;Ndufs8;Rhot1;Idh3b;Tomm22;Sdhc;Cox7b","41BB-L vs CD28-41BB"
"HALLMARK_ANDROGEN_RESPONSE",0.000101270173357206,0.000843918111310047,0.538434096309916,-0.458142806583869,-1.80613897499356,106,"Tnfaip8;Selenop;B2m;B4galt1;Lifr;Xrcc6;Fkbp5;Zmiz1;Dnajb9;Fads1;Plpp1;Elovl5;Mertk;Slc26a2;Elk4;Srp19;Inpp4b;Spcs3;Pias1;Arid5b;Adamts1;Ell2;Dbi;Pa2g4;Hpgd;Sms;Sgk1;Gpd1l;Ncoa4;Stk39;Ccnd1;Sec24d;Cdk6;Itgav;Uap1;Bmpr1b;Lman1;Pmepa1;Ank;H1f0;Cdc14b;Iqgap2;Idi1;Acsl3","41BB-L vs CD28-41BB"
"HALLMARK_FATTY_ACID_METABOLISM",0.0003999260454635,0.00285661461045357,0.49849310876659,-0.393538168841679,-1.64614800854882,153,"Ywhah;Serinc1;Etfdh;Acsl5;Decr1;Dld;Suclg2;Echs1;Fh1;Idh3g;Mcee;Maoa;Adsl;Crat;Nbn;Grhpr;Aldh3a2;Retsat;Elovl5;Gstz1;Mdh1;Sucla2;Nsdhl;Hadhb;H2az1;Glul;Hsd17b4;Aco2;Eci1;Hadh;Ech1;Erp29;Hsd17b11;Ehhadh;Ephx1;Acads;Pts;Me1;Idh3b;Hpgd;Sms;Slc22a5;Sdhc","41BB-L vs CD28-41BB"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.000817222567418235,0.00458823089524218,0.477270815362862,0.351279713482821,1.5402139461583,188,"Slc2a1;Mast4;Fdft1;Tgm2;Wfs1;Sfn;Med13l;Cish;Pmaip1;Ncor2;Slc7a2;Mreg;Itpk1;Tsku;Bcl2;Slc16a1;Amfr;Gab2;Rara;Tob1;Abhd2;Slc37a1;Nxt1;Dlc1;Slc24a3;Pex11a;Blvrb;Krt8;Tiam1;Gla;Xbp1;Slc7a5;Klf4;Nbl1;Fasn;Plaat3;Ttc39a;Aqp3;Ppif;Cbfa2t3;Adcy1;Cant1;Flnb;Cd44;Myof;Krt18;Rasgrp1;Tff1;Cxcl12;Mill2;Anxa9;Tff3;Bhlhe40;Mindy1;Celsr1;Sh3bp5;Wwc1;Lad1;Lrig1;Il17rb;Fhl2","41BB-L vs CD28-41BB"
"HALLMARK_HYPOXIA",0.000825881561143593,0.00458823089524218,0.477270815362862,0.34070051532642,1.48866446108998,192,"Slc2a1;Pfkp;Tgm2;Angptl4;Gpc1;Sdc3;Ppfia4;Foxo3;Ddit3;Chst2;Bcl2;Klf7;Prdx5;Hk2;Plin2;Ext1;P4ha2;Chst3;Edn2;Stbd1;Csrp2;Maff;Ilvbl;Nagk;Pim1;Sdc4;S100a4;Cdkn1a;Gys1;Plaur;Cdkn1b;Pfkl;Ackr3;Cavin1;Ndrg1;Sdc2;Jun;Wsb1;Vhl;Tgfb3;Isg20;Ppp1r15a;Gpc4;Zfp292;Eno3;Mif;Irs2;Zfp36;Dcn;Myh9;Klf6;Cav1;Igfbp3;Ldhc;Gapdhs;Bhlhe40;Slc37a4;Atf3;Pdgfb","41BB-L vs CD28-41BB"
"HALLMARK_P53_PATHWAY",0.00102633288236781,0.00513166441183904,0.45505986738723,0.339226585958063,1.48730859566639,190,"Socs1;Ier5;Osgin1;Tap1;Ccnd2;Sfn;Trafd1;Foxo3;Ddit3;H2aj;Mxd1;Sertad3;Sdc1;Hspa4l;Jag2;Wrap73;Mapkapk3;Dram1;Tob1;Fdxr;Pcna;Csrnp2;Tgfb1;Bax;Rhbdf2;Aen;Tsc22d1;Notch1;Ralgds;Rab40c;Mdm2;Klf4;Cebpa;Def6;S100a4;Gadd45a;Cdkn1a;Traf4;Gm2a;Ndrg1;Trib3;Cdkn2a;Jun;Plk2;Cdkn2aip;Upp1;Ppp1r15a;Mknk2;Slc7a11;Rap2b;Abcc5","41BB-L vs CD28-41BB"
"HALLMARK_UV_RESPONSE_DN",0.00291726662165664,0.013260302825712,0.431707695803346,-0.383162075352849,-1.56715142701513,139,"Phf3;Prdm2;Dab2;Nrp1;Nek7;Nipbl;Gcnt1;Pten;Atrx;Nr1d2;Atrn;Ccn1;Zmiz1;Dmac2l;Ptprm;Mios;Tgfbr2;Inpp4b;Dyrk1a;Add3;Sri;Kcnma1;Adgrl2;Cdk13;Rbpms;Bmpr1a;Igf1r;Ddah1;Igfbp5;Nfib;Apbb2;Rasa2;Wdr37;Syne1;Atp2b1;Pmp22;Mapk14;Mgmt;Dusp1;Sfmbt1;Lamc1;Tfpi;Mt1;Tjp1;Vav2;Vldlr","41BB-L vs CD28-41BB"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.00334130158216183,0.0139220899256743,0.431707695803346,0.401012363981209,1.57101504268734,85,"Socs1;Cxcl13;Csf2ra;Tnfrsf12a;Il12rb1;Il3ra;Stat2;Cxcl9;Acvrl1;Crlf2;Il4ra;Cd36;Tgfb1;Pim1;Itga4;Irf1;Stat1;Pf4;Jun;Pdgfc;Il15ra;Ltb","41BB-L vs CD28-41BB"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.00901453686239233,0.0329464444221259,0.380730400722792,0.309221095596629,1.35299026416452,194,"Fdft1;Wfs1;Sfn;Dusp2;Cish;Ncor2;Itpk1;Bcl2;Slc16a1;Amfr;Hspa4l;Ckb;Tob1;Abhd2;Rnaseh2a;Mocs2;Nxt1;Slc24a3;Trim29;Blvrb;Pkp3;Pdcd4;Lsr;Tiam1;Tst;Gla;Xbp1;Slc7a5;Klf4;Unc13b;Nbl1;Slc2a8;Plaat3;Llgl2;Ppif;Etfb;Isg20;Gper1;Flnb;Zfp36;Cd44;Myof;Tff1;Gins2;Cav1;Cxcl12;Mill2;Anxa9;Ass1;Tff3;Prlr;Mapk13;Ascl1;Cyp4f15;Il17rb;Perp;Xrcc3","41BB-L vs CD28-41BB"
"HALLMARK_MTORC1_SIGNALING",0.00922500443819525,0.0329464444221259,0.380730400722792,-0.330472914742542,-1.40937649132398,197,"Actr3;Eef1e1;Psma3;Uchl5;Etf1;Actr2;Pgk1;Canx;Mcm4;Mthfd2;Ube2d3;Lgmn;Lta4h;Fads1;Pitpnb;Elovl5;Gga2;Eif2s2;Cacybp;Niban1;Tmem97;Pno1;Tubg1;Hspa4;Tbk1;Cd9;Ufm1;Nup205;Add3;Hprt;Calr;Sdf2l1;Acaca;Cxcr4;Ssr1;Dapp1;Wars1;Eprs;Me1;Arpc5l;Qdpr;Igfbp5;Abcf2;Gsk3b;Psmg1;Psma4;Glrx;Phgdh;Ero1a;Rpn1;Cct6a;Gbe1;Mcm2;Nfyc;Psmc6;Rdh11;Elovl6;Rpa1;Psme3;Psmc2;Idi1;Vldlr;Stip1;Acsl3;Pdk1;Dhcr7;Tfrc;Rab1a;Hspa9;Ccng1;Ak4;Gpi1","41BB-L vs CD28-41BB"
"HALLMARK_IL2_STAT5_SIGNALING",0.0111742619028215,0.0370954551838256,0.380730400722792,0.312920159482634,1.37536133410629,196,"Socs1;Gabarapl1;Socs2;Plec;Tgm2;Il3ra;Ccnd2;Uck2;Cish;Fgl2;Rabgap1l;Mxd1;Itgae;Bcl2;Traf1;Ahnak;Hk2;Rnh1;Plin2;Tnfrsf8;Il4ra;Etv4;Batf3;Ptger2;Spred2;Ecm1;Tiam1;Maff;Arl4a;Xbp1;Pim1;Irf6;Flt3l;Ager;Rhob;Syngr2;Tnfrsf4;Twsg1;Gbp3;Ndrg1;Ikzf4;Myo1c;Irf8;Bcl2l1;Ltb;Ccr4;Pnp2;Furin;Tnfsf11;Mapkapk2;Eno3;Cd44;Cxcl10;Klf6;Adam19;Bhlhe40;Swap70;Sell;Anxa4;Gadd45b;Penk","41BB-L vs CD28-41BB"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0118705456588242,0.0370954551838256,0.380730400722792,0.3113158539872,1.36680472475272,197,"Ier5;Cebpd;Cebpb;Tap1;Tnfaip6;Kdm6b;Inhba;Dusp2;Mxd1;Klf9;Ifit2;Nfkb2;Traf1;Tubb2a;Tnip2;Dram1;Cflar;Tsc22d1;Maff;Zbtb10;Sqstm1;Klf4;Kynu;Sdc4;Irf1;Relb;Gadd45a;Cdkn1a;Rhob;Klf2;Fut4;Zc3h12a;Clcf1;Plaur;B4galt5;Marcks;Ackr3;Mcl1;Cd69;Jun;Ccl5;Il15ra;Plk2;Fosb;Ppp1r15a;Junb;Nfkb1;Slc2a6;Tnfaip2;Plpp3;Irs2;Zfp36;Cd44;Cxcl10;Nfat5;Ldlr;Klf6;Phlda2;Bhlhe40;Atf3;Gadd45b;Ptpre;Sphk1;Ifih1","41BB-L vs CD28-41BB"
"HALLMARK_MITOTIC_SPINDLE",0.0143407088908298,0.0421785555612642,0.380730400722792,-0.314458906806496,-1.33985451138528,198,"Ssh2;Dock2;Arfgef1;Ckap5;Wasf2;Dock4;Smc1a;Rasal2;Sos1;Pcm1;Myo9b;Arhgap5;Sorbs2;Rapgef6;Tubgcp5;Rfc1;Nf1;Numa1;Arhgef11;Hook3;Kif5b;Itsn1;Ppp4r2;Tlk1;Rasa1;Flna;Cdk5rap2;Lrpprc;Rock1;Lats1;Abi1;Cdk1;Dst;Smc3;Capzb;Myo1e;Arhgef12;Akap13;Fgd4;Cdc42;Cep192;Rabgap1;Rasa2;Clasp1;Ywhae;Llgl1;Nin;Stau1;Ophn1;Dync1h1;Fscn1;Pkd2;Arhgef7;Pcgf5;Cep57;Dynll2;Epb41;Epb41l2","41BB-L vs CD28-41BB"
"HALLMARK_PEROXISOME",0.0203887540729215,0.0566354279803376,0.352487857583619,-0.370837512512901,-1.44213559416091,99,"Ide;Ywhah;Acsl5;Abcd3;Pabpc1;Cln6;Cadm1;Pex2;Pex13;Crat;Bcl10;Smarcc1;Fads1;Retsat;Elovl5;Msh2;Isoc1;Vps4b;Hsd17b4;Ech1;Hsd17b11;Ehhadh;Itgb1bp1","41BB-L vs CD28-41BB"
"HALLMARK_ADIPOGENESIS",0.0228674292174986,0.0601774453092069,0.352487857583619,-0.313656032737486,-1.33450428587753,196,"Gpx3;Pqlc3;Dram2;Ubqln1;Aplp2;Lpl;Decr1;Dld;Samm50;Dbt;Lpcat3;Prdx3;Sult1a1;Jagn1;Rtn3;Lifr;Echs1;Idh3g;Dhrs7b;Crat;Dnajb9;Phyh;Retsat;Map4k3;Ptcd3;Ndufab1;Cmpk1;Dhrs7;Itsn1;Reep5;Ndufs3;Aco2;Hadh;Dlat;Ndufa5;Ech1;Atl2;Acads;Idh3a;Ghitm;Me1;Col15a1;Sdhc;Cox7b;Qdpr;Rreb1;Cdkn2c","41BB-L vs CD28-41BB"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.0544464609800363,0.136116152450091,0.261663521711573,-0.332637391310467,-1.31591650261047,109,"Hyou1;Dkc1;Cnot6;Eif2s1;Paip1;Parn;Mthfd2;Dnajb9;Yif1a;Spcs1;Kif5b;Slc30a5;Nfyb;Eif4a3;Xpot;Spcs3;Cnot2;Sdad1;Iars;Eif4g1;Atp6v0d1;Calr;Ssr1;Sec31a;Pdia6;Dctn1;Mtrex;Exosc10;Cebpg;Eif4a1;Ddx10;Ero1a;Gosr2;Ywhaz;Eif4a2;Eif4ebp1;Ccl2;Arfgap1;Fkbp14;Cnot4;Atf6;Nfya","41BB-L vs CD28-41BB"
"HALLMARK_KRAS_SIGNALING_DN",0.0642857142857143,0.153061224489796,0.276500599254472,0.279787796302758,1.22530160796843,189,"Rsad2;Tnni3;Mefv;Chst2;Ypel1;Mthfr;Gpr3;Sphk2;Slc5a5;Nr6a1;Entpd7;P2rx6;Slc29a3;Edn2;Hsd11b2;Ryr1;Ckm;Akr1b8;Sstr4;Scn10a;Slc6a3;Gp2;Tgm1;Ifi44l;Fgf22;Sprr3;Sox10;Fgf16;Cdh16;Krt1;Col2a1;Il5;Btg2;Edar;Mast3;Kmt2d;Adra2c;Ngb;Macroh2a2;Mfsd6;Pax4;Atp4a;Slc12a3;Edn1;Smpx;Coq8a;Tent5c;Efhd1","41BB-L vs CD28-41BB"
"HALLMARK_APOPTOSIS",0.0677570093457944,0.153993203058624,0.266350657088526,0.296943541876033,1.26027654124468,154,"Tnfrsf12a;Tap1;Ccnd2;Tspo;Plcb2;Slc20a1;Pmaip1;Ddit3;Rara;Cflar;Fdxr;Bmf;Lmna;Bax;Gstm2;Bcl2l11;Pdcd4;Sqstm1;Irf1;Gadd45a;Cdkn1a;Rhob;Cdkn1b;Casp8;Psen2;Mcl1;Igfbp6;Cd69;Jun;Wee1;Bcl2l1;Isg20;Timp1;Cd2;Ifnb1;Ebp;Lgals3;Bcl2l10;Cd44;Dcn;Krt18;Casp9;Cav1;Clu;Atf3;Gadd45b","41BB-L vs CD28-41BB"
"HALLMARK_COMPLEMENT",0.0756013745704467,0.16435081428358,0.213927855492356,-0.298685871742944,-1.26902994581217,190,"S100a9;Kif2a;Itgam;Tnfaip3;Ctsh;Cxcl2;Apoc1;Dock4;Dock10;Pik3ca;Pik3cg;Lamp2;Prcp;Lyn;Lgmn;Lta4h;Psen1;Olr1;C1qa;Cfh;Ctsd;Spock2;Usp14;Hpcal4;Fdx1;Lipa;Casp4;Vcpip1;Akap10;Gnb2;Timp2;Cp;Me1;Cxcl3;Adam9;Usp15;Mmp8;Lap3;Zeb1;Lcp2;Ang;Gzma;Usp16;Zfpm2","41BB-L vs CD28-41BB"
"HALLMARK_MYOGENESIS",0.0857142857142857,0.178571428571429,0.237793834423688,0.271835172946948,1.19183697877512,190,"Slc6a8;Sh2b1;Apod;Ppfia4;Tpm2;Agrn;Ocel1;Ckb;Ache;Tnnt3;Hdac5;Cd36;Tgfb1;Spdef;Notch1;Smtn;Pde4dip;Cdkn1a;Pick1;Syngr2;Psen2;Ryr1;Ptgis;Actn2;Ckm;Myo1c;Gabarapl2;Sod3;Dapk2;Rit1;Sh3bgr;Eno3;Myh9;Chrnb1;Igfbp3;Acsl1;Clu;Bhlhe40;Gadd45b;Casq2;Sphk1","41BB-L vs CD28-41BB"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.10573476702509,0.211469534050179,0.183023938384487,-0.31787297651925,-1.25021821857688,103,"Actr3;Arpc3;Actr2;Pla2g12a;Pten;Ube2n;Ube2d3;Mapk1;Smad2;Ralb;Egfr;Cltc;Prkag1;Tbk1;Cdk1;Calr;Acaca;Cxcr4;Csnk2b;Them4;Dapp1;Gna14;Mapkap1;Gsk3b;Map3k7;Pikfyve;Cab39l;Plcb1;Tsc2","41BB-L vs CD28-41BB"
"HALLMARK_HEME_METABOLISM",0.115059221658206,0.218423551756885,0.169570644405628,-0.280789869392097,-1.19767388636403,191,"Nek7;Ctse;Gapvd1;Lamp2;Slc10a3;Top1;Klf3;Xpo7;Vezf1;Kat2b;Abcg2;Ctns;Minpp1;Dcun1d1;Btrc;Nudt4;Ezh1;Daam1;Gclm;Marchf8;Cir1;Bsg;Mospd1;Narf;Kdm7a;Add1;Foxj2;Bmp2k;Fbxo7;Mboat2;Arhgef12;Ell2;Bnip3l;Mpp1;Aldh6a1;Slc11a2;Slc25a37;Dcaf11;Cdr2;Rad23a;Ncoa4;Ranbp10;Usp15;Epor;Mark3;Endod1;Tmcc2;Fech;Sec14l1;Bpgm","41BB-L vs CD28-41BB"
"HALLMARK_E2F_TARGETS",0.117948717948718,0.218423551756885,0.16823816568964,-0.279419681939439,-1.19164843280869,197,"Cks2;Cse1l;Ran;Usp1;Atad2;Smc1a;Nudt21;Smc6;Eif2s1;Mcm4;Rbbp7;Mthfd2;Asf1a;Nup153;Xrcc6;Ipo7;Ing3;Nbn;Rfc1;Nap1l1;Orc2;Prdx4;Msh2;Ssrp1;Rad50;Stag1;H2az1;Tubg1;Eed;Mcm6;Nup205;Cdk1;Rfc2;Smc3;Pa2g4;Xpo1;Ranbp1;Ctcf;Zw10;Rfc3;Cdkn2c;Hus1;Dscc1;Naa38;Snrpb","41BB-L vs CD28-41BB"
"HALLMARK_HEDGEHOG_SIGNALING",0.125490196078431,0.224089635854342,0.175204047558551,-0.402869952078847,-1.29962217072839,36,"Nrp2;Nrp1;Nf1;Adgrg1;Ldb1;Dpysl2;Rasa1","41BB-L vs CD28-41BB"
"HALLMARK_APICAL_JUNCTION",0.143589743589744,0.247422680412371,0.151148761385484,-0.272115026894714,-1.15846730839591,192,"Ywhah;Arpc2;B4galt1;Sirpa;Cd34;Pten;Arhgef6;Cd86;Ptprc;Amigo1;Inppl1;Crat;Myl12b;Nf1;Egfr;Gamt;Rasa1;Cdk8;Nrxn2;Tubg1;Mmp9;Ctnna1;Cap1;Fyb;Pik3cb;Sgce;Akt2;Hadh;Tial1;Pals1;Lima1;Adam9;Icam1;Exoc4","41BB-L vs CD28-41BB"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.148453608247423,0.247422680412371,0.16440575583821,0.360345703497992,1.22682905963105,40,"Ccnd2;Ncor2;Jag2;Dvl2;Hdac5;Notch1;Psen2;Fzd8;Hey1;Fzd1;Wnt6;Wnt5b;Hey2","41BB-L vs CD28-41BB"
"HALLMARK_UV_RESPONSE_UP",0.165116279069767,0.266316579144786,0.165656695205483,0.271667563209045,1.14927858472236,152,"Slc6a8;Cltb;Cdc34;Tap1;Dnajb1;Ap2s1;Hspa2;Klhdc3;Acaa1a;Chka;Bcl2l11;Htr7;Slc25a4;Cyb5b;Tst;Stard3;Sqstm1;Irf1;Rhob;Grpel1;Aqp3;H2ax;Ppif;Rfc4;Stk25;Fosb;Furin;Hyal2;Alas1;Junb;Polg2;Prpf3","41BB-L vs CD28-41BB"
"HALLMARK_KRAS_SIGNALING_UP",0.188908145580589,0.295159386068477,0.130777137971974,-0.26135742201145,-1.11462025117112,201,"Zfp277;Zfp639;Tnfaip3;Nrp1;Dock2;St6gal1;Tmem176a;Tlr8;Ptgs2;Ptcd2;Ly96;Spp1;F13a1;Tspan7;Cfh;Wdr33;Cd37;Hdac9;Mmp9;Bmp2;Clec4a3;Il1rl2;Il1b;Ets1;Cmklr1;Prelid3b;Lif;Cpe;Akt2;Cxcr4;Tmem176b;Sox9;Birc3;Adam17;Galnt3;Fuca1;Tnfrsf1b;Lat2;Glrx;Ikzf1;Il7r;Jup;Nin;Etv1;Ero1a;Tmem100;Bpgm;Cab39l;Mmd;Eng;Mtmr10;Ace;Vwa5a;Tfpi;Laptm5;Ank;Crot;Car2;Peg3;Emp1;Ptprr","41BB-L vs CD28-41BB"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.194805194805195,0.295159386068477,0.14551614609036,0.305221482039245,1.16219668379669,73,"Tnfrsf12a;Fdft1;Mvk;Stard4;Pcyt2;Chka;Srebf2;Fasn;Plaur;Trib3;Cxcl16;Cpeb2;Ebp;Acat3;Lgals3;Tm7sf2;Atf5;Ldlr;Mvd;Antxr2;Clu;Cyp51;Atf3","41BB-L vs CD28-41BB"
"HALLMARK_TGF_BETA_SIGNALING",0.207792207792208,0.305576776165011,0.128788713061714,-0.340015075109616,-1.19144171801953,54,"Trim33;Bmpr2;Ube2d3;Tgfbr1;Smurf2;Hdac1;Ppm1a;Thbs1;Bmp2;Xiap;Ifngr2;Acvr1;Hipk2;Bcar3;Bmpr1a;Rab31;Tgif1;Map3k7","41BB-L vs CD28-41BB"
"HALLMARK_ALLOGRAFT_REJECTION",0.214776632302405,0.306823760432008,0.120985142145252,-0.260610431304261,-1.10725840357377,190,"Abce1;B2m;Hif1a;Eif3j1;Gcnt1;Cd86;Ube2n;Ptprc;Lyn;Tlr1;Igsf6;Bcl10;Degs1;Egfr;Icosl;Klrd1;Tlr6;Ly86;Spi1;Galnt1;Flna;Hdac9;Cd80;Mmp9;Ifnar2;Il1b;Ets1;Fyb;Glmn;Ifngr2;Lif;Abi1;Il16;Ccr2;Ptpn6;Cd4;Tlr2;Eif3a;Cd28;Wars1;Il15;Icam1;Irf4;Eif3d;Cd1d1;Map3k7;Ccl4;H2-Q7;Il10;Lcp2;Gzma;Ccl2;Ccr5;Csf1;Cd8b1;Il6","41BB-L vs CD28-41BB"
"HALLMARK_APICAL_SURFACE",0.224371373307544,0.311626907371588,0.126253987849115,-0.356774812975766,-1.17089308405938,40,"Gstm5;Ncoa6;B4galt1;Lyn;Sulf2;Rtn4rl1;App;Adam10;Afap1l2;Slc34a3;Cd160;Ntng1;Atp8b1","41BB-L vs CD28-41BB"
