"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Cma1",44.6008936212526,-21.7609624909038,4.13168697549606,-5.26684684003466,1.38786902353524e-07,0.0024851182735422
"Itpr1",162.108905681348,-9.93410694412779,1.99276887286684,-4.98507733605673,6.1937034092357e-07,0.00554522266228872
"mt-Nd5",1027.65327376486,-12.600022792514,2.57369355742654,-4.89569659766058,9.79581032105306e-07,0.00584679265362587
"mt-Cytb",2766.63813304469,-10.4518823792496,2.26145263491316,-4.62175604206316,3.80505324114737e-06,0.0170333208339962
"Kifc3",93.0631450744977,2.14241839379898,0.473572969508562,4.52394568892353,6.06973059861634e-06,0.0217369192197648
"Retnla",605.14280183946,4.79463430138675,1.12341815406329,4.26789818559106,1.97323345540999e-05,0.0588878637542856
"Mt3",140.077600441313,-7.69294064994873,1.86355112099854,-4.12810819261381,3.65760019845831e-05,0.0935614130765637
"Sparcl1",85.8500679680389,-7.70744266780769,1.88804858136316,-4.08222687905782,4.46062186760351e-05,0.0998398689516355
"Retnlg",180.823159279553,5.22834195977752,1.31985097615118,3.96131234074917,7.45389520827796e-05,0.148299386221583
"Cd209d",63.634001479076,1.83055867200471,0.470351702842811,3.89189336605097,9.94649621909552e-05,0.169827931709676
"Aldoc",113.690227244033,-6.49509541488223,1.67689071056937,-3.87329679504091,0.000107372936479082,0.169827931709676
"mt-Nd1",386.96012576113,-8.6539157463171,2.24247943950076,-3.85908365262145,0.000113812977801637,0.169827931709676
"mt-Atp8",189.881351889597,-6.86284238763787,1.81296109008846,-3.78543280667044,0.00015344129133654,0.211347674051698
"Rpp40",49.0165266511358,-2.32287545228554,0.621805172676466,-3.73569657242811,0.000187196281315059,0.239424043801961
"Lsmem1",265.538416029925,3.08119317966145,0.838705998391431,3.67374644460744,0.000239019924341157,0.272370898319516
"mt-Nd2",691.387729550142,-8.35842931892028,2.27804194580563,-3.66912880349283,0.000243378441478402,0.272370898319516
"Il12rb1",231.47811069739,-4.728846629797,1.31970217003191,-3.5832680563696,0.000339322073527722,0.357405944034552
"mt-Co2",559.773275928409,-8.05456859732058,2.26589682050349,-3.55469345489917,0.000378420008468436,0.376443815090878
"Tppp3",747.604341251891,3.66032544921708,1.03442631763983,3.53850766052488,0.000402395605389161,0.379226090005175
"Ltb4r1",118.095259492133,2.67115738003746,0.763521652331152,3.49846971841858,0.000467936222972915,0.403630835873155
