cell_group	parameter	factor	c_lower	c_effect	c_upper	c_pH0	c_FDR	c_rhat	c_ess_bulk	c_ess_tail	v_lower	v_effect	v_upper	v_pH0	v_FDR	v_rhat	v_ess_bulk	v_ess_tail
IFN-stimulated T cells	conditionB7H3	condition	0.167092334975	0.459394715	0.742174134625	0.00824999999999998	0.00493750000000001	1.00089424018807	1427.29816529325	2699.29165005936	NA	NA	NA	NA	NA	NA	NA	NA
IFN-stimulated T cells	conditionCD28-41BB	condition	-0.468479260625	-0.1582212765	0.145167083775	0.346	0.187575	1.00213996245302	1124.76333263706	2046.26648845276	NA	NA	NA	NA	NA	NA	NA	NA
IFN-stimulated T cells	conditionCD8-41BB	condition	-1.0834011895	-0.7599067525	-0.43269097575	0	0	1.00103117728468	2026.3946246637	1881.29983886271	NA	NA	NA	NA	NA	NA	NA	NA
IFN-stimulated T cells	conditionSTOP	condition	-0.289187642625	0.02718859175	0.34217408485	0.693	0.298807692307692	1.00279058795362	1204.78700818945	1730.90459775186	NA	NA	NA	NA	NA	NA	NA	NA
IFN-stimulated T cells	conditiontumor	condition	-0.462888541175	-0.1487509015	0.175326601325	0.3735	0.125807692307692	1.0006762579643	926.419340688166	1514.37296158497	NA	NA	NA	NA	NA	NA	NA	NA
Myeloid cells	(Intercept)	NA	0.73627925355	0.8994895095	1.056924071	0	0	0.999764790916615	1613.6587776591	3247.63604429793	-5.96172617375	-5.35687536	-4.70099122175	0	0	1.00006933029357	216.583578432408	755.319948890315
Myeloid cells	conditionB7H3	condition	-0.591087239125	-0.3210182675	-0.0426405519024999	0.06025	0.0157916666666667	1.00223669154221	1822.33879605017	1300.76556282758	NA	NA	NA	NA	NA	NA	NA	NA
Myeloid cells	conditionCD28-41BB	condition	0.002934764364	0.268173829	0.539935425	0.10675	0.0684	1.00008212924023	1565.5200294181	2934.26256070733	NA	NA	NA	NA	NA	NA	NA	NA
Myeloid cells	conditionCD8-41BB	condition	-0.7822725902	-0.503225901	-0.211014202475	0.00449999999999995	0.00149999999999998	1.00103543015768	1445.79040176336	2646.73513398672	NA	NA	NA	NA	NA	NA	NA	NA
Myeloid cells	conditionSTOP	condition	-0.3345760817	-0.05840779635	0.2235324749	0.62525	0.265958333333333	1.00066728148762	1203.61938984354	1603.76597442691	NA	NA	NA	NA	NA	NA	NA	NA
Myeloid cells	conditiontumor	condition	0.2828336305	0.555822623	0.819883592325	0.001	0.000333333333333334	1.00020228711783	1641.1060012167	2320.21132509472	NA	NA	NA	NA	NA	NA	NA	NA
NK cells	(Intercept)	NA	0.2867778443	0.4371485145	0.58794279165	0	0	0.999791758149552	1046.72510505848	3252.69627872365	-6.78764024575	-6.0483968	-5.35965650025	0	0	1.00101839445897	213.633360579253	674.797235007839
NK cells	conditionB7H3	condition	-0.330566502425	-0.0704551407	0.18667831975	0.5965	0.183615384615385	1.00124731310264	1523.24529491651	1818.82395215696	NA	NA	NA	NA	NA	NA	NA	NA
NK cells	conditionCD28-41BB	condition	0.08099227695	0.3250077485	0.57608275975	0.03625	0.03625	1.00009057862411	1680.89337982172	3215.61391793915	NA	NA	NA	NA	NA	NA	NA	NA
