"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rp1l1",0.4513297042439,0.186327358252546,0,0,1
"Rp2",0,-0.907331348344353,0.186,0.434,0
"Rp9",1.25927609434889e-109,-0.199558126650224,0.123,0.196,2.39955059778181e-105
"Rpa1",7.77827671824487e-58,-0.590717039679484,0.013,0.031,1.48215062866156e-53
"Rpa2",1.9266901619521e-10,0.316157524136446,0.009,0.011,3.67130810359972e-06
"Rpa3",3.47992392382437e-34,-0.954364728876564,0.005,0.011,6.63099503684733e-30
"Rpain",8.75430228609507e-25,0.219346831802595,0.084,0.106,1.66813230061542e-20
"Rpap1",2.44021740595125e-81,-0.501796473961878,0.027,0.06,4.64983426704011e-77
"Rpap2",2.79004793810273e-20,0.321742352566335,0.023,0.034,5.31643634605476e-16
"Rpap3",3.86124151539782e-05,-0.590501343806091,0.001,0.001,0.735759570759054
"Rpe",8.49546714490013e-39,0.115552567931522,0.023,0.037,1.61881126446072e-34
"Rpe65",0.0591752484333942,0.366703209050398,0,0,1
"Rpf1",9.98559624422601e-41,0.286476483685864,0.161,0.207,1.90275536433727e-36
"Rpf2",1.12861114591384e-30,0.118328749585689,0.032,0.045,2.15056853853883e-26
"Rpgr",1.86791293904869e-17,1.0048295824416,0.007,0.004,3.55930810535728e-13
"Rpgrip1l",5.31907043779154e-05,-0.846755369665336,0.001,0.002,1
"Rph3a",8.83589526799526e-38,-1.90311069767269,0,0.001,1.6836798433165e-33
"Rph3al",0.633741128059053,1.69864756044718,0,0,1
"Rpia",4.84560938336089e-85,-0.222403529919684,0.057,0.101,9.23330867999418e-81
"Rpn1",9.1353767245213e-198,-0.325519742979926,0.177,0.296,1.74074603485753e-193
"Rpn2",6.8834420838373e-297,-0.493307751337663,0.199,0.368,1.3116398890752e-292
"Rpp14",2.36427506060248e-41,0.121986577652446,0.019,0.029,4.50512612797803e-37
"Rpp21",6.36256629540759e-38,0.0372745206674421,0.054,0.069,1.21238700758992e-33
"Rpp25",0.835400279740668,0.821483611579204,0,0,1
"Rpp25l",6.0024911897429e-14,0.446025373043988,0.055,0.06,1.14377469620551e-09
"Rpp30",5.06280685774309e-53,-0.216930227628516,0.009,0.017,9.64717846742946e-49
"Rpp38",1.03268980403185e-12,0.383247740395008,0.014,0.017,1.96779042158269e-08
"Rpp40",8.51710996897944e-05,0.492393439923084,0.004,0.006,1
"Rprd1a",4.28202393346884e-59,-1.85877958872642,0.002,0.011,8.15939660522488e-55
"Rprd1b",2.14779296340855e-60,0.0640291992712263,0.007,0.01,4.092619491775e-56
"Rprd2",3.05283763064991e-147,-0.272599242345435,0.105,0.174,5.81718210520341e-143
"Rprm",0.419146018177922,0.251497074689134,0,0,1
"Rprml",0.433752402336532,-0.991621694111478,0,0,1
"Rptn",0.704611337178213,1.21059025544781,0,0,1
"Rptor",9.7778540708452e-07,0.725690786127066,0.31,0.293,0.0186317009319955
"Rpusd1",5.59469250447726e-24,0.133032937525175,0.007,0.008,1.06606865672814e-19
"Rpusd2",0.000527298842860164,0.779600638480618,0.013,0.012,1
"Rpusd3",4.34027105946805e-13,-0.0472153523444199,0.004,0.004,8.27038650381637e-09
"Rpusd4",2.37626629975982e-24,0.254562286910819,0.022,0.028,4.52797543419234e-20
"Rrad",1.24272436858852e-13,0.416013523651881,0.04,0.047,2.36801128434542e-09
"Rraga",0,-0.817927340503339,0.079,0.175,0
"Rragb",2.07245286567493e-05,0.890925130013015,0,0,0.394905893554358
"Rragc",0,-0.856487323810265,0.234,0.477,0
"Rragd",3.24591754667797e-17,0.531783812873699,0.025,0.028,6.18509588519488e-13
"Rras",3.61010647125372e-14,0.407109663332875,0.056,0.057,6.87905788097396e-10
"Rras2",2.01651830887816e-161,-1.26387538855318,0.016,0.054,3.84247563756733e-157
"Rrbp1",1.65641972243155e-144,-0.221770099958456,0.55,0.719,3.15630778109332e-140
"Rreb1",1.52686025040054e-171,-0.301315096313167,0.074,0.15,2.90943220713824e-167
"Rrh",0.0826024425621844,1.50170320065714,0.001,0.001,1
"Rrm1",9.36495747158968e-28,-1.1761792629607,0.003,0.013,1.78449264621141e-23
"Rrm2",0.011319838000745,1.8008608712001,0.001,0,1
"Rrm2b",1.37089954516106e-153,-1.34222618615831,0.01,0.042,2.61224908330439e-149
"Rrn3",2.65684160130664e-262,-1.49072171044522,0.02,0.095,5.06261167128979e-258
"Rrp9",0.00204605752547993,0.631132564748924,0.022,0.024,1
"Rrs1",0.0165894721380189,1.58216939864584,0.044,0.022,1
"Rs1",0.0492066467672851,4.50203854052072,0,0,1
"Rsad1",0.120240790194971,1.03601286898271,0.011,0.009,1
"Rsad2",1.79943021654331e-123,2.09182432951353,0.084,0.025,3.42881427762327e-119
"Rsbn1",4.62239601010392e-136,-0.280722096422529,0.061,0.113,8.80797559725302e-132
"Rsbn1l",1.42071838017067e-44,-0.146768406263138,0.03,0.054,2.70717887341521e-40
