"pathway","pval","padj","log2err","ES","NES","size","leadingEdge","contrast"
"HALLMARK_P53_PATHWAY",0.995004995004995,1,0.00323243877654383,0.241479525145955,0.650462062757693,193,"Cdkn2a;Perp;Ptpn14;Serpinb5;Gpx2;Nhlh2;Eps8l2;Trp63;Rgs16;Zfp365;Tpd52l1;Cdkn2b;Cdh13;Tsc22d1;F2r;Socs1;Foxo3;Ephx1;Klf4;Trib3;Fdxr;Phlda3;Ier5;H1f2;Tap1;Fos;Coq8a;Clca2;Cebpa;Osgin1;Ccnd2;Jun;Dgka;Sfn;Ddit3;Ppp1r15a;Pidd1;Jag2;Sertad3;Rab40c;Gadd45a;Tchh;H2aj;Tgfb1;Cdkn2aip;Rxra;Rap2b;Cdkn1a;Traf4;Btg2;Nudt15;Epha2;Txnip;Atf3;Upp1;Wrap73;Gm2a;Def6;Tcn2;Pcna;Ddb2;Ak1;Steap3;Irag2;Rrad","41BB-L vs CD8-41BB"
"HALLMARK_XENOBIOTIC_METABOLISM",0.996003996003996,1,0.00288973010331959,0.241464270024908,0.649859890089672,201,"Ttpa;Ces1d;Ddc;Pdk4;Il1r1;G6pc;Ptgds;Reg1;Cyp2e1;Pcx;Rbp4;Acox2;Cyp4f15;Rap1gap;Tdo2;Atoh8;Mpp2;Tat;Adh1;Cbr1;F11;Fah;Gsta3;Acsm1;Bcar1;Cda","41BB-L vs CD8-41BB"
"HALLMARK_APOPTOSIS",0.997,1,0.00288973010331959,0.227279843835146,0.60911292348386,157,"Plppr4;Cth;Aifm3;Krt18;Dcn;Avpr1a;Lum;Cav1;Clu;Cdc25b;Brca1;Top2a;Nefh;F2r;Plat;Gstm2;Fez1;Pdcd4;Fdxr;Pdgfrb;Igfbp6;Tspo;Dpyd;Tap1;Cd69;Ccnd2;Jun;Gucy2e;Rhob;Ddit3;Tnfrsf12a;Gadd45a;Timp3;Wee1;Lmna;Sqstm1;Plcb2;Bmf;Ebp;Cdkn1a;Btg2;Egr3;Txnip;Atf3;Pmaip1;Slc20a1;Psen2;Erbb3;Lgals3","41BB-L vs CD8-41BB"
"HALLMARK_MITOTIC_SPINDLE",0.999000999000999,1,0.0014426950408889,0.213297903687131,0.574506411738703,199,"Kif2c;Tpx2;Kif4;Prc1;Nusap1;Farp1;Birc5;Kif11;Wasf1;Cttn;Sptbn1;Kntc1;Cenpe;Top2a;Gemin4;Mid1;Kif15;Bcar1;Ect2;Rhof;Arhgap29;Cep72;Ttk;Dlgap5;Kif3c;Kif20b;Marcks;Ccnb2","41BB-L vs CD8-41BB"
"HALLMARK_ADIPOGENESIS",1,1,0,0.174791614078003,0.470955955702257,197,"Sncg;Cavin1;Sspn;Enpp2;Angptl4;Lep;Omd;Col4a1;Cyp4b1;Hspb8;Itga7;Fah;Lama4;Sparcl1;Sorbs1;Retn;Angpt1;Pdcd4;Reep6;Slc27a1;Fabp4;Adig;Adcy6;Aldh2;Esrra;Miga2;Agpat3;Ywhag","41BB-L vs CD8-41BB"
"HALLMARK_DNA_REPAIR",1,1,0.00204130030921835,0.100915413678046,0.269647613174806,146,"Vps37d;Bcam;Rad51;Cda;Npr2;Lig1;Rpa2;Pold1;Adcy6;Tyms;Cmpk2;Taf1c;Aprt;Alyref;Pnp2;Brf2;Polr2e;Cant1;Vps37b;Ncbp2;Pole4;Nelfb;Pola1;Srsf6;Pcna;Ddb2;Ak1;Zwint;Polr1c;Rad52;Supt5;Zfp707;Nudt9;Surf1;Polr2d;Snapc4;Ercc1;Nt5c;Pold4;Upf3b;Ccno;Polr3gl;Bcap31","41BB-L vs CD8-41BB"
"HALLMARK_FATTY_ACID_METABOLISM",1,1,0,0.18577487075561,0.498091530038524,155,"Gad2;Acat3;Ppara;Gapdhs;Pcbd1;Acsm3;Hmgcs2;Tdo2;Hao2;Adh1;Cbr1;Aqp7;Fabp2;Car6","41BB-L vs CD8-41BB"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",1,1,0.00599657425469861,0.187561400665377,0.491199411973222,86,"Inhbe;Cntfr;Il1r1;Reg1","41BB-L vs CD8-41BB"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",1,1,NA,-0.202272739902932,-0.841809312790387,103,"Them4;Plcb1;Actr3;Cab39l;Ube2n;Pten;Arpc3;Ube2d3;Il2rg;Hras;Pitx2;Pin1;Ecsit;Actr2;Eif4e;Mapk9;Prkcb;Fgf17;Mapk1;Pla2g12a;Cxcr4;Vav3;Tbk1;Smad2;Egfr;Csnk2b;Fasl;Ralb;Map3k7;Pak4;Ptpn11;Fgf6;Mapk8;Gsk3b;Tsc2;Prkar2a;Grk2;Cltc;Calr","41BB-L vs CD8-41BB"
"HALLMARK_ALLOGRAFT_REJECTION",NA,NA,NA,-0.306330859745206,NA,191,"Cd79a;Cd8b1;Ereg;Il12a;Gzmb;Il2;Ccl5;Nos2;Klrd1;Mmp9;H2-Aa;Ccl11;Cd8a;Cd7;Ifng;Abce1;B2m;Il7;Gzma;Sit1;Ube2n;Il1b;Socs5;Lif;Ccr2;Ccnd3;Cxcl9;Eif3a;Igsf6;Il2rg;Inhba;Flna;Cxcl13;Gcnt1;Tlr1;Hif1a;H2-Q7;Gbp2;Spi1;Cd80;Wars1;Prkcb;Eif3j1;Irf4;Cd86;Lyn;Fas;Cd4;Cd1d1;Ccl19;Eif3d;Il27ra;Bcl3;Il11;Egfr;Fyb;Cd3g;Bcl10;St8sia4;Stat4;Icosl;Ifnar2;Ly75;Il12b;Cd3d;Degs1;Ptprc;Ifngr2;Abi1;Fasl;Ccr5;Gpr65;Mtif2;Cd40;Stat1;Cd74;Map3k7;Tlr6","41BB-L vs CD8-41BB"
"HALLMARK_COMPLEMENT",NA,NA,NA,-0.29820819352606,NA,192,"Ltf;Spock2;Cr2;Gzmb;Adra2b;Itih1;Cd55;Me1;Ccl5;Klk1;Hpcal4;Gp1ba;Kif2a;Gzmk;S100a9;C3;Cp;Kcnip3;Calm3;C1s1;F5;Gzma;Dgkh;Cfb;Pcsk9;C1rb;Cxcl2;Dpp4;Plscr1;Itgam;Dgkg;Ctsh;Rasgrp1;Gpd2;Prcp;Usp14;Cxcl3;Fyn;Dock4;Gnb2;Pla2g7;Klkb1;Lamp2;Tnfaip3;Vcpip1;Mmp14;Cxcl1;Pik3ca;Lyn;Dock10;Olr1;Psen1;Cpm;Calm1;Fdx1;C1qa;Lta4h;Pdp1;Pik3cg","41BB-L vs CD8-41BB"
"HALLMARK_INFLAMMATORY_RESPONSE",NA,NA,NA,-0.273804775993732,NA,199,"Marco;Ereg;Fpr1;Cd55;Cxcr6;Ccl5;Gp1ba;Sell;Adora2b;Pde4b;Kif1b;Adgre1;Slc31a1;Il1b;Ahr;Lif;Ifitm1;Clec5a;Ptafr;Csf3;Calcrl;Cybb;Cxcl9;Cd48;Il18r1;Msr1;Pdpn;Inhba;Gpr132;Nampt;Sgms2;Rasgrp1;Tlr1;Hif1a;Best1;Mefv;Osm;Ifnar1;Scn1b;Mmp14;Ldlr;Tnfsf9;Met;Cxcl5;Lyn;Ffar2;Lamp3;Gch1;Tacr3;Slc11a2;Olr1;Tnfsf15;Tnfaip6;Psen1;Atp2b1;Cmklr1;Slc31a2","41BB-L vs CD8-41BB"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",NA,NA,NA,-0.244555986141445,NA,198,"Fpr1;Ccl5;H2-M2;Cd38;H2-Aa;Gpr18;Ptgs2;Ifitm3;Bpgm;Eif4e3;C1s1;B2m;Il7;Pde4b;Gzma;Cfb;Psma3;Mthfd2;C1rb;Cxcl9;Plscr1;Isoc1;Ifitm2;Nampt;Hif1a;H2-Q7;Klrk1;Wars1;Irf4;Cd86;Tnfaip3;Gbp9;Apol6;Gch1;Fas;Psma2;Samhd1;Slamf7;Csf2rb2;Psmb2;Tnfaip6;Arid5b;Cmklr1;Fcgr1;Slc25a28;Ddx60;St8sia4;Stat4;Ifnar2;Il18bp;Tdrd7;Cfh;Eif2ak2;Sri;Cd40;Psme1;Stat1;Cd74;Lats2;Itgb7;H2-Eb1;Il15;Sppl2a;Ptpn6;Ccl2;Parp14;Vcam1","41BB-L vs CD8-41BB"
"HALLMARK_MTORC1_SIGNALING",NA,NA,NA,-0.271743481075093,NA,198,"Elovl6;Stc1;Scd1;Me1;Srd5a1;Vldlr;Qdpr;Actr3;Hmgcs1;Ak4;Pgk1;Uchl5;Eef1e1;Idi1;Psma3;Mthfd2;Pitpnb;Fads1;Sqle;Add3;Elovl5;Ube2d3;Eif2s2;Glrx;Serpinh1;Tubg1;Nampt;Actr2;Etf1;Ppa1;Wars1;Tuba4a;Ddit4;Gsr;Acsl3;Hspa4;Ero1a;Sc5d;Canx;Mcm4;Ldlr;Egln3;Cxcr4;Slc7a11;Serp1;Tbk1;Tpi1;Pno1;Gbe1;Aldoa;Asns;Lta4h;Pgm1;Cacybp;Ufm1;Prdx1;Gpi1;Eprs;Psma4","41BB-L vs CD8-41BB"
"HALLMARK_MYC_TARGETS_V1",NA,NA,NA,-0.374105633799236,NA,183,"Eif1ax;Cbx3;Fam120a;Psma7;Abce1;Hnrnpc;Pgk1;Snrpg;Tomm70a;Ran;C1qbp;Nap1l1;Ywhaq;Ube2e1;Usp1;Ctps;Vdac1;Eif2s2;Prps2;Erh;Psma6;Hnrnpr;Ccna2;Hnrnpa2b1;Eif4e;Snrpb2;Ndufab1;Orc2;Etf1;Eif3j1;Cct3;Pabpc1;Ap3s1;Srm;Canx;Txnl4a;Mcm4;Prdx3;Eif2s1;Psma2;Pwp1;Psma1;Aimp2;Psmb2;Impdh2;Acp1;Clns1a;Ddx18;Cul1;Eif3d;Lsm2;Srsf3;Stard7;H2az1;Ptges3;Ranbp1;Eprs;Psma4;Glo1;Smarcc1;Pa2g4;Eef1b2;Xpot;Hdac2;Ncbp1;Xpo1","41BB-L vs CD8-41BB"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",NA,NA,NA,-0.418171354654843,NA,186,"Uqcrc2;Ndufb4;Ndufv1;Ndufv2;Ndufa5;Uqcrb;Ndufs6;Ndufa9;Slc25a5;Tomm70a;Aldh6a1;Aco2;Cox7b;Acat1;Atp5o;Idh3a;Vdac1;Glud1;Decr1;Cycs;Dld;Sucla2;Ndufa6;Atp5j;Dlat;Ndufab1;Slc25a11;Atp5b;Mdh1;Etfdh;Uqcr11;Vdac2;Timm9;Cyb5a;Ndufb3;Atp6v1h;Mpc1;Retsat;Prdx3;Slc25a12;Cox10;Echs1;Cox7a2l;Tomm22;Abcb7;Uqcrfs1;Timm8b;Slc25a20;Ndufa4;Ndufc1;Phyh;Fh1;Ndufs4;Fdx1;Ndufs3;Pmpca;Atp5g3;Idh3g;Opa1;Pdp1;Cox7a2;Atp5pb;Suclg1;Rhot1;Atp6v0b;Gpi1;Idh3b;Sdha;Hadhb;Rhot2;Eci1;Ndufb8;Cox11;Ech1;Ndufs8;Ndufb1;Atp6v1c1;Lrpprc;Cox4i1;Atp5k;Cox6c;Supv3l1;Iscu;Mtrr;Ldhb;Mgst3;Mdh2;Timm17a;Ndufa1;Atp6v1e1;Ndufa7;Hccs;Hspa9;Atp5j2;Por;Cox7c;Atp6v0c;Acadsb","41BB-L vs CD8-41BB"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",NA,NA,NA,-0.131188514141833,NA,197,"Msc;Ccl5;Ptgs2;Vegfa;Pde4b;Il1b;Nr4a2;Lif;Tnfaip8;Cxcl2;Inhba;Nampt;Cd80;Jag1;Cxcl3;Tnfaip3;Ldlr;Tnfsf9;Rcan1;Cxcl1;Cxcl5;Gch1;Olr1;Nfe2l2;Serpinb8;Tnfaip6;Atp2b1;Il6st;Eif1;Gfpt2;Bcl3;B4galt1;Dennd5a;Traf1;Nfkbie;Icosl;Cd44;Il12b;Lamb3;Ifngr2;Panx1;Tank;Rnf19b;Tgif1;Ccl2;Phlda1;Csf2;Birc3;Fosl1;Pdlim5;Hes1;Tiparp;Tlr2;Ccnd1;Myc;Dusp5;Tnip1;Tnfaip2;Bcl6;Fosl2;Ninj1","41BB-L vs CD8-41BB"
