cell_group	parameter	factor	c_lower	c_effect	c_upper	c_pH0	c_FDR	c_rhat	c_ess_bulk	c_ess_tail	v_lower	v_effect	v_upper	v_pH0	v_FDR	v_rhat	v_ess_bulk	v_ess_tail
Perivascular macrophages	(Intercept)	NA	-0.7068561123749999	-0.4928865237262175	-0.27081538554999995	7.500000000000284e-4	7.6923076923077e-5	1.0001821280586214	3067.043451569989	3532.952413913146	-6.0481992225	-5.56217379813	-5.076336238500001	0	0	1.000379211513025	1031.105471245247	2510.6379416772293
Perivascular macrophages	conditionB7H3	condition	-0.84457259625	-0.5009945222646	-0.15331319172499985	0.011499999999999955	0.010999999999999954	1.0000408581940512	2826.0476059914517	3362.350856250728	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages	conditionCD28-41BB	condition	0.309295805825	0.626753431728575	0.9330715746	2.4999999999997247e-4	2.4999999999997247e-4	1.0014545204398335	2317.8984597513686	3696.8099384970333	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages	conditionCD8-41BB	condition	-0.08854182384	0.22940235659068936	0.542415922525	0.20699999999999996	0.06577777777777777	0.9997727896533953	3689.3731414893373	3493.9618936437614	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages	conditionSTOP	condition	-0.12640264565	0.20794818708388332	0.535712880325	0.25849999999999995	0.083675	1.0011915361240775	2140.754663690245	3662.594313136264	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages	conditiontumor	condition	0.5858524292500001	0.907179518147	1.22108877575	0	0	1.0000112146997682	1885.9369573319652	3295.8587642219427	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages (chemokine-producing)	(Intercept)	NA	-0.871355841275	-0.6870343930145	-0.5023419953249999	0	0	1.0049391329046011	673.8882147060712	1966.0678612554402	-6.942411468	-6.2151809398625	-5.547385476	0	0	1.0037808555106946	201.23632069074267	877.178067296402
Perivascular macrophages (chemokine-producing)	conditionB7H3	condition	-0.7557257295250001	-0.4121279256199625	-0.08608570758499996	0.031749999999999945	0.020749999999999973	1.0033117527512523	965.5730188889476	2987.061996645245	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages (chemokine-producing)	conditionCD28-41BB	condition	-0.13564761927500002	0.16440044468386517	0.4686633368000001	0.34175	0.12446428571428571	1.002730093778857	947.2142836362934	3202.2023637025236	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages (chemokine-producing)	conditionCD8-41BB	condition	-0.30544208674999995	0.010957494277893975	0.32323084585	0.719	0.2365535714285714	0.9997808700895016	1487.6545683036777	2785.4727747706584	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages (chemokine-producing)	conditionSTOP	condition	0.019578919022500006	0.3265578000700097	0.6223260071000001	0.06974999999999998	0.0255	1.0001913657420851	1337.5017840971473	2477.0145455495704	NA	NA	NA	NA	NA	NA	NA	NA
Perivascular macrophages (chemokine-producing)	conditiontumor	condition	0.6310973005	0.92243410366425	1.203981208	0	0	1.000378165105375	737.410360023702	3137.0529472699786	NA	NA	NA	NA	NA	NA	NA	NA
Stress-response microglia	(Intercept)	NA	1.34453629125	1.5212156598175	1.6997273419999999	0	0	0.9999918112936278	2589.0334671146165	3287.099291544082	-4.809390448	-4.329158776095	-3.84397695275	0	0	1.000346233654117	767.0318262817825	2418.912589924692
Stress-response microglia	conditionB7H3	condition	-0.70214340045	-0.407087905694086	-0.09574388682499996	0.02749999999999997	0.018549999999999976	1.0012364757963477	2758.385580043575	3539.9605881842103	NA	NA	NA	NA	NA	NA	NA	NA
