cell_group	parameter	factor	c_lower	c_effect	c_upper	c_pH0	c_FDR	c_rhat	c_ess_bulk	c_ess_tail	v_lower	v_effect	v_upper	v_pH0	v_FDR	v_rhat	v_ess_bulk	v_ess_tail
Inflammatory activated microglia	(Intercept)	NA	0.5064291842	0.69221883184675	0.876885297875	0	0	0.9999717978736746	2287.7401496056727	2397.3459509837207	-5.93288665175	-5.312507802195	-4.70268393175	0	0	1.0018789871144713	3218.197029180653	3403.7550197336213
Inflammatory activated microglia	condition41BB-L	condition	-0.32583724094999994	0.02480693753039445	0.3680945693000001	0.66425	0.20901785714285712	1.0003047797524847	3894.9982377790843	3827.5993896179425	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory activated microglia	conditionB7H3	condition	-0.6731493790499999	-0.30735181608224377	0.06659802391250028	0.12975000000000003	0.016749999999999987	1.000519411558697	4011.4234640633726	4002.1499697091444	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory activated microglia	conditionCD28-41BB	condition	-0.18958783669999998	0.14094808154709113	0.47435574975000006	0.39949999999999997	0.21224999999999997	1.0006816374069238	3812.264959978612	3609.258980056103	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory activated microglia	conditionCD8-41BB	condition	-0.476999006375	-0.12569968337349052	0.20830981762500003	0.4445	0.08082692307692309	1.0022779172766636	3746.5070953641257	3182.5072777976616	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory activated microglia	conditionSTOP	condition	-0.226423820925	0.12397555152912203	0.47796948675000006	0.44299999999999995	0.2619444444444444	1.0023822360436832	3747.9222281864013	3518.1083643919947	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory monocytes	(Intercept)	NA	-1.7568422405	-1.4353014530215	-1.1061449642499999	0	0	1.0003911391561113	3594.3871887500454	3958.3569809162527	-6.563647903	-5.820761278305	-5.096697272499999	0	0	1.0011279018837174	1155.5345622153325	3048.508136365089
Inflammatory monocytes	condition41BB-L	condition	-0.3903503545	0.027510810134288025	0.465310136725	0.6395	0.17399999999999996	0.9997656350659154	3864.590854247242	3515.185822319012	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory monocytes	conditionB7H3	condition	-0.613377994525	-0.1903336042396324	0.23955210275	0.3425	0.041807692307692296	0.9999673661450805	4013.408366667447	3764.335977749316	NA	NA	NA	NA	NA	NA	NA	NA
Inflammatory monocytes	conditionCD28-41BB	condition	-0.398581141325	0.03961731970465812	0.4878312053500001	0.6094999999999999	0.33321428571428563	1.0002678293888096	3601.924325250829	3579.3481284538716	NA	NA	NA	NA	NA	NA	NA	NA
